Date	USD	GBP	SEK	NOK	CNY	
08/09/2014	575.08	927.97	81.17	91.31	93.64	
09/09/2014	577.04	930.04	81.18	91.11	94.03	
10/09/2014	575.77	929.06	81.07	90.78	93.93	
11/09/2014	575.77	935.35	80.96	90.74	93.93	
12/09/2014	575.65	934.43	80.64	90.33	93.85	
15/09/2014	576.58	936.44	80.63	89.96	93.85	
16/09/2014	574.93	931.53	80.59	89.92	93.55	
17/09/2014	574.7	938.23	80.38	89.67	93.6	
18/09/2014	578.39	944.45	80.99	90.91	94.18	
19/09/2014	579.24	946.52	81.23	91.3	94.32	
22/09/2014	579.5	946.31	81.16	91.36	94.37	
23/09/2014	577.4	947.05	81.15	91.23	94.06	
24/09/2014	580.35	951.5	81.06	91.01	94.56	
25/09/2014	585.53	953.78	81.05	91.38	95.41	
26/09/2014	584.61	953.4	80.79	91.13	95.44	
29/09/2014	586.03	950.96	80.89	90.82	95.25	
30/09/2014	591.52	957.56	81.38	91.68	96.34	
01/10/2014	590.63	956.53	81.86	91.42	96.19	
02/10/2014	589.34	951.42	81.9	91.36	95.98	
03/10/2014	590.05	947.99	81.69	91.02	96.12	
06/10/2014	592.43	947.36	82.01	91.25	96.49	
07/10/2014	590.47	949.49	82.1	91.17	96.17	
08/10/2014	588.71	945.9	81.52	90.84	95.9	
09/10/2014	583.21	945.21	81.56	90.87	95.1	
10/10/2014	588.98	944.37	81.34	90.14	96.06	
13/10/2014	587.1	944.66	81.71	90.45	95.82	
14/10/2014	588.68	937	81.29	89.8	96.1	
15/10/2014	587.82	935.69	80.92	88.85	95.94	
16/10/2014	584.01	934.19	80.99	88.04	95.37	
17/10/2014	580.68	936.02	81.35	88.84	94.8	
20/10/2014	583.03	940.99	80.97	88.76	95.22	
21/10/2014	583.53	942.66	80.94	89	95.29	
22/10/2014	586.69	941.56	80.84	88.85	95.87	
23/10/2014	587.75	942.08	81.05	89.62	96.03	
24/10/2014	588.13	943.98	81.03	89.27	96.16	
27/10/2014	587.15	945.81	80.42	88.68	96	
28/10/2014	583.93	944.55	79.5	88.18	95.52	
29/10/2014	584.48	941.21	79.8	87.92	95.64	
30/10/2014	590.96	945.74	80.3	88	96.65	
31/10/2014	594.41	949.24	80.34	87.68	97.24	
03/11/2014	595.86	953.33	80.65	87.95	97.38	
04/11/2014	594.77	951.9	80.36	86.77	97.24	
05/11/2014	596.36	948.95	80.75	86.8	97.53	
06/11/2014	594.42	946.44	80.85	87.36	97.23	
07/11/2014	600.23	949.53	80.74	87.55	98.04	
10/11/2014	595.76	947.36	80.79	88.31	97.35	
11/11/2014	598.85	949.48	80.95	87.67	97.8	
12/11/2014	596.9	944.37	80.64	88.15	97.43	
13/11/2014	597.5	940.65	80.51	88.01	97.52	
14/11/2014	598.54	936.98	80.58	88.06	97.64	
17/11/2014	595.66	931.71	80.51	88.15	97.27	
18/11/2014	594.85	931.19	80.57	88.31	97.17	
19/11/2014	593.85	930.89	80.39	87.65	97.04	
20/11/2014	593.64	931.74	80.22	87.66	96.89	
21/11/2014	599.04	939.44	80.63	88.57	97.77	
24/11/2014	599.52	939.87	80.52	88.5	97.62	
25/11/2014	598.8	938.26	80.29	87.91	97.57	
26/11/2014	596.36	940.59	80.42	87.42	97.15	
27/11/2014	596.13	939.36	80.33	86.54	97.11	
28/11/2014	596.08	935.61	80.3	85.55	97.05	
01/12/2014	596.69	938.58	80.38	85.77	96.95	
02/12/2014	598.89	937.58	80.18	85.55	97.37	
03/12/2014	603.45	946.46	80.26	85.96	98.23	
04/12/2014	604.34	946.44	80.22	85.31	98.18	
05/12/2014	601.84	944.03	80.01	84.44	97.82	
08/12/2014	606.96	948.39	79.95	84.57	98.33	
09/12/2014	601.53	941.63	80	84.45	97.2	
10/12/2014	600.36	942.03	79.76	83.81	97.22	
11/12/2014	598.54	938.4	79.49	82.6	96.71	
12/12/2014	597.35	938.42	79.37	81.55	96.52	
15/12/2014	598.58	937.24	79.05	81.05	96.65	
16/12/2014	593.5	934.17	77.9	77.98	95.86	
17/12/2014	597.73	938.04	78.31	80.43	96.45	
18/12/2014	605.56	945.87	78.84	82.07	97.42	
19/12/2014	605.84	948.02	78.62	82.52	97.37	
22/12/2014	606.91	947.9	77.88	82.15	97.55	
23/12/2014	609.25	945.82	78.3	82.41	97.86	
29/12/2014	610.02	948.79	77.32	82.24	98	
30/12/2014	612.14	951.5	78.56	82.32	98.67	
02/01/2015	618.07	954.28	78.6	82.32	99.57	
05/01/2015	624.51	950.68	78.42	81.7	100.4	
06/01/2015	624.59	948.92	78.99	81.07	100.53	
07/01/2015	629.03	951.31	79.18	81.33	101.24	
08/01/2015	632.21	952.48	78.86	82.41	101.7	
09/01/2015	629.76	953.88	78.4	82.11	101.46	
12/01/2015	630.22	954.83	77.97	81.5	101.64	
13/01/2015	631.45	957.87	78.67	81.62	101.88	
14/01/2015	631.73	959.45	78.29	82.14	101.94	
15/01/2015	635	969.06	78.58	83.4	102.53	
16/01/2015	641.58	973.5	79.02	84.5	103.36	
19/01/2015	640.63	970.05	79.03	84.17	102.99	
20/01/2015	642.12	973.56	78.85	84.48	103.34	
21/01/2015	641.38	969.3	78.9	84.25	103.25	
22/01/2015	640.85	974.02	78.87	84.31	103.2	
23/01/2015	664.67	995.99	79.75	85.5	106.71	
26/01/2015	662.13	994.06	79.52	85.24	105.87	
27/01/2015	658.79	996.76	80.01	84.51	105.5	
28/01/2015	656.21	997.05	80.13	84.64	105.04	
29/01/2015	657.89	995.52	79.83	84.37	105.33	
30/01/2015	658.47	991.08	79.52	84.27	105.38	
02/02/2015	658.18	989.1	79.47	85.34	105.18	
03/02/2015	654.36	987.33	79.09	86.19	104.58	
04/02/2015	650.36	990.42	78.96	86.25	104.07	
05/02/2015	652.55	995.13	78.72	86.21	104.42	
06/02/2015	650.31	996.13	78.72	86.85	104.06	
09/02/2015	660.22	1003.91	78.62	86.41	105.7	
10/02/2015	658.94	1003.25	78.97	86.9	105.57	
11/02/2015	657.95	1006.49	78.7	86.54	105.39	
12/02/2015	657.18	1009.29	77.31	85.15	105.25	
13/02/2015	654.07	1005.81	77.63	86.02	104.83	
16/02/2015	652.52	1003.1	77.67	86.52	104.42	
17/02/2015	652.12	1001.35	78.16	86.84	104.25	
18/02/2015	654.59	1009.77	77.96	87.08	104.65	
19/02/2015	653.75	1008.84	77.78	86.11	104.51	
20/02/2015	660.4	1015.41	78.36	86.83	105.62	
23/02/2015	660.62	1015.19	78.03	86.38	105.59	
24/02/2015	658.5	1015.73	78.36	86.49	105.3	
25/02/2015	657.94	1018.7	78.65	86.48	105.1	
26/02/2015	659.88	1022.86	79.32	87.2	105.43	
27/02/2015	664.23	1025.83	79.69	87.08	105.92	
02/03/2015	664.76	1023.21	79.88	86.7	105.93	
03/03/2015	667.38	1024.37	80.35	86.57	106.41	
04/03/2015	670.4	1027.35	80.73	86.57	106.94	
05/03/2015	673.43	1028.02	80.9	87.22	107.44	
06/03/2015	679.69	1032.05	81.09	87.23	108.54	
09/03/2015	686.04	1036.79	81.1	86.85	109.51	
10/03/2015	693.95	1045.4	81.13	86.25	110.83	
11/03/2015	705.15	1060.21	81.78	86.16	112.6	
12/03/2015	702.68	1051.69	81.82	86.81	112.21	
13/03/2015	705.59	1042.92	81.51	86.48	112.73	
16/03/2015	707.2	1046.96	81.57	85.95	112.93	
17/03/2015	701.59	1036.38	81.31	84.87	112.26	
18/03/2015	704.22	1031.69	79.93	83.81	113.05	
19/03/2015	697.84	1037.28	80.29	86.28	112.65	
20/03/2015	691.5	1027.1	80.12	85.53	111.44	
23/03/2015	683.24	1018.79	80.34	86.42	109.94	
24/03/2015	681.31	1015.84	80.31	86.81	109.74	
25/03/2015	679.91	1014.09	80.29	86.92	109.44	
26/03/2015	680.56	1013.13	80.08	86.83	109.54	
27/03/2015	687.84	1023.18	80.14	86.38	110.66	
30/03/2015	688.7	1019.24	80.13	86.3	110.94	
31/03/2015	694.27	1027.05	80.4	85.82	111.97	
01/04/2015	694.64	1025.5	80.73	86.17	112.07	
07/04/2015	688.8	1025.45	79.7	85.58	111.11	
08/04/2015	687.88	1028.59	79.83	86.11	110.89	
09/04/2015	693.49	1028.03	79.98	86.26	111.75	
10/04/2015	706.87	1031.42	80.05	86.75	113.85	
13/04/2015	708.06	1035.55	80.07	87.41	113.98	
14/04/2015	707.03	1034.93	80.11	88.06	113.8	
15/04/2015	705.84	1041.73	80.19	88.74	113.75	
16/04/2015	696.83	1038.21	80.6	89.15	112.44	
17/04/2015	689.92	1036.37	80.29	88.85	111.33	
20/04/2015	695.73	1036.8	80.2	88.37	112.11	
21/04/2015	697.29	1038.12	80.34	88.56	112.44	
22/04/2015	694.58	1046.7	80.25	88.38	112.14	
23/04/2015	692.55	1040.46	79.54	87.6	111.74	
24/04/2015	689.27	1042.14	79.52	88.03	111.27	
27/04/2015	689.41	1041.72	79.74	88.46	110.84	
28/04/2015	682.78	1043.45	79.53	88.9	110.03	
29/04/2015	678.23	1042.02	80.48	88.99	109.39	
30/04/2015	665.46	1026.99	80.02	89.01	107.28	
04/05/2015	669.35	1011.63	79.97	88.2	107.8	
05/05/2015	671.47	1015.61	80.02	88.37	108.26	
06/05/2015	664.72	1012.04	80.21	88.73	107.21	
07/05/2015	660.21	1005.21	80.3	89.63	106.43	
08/05/2015	665.17	1025.26	80.3	89.05	107.18	
11/05/2015	669.79	1037.08	80.51	88.58	107.85	
12/05/2015	664.03	1041.74	80.12	88.9	106.89	
13/05/2015	665.09	1040.28	80.02	89.3	107.19	
18/05/2015	655.37	1026.69	79.54	89.05	105.63	
19/05/2015	667.17	1033.32	80.09	89.28	107.5	
20/05/2015	670.97	1042.31	80.28	88.83	108.15	
21/05/2015	669.87	1050.53	80.53	88.43	108.11	
22/05/2015	667.92	1044.65	80.63	88.63	107.77	
26/05/2015	682.31	1050.58	81.16	89.08	109.98	
27/05/2015	686.41	1054.67	80.43	88.5	110.73	
28/05/2015	684.64	1047.14	80.54	87.86	110.4	
29/05/2015	680.01	1037.51	79.98	87.39	109.71	
01/06/2015	681.54	1037.02	79.57	85.67	110	
02/06/2015	676.31	1029.82	79.51	85.98	109.12	
03/06/2015	669.99	1025.39	79.45	85.6	108.07	
04/06/2015	659.18	1014.4	79.87	85.38	106.3	
08/06/2015	668.36	1019.43	79.64	84.52	107.68	
09/06/2015	663.2	1014.45	79.76	84.99	106.87	
10/06/2015	661.54	1024.37	79.7	85.77	106.58	
11/06/2015	664.3	1026.89	80.61	84.92	107.04	
12/06/2015	665	1029.86	81.07	85.81	107.12	
15/06/2015	664.98	1031.21	81.28	85.63	107.1	
16/06/2015	664.94	1038.33	81.11	85.49	107.07	
17/06/2015	661.18	1040.1	80.9	85.48	106.52	
18/06/2015	654.2	1040.95	80.95	84.48	105.4	
19/06/2015	660.33	1045.85	80.94	84.54	106.34	
22/06/2015	657.69	1040.8	80.88	85.35	105.92	
23/06/2015	666.06	1050.91	81.05	85.53	107.31	
24/06/2015	665.47	1048.31	81	85.09	107.18	
25/06/2015	665.7	1046.84	80.84	85.16	107.21	
26/06/2015	666.02	1047.42	80.53	85.04	107.27	
29/06/2015	670.12	1052.99	80.7	84.71	107.93	
30/06/2015	666.76	1048.69	80.96	84.86	107.55	
01/07/2015	672.14	1052.21	80.69	85.33	108.38	
02/07/2015	674.17	1050.32	79.81	84.83	108.66	
03/07/2015	672.38	1050.51	79.6	84.3	108.35	
06/07/2015	677.78	1053.81	79.63	83.74	109.18	
07/07/2015	682.59	1054.32	79.98	83.06	109.87	
08/07/2015	676.9	1040.3	79.45	82.27	109.02	
09/07/2015	675.07	1039.88	79.7	82.74	108.73	
10/07/2015	667.21	1035.34	79.31	83.85	107.45	
13/07/2015	675.39	1048.83	79.49	83.81	108.79	
14/07/2015	676.5	1053.43	79.32	82.99	108.98	
15/07/2015	677.89	1059.32	79.76	83.47	109.18	
16/07/2015	686.64	1068.86	80.42	84.24	110.55	
17/07/2015	685.29	1068.61	79.86	84.03	110.36	
20/07/2015	687.57	1070.36	79.85	83.88	110.74	
21/07/2015	686.65	1067.95	79.65	83.69	110.58	
22/07/2015	684.42	1068.69	79.52	83.85	110.22	
23/07/2015	678.37	1059.26	79.11	83.25	109.25	
24/07/2015	682.1	1055.52	79.16	82.95	109.86	
27/07/2015	674.76	1046.93	78.93	82.52	108.66	
28/07/2015	676.78	1054.78	78.93	82.71	108.99	
29/07/2015	676.46	1057.9	78.73	82.93	108.95	
30/07/2015	681.05	1064.32	78.77	83.43	109.68	
31/07/2015	680.36	1059.72	78.86	82.89	109.56	
03/08/2015	681.35	1061.68	78.65	82.9	109.72	
04/08/2015	680	1061.77	79	82.89	109.5	
05/08/2015	685.63	1071.62	78.73	82.95	110.41	
06/08/2015	685.48	1063.79	78.24	82.67	110.39	
07/08/2015	682.02	1058.29	77.94	82.54	109.83	
10/08/2015	680.83	1055.28	77.76	82.67	109.64	
11/08/2015	675.02	1052.81	77.85	82.15	106.72	
12/08/2015	668.97	1043.84	77.88	82.22	104.76	
13/08/2015	671.81	1050.25	78.96	82.24	105	
14/08/2015	668.1	1044.55	79.14	81.68	104.53	
17/08/2015	672.37	1050.43	79.02	81.49	105.14	
18/08/2015	674.8	1059.83	79.16	81.52	105.53	
19/08/2015	675.96	1058.77	78.89	81.41	105.69	
20/08/2015	667.33	1045.49	78.54	80.83	104.45	
21/08/2015	661.55	1036.8	78.3	80.47	103.56	
24/08/2015	649.15	1022.09	78.53	79.66	101.35	
25/08/2015	648.66	1023.8	78.03	79.5	101.15	
26/08/2015	654.6	1020.47	77.3	78.55	102.13	
27/08/2015	661.35	1020.61	77.98	79.37	103.25	
28/08/2015	662.32	1019.4	78.6	79.9	103.66	
31/08/2015	665.44	1025.79	78.53	79.74	104.26	
01/09/2015	664.24	1018.48	78.6	79.77	104.36	
02/09/2015	663.1	1012.78	78.59	80.24	104.33	
03/09/2015	664.48	1015.86	79.46	80.46	104.55	
04/09/2015	669.82	1019.88	79.24	80.95	105.38	
07/09/2015	669.42	1021.62	79.21	80.54	105.16	
08/09/2015	668.47	1030.02	79.22	80.89	104.98	
09/09/2015	669.82	1028.98	79.35	81.1	105.02	
10/09/2015	667.06	1026.92	79.37	81.31	104.6	
11/09/2015	662.12	1021.19	79.62	80.47	103.86	
14/09/2015	659.92	1017.23	79.92	80.59	103.61	
15/09/2015	659.09	1015.64	79.99	80.6	103.47	
16/09/2015	664.5	1026.77	80.01	80.76	104.3	
17/09/2015	659.64	1024.07	79.96	80.96	103.61	
18/09/2015	653.4	1022.36	80.01	80.78	102.67	
21/09/2015	663.18	1030.07	79.97	80.92	104.14	
22/09/2015	668.78	1032.84	79.86	80.96	104.88	
23/09/2015	669.05	1022.32	79.53	80.76	104.83	
24/09/2015	663.75	1010.04	79.13	78.85	104	
25/09/2015	668.97	1015.27	79.43	78.42	104.94	
28/09/2015	667.83	1014.65	78.92	77.85	104.92	
29/09/2015	665.9	1009.43	78.98	78.35	104.61	
30/09/2015	665.88	1010.13	79.29	78.32	104.76	
01/10/2015	668.92	1012.69	79.58	78.89	105.22	
02/10/2015	668.44	1013.84	79.86	79.25	105.15	
05/10/2015	663.98	1007.9	79.78	79.48	104.46	
06/10/2015	664.75	1008.41	80.12	79.57	104.56	
07/10/2015	662.3	1014.07	80.3	80.6	104.18	
08/10/2015	662.97	1012.91	80.41	80.94	104.34	
09/10/2015	656.57	1007.14	80.49	81.18	103.47	
12/10/2015	655.97	1008.03	80.2	81.46	103.74	
13/10/2015	655.95	997.43	80.61	80.49	103.45	
14/10/2015	653.92	1005.82	80.47	80.75	103.01	
15/10/2015	652.26	1008.68	79.99	80.95	102.8	
16/10/2015	656.66	1014.1	79.73	81.08	103.38	
19/10/2015	658.18	1019.43	79.4	81.21	103.48	
20/10/2015	655.91	1014.65	79.16	80.77	103.32	
21/10/2015	657	1015.05	79.17	80.54	103.48	
22/10/2015	659.38	1019.91	79.18	80.44	103.71	
23/10/2015	673.02	1036.72	79.29	80.62	105.98	
26/10/2015	677.53	1038.46	79.52	80.86	106.66	
27/10/2015	674.44	1034.1	79.31	79.68	106.17	
28/10/2015	672.97	1029.24	79.91	79.19	105.84	
29/10/2015	682.31	1040.55	79.7	79.62	107.37	
30/10/2015	676.94	1038.4	79.45	79.4	106.99	
02/11/2015	676.08	1045.78	79.48	79.88	106.68	
03/11/2015	679.55	1045.88	79.4	79.85	107.25	
04/11/2015	682.16	1051.51	79.64	79.97	107.65	
05/11/2015	685.4	1046.76	79.42	80.15	108	
06/11/2015	686.67	1039.5	79.5	80.46	108.06	
09/11/2015	692.28	1044.67	79.89	80.32	108.8	
10/11/2015	696.49	1053.09	80.13	80.42	109.51	
11/11/2015	696.19	1056.71	79.97	80.89	109.33	
12/11/2015	695.52	1056.09	80.21	80.01	109.18	
13/11/2015	693.11	1055.17	79.89	79.95	108.74	
16/11/2015	695.79	1057.1	80.05	80.18	109.19	
17/11/2015	699.28	1063.32	80.02	80.78	109.65	
18/11/2015	699.49	1064.46	80.21	80.8	109.63	
19/11/2015	698.07	1066.06	80.14	80.6	109.32	
20/11/2015	698	1064.22	80.39	81.06	109.32	
23/11/2015	701.78	1062.01	80.66	81.31	109.83	
24/11/2015	700.45	1056.43	80.55	81.01	109.64	
25/11/2015	704.76	1063.14	80.47	81.26	110.35	
26/11/2015	703	1061.5	80.43	81.15	110.02	
27/11/2015	705.15	1061.39	80.72	81.19	110.28	
30/11/2015	705.21	1058.51	81.03	81.15	110.22	
01/12/2015	703.79	1060.29	80.99	81.08	110.02	
02/12/2015	702.9	1056.69	80.96	81.61	109.85	
03/12/2015	698.94	1047.23	80.85	81.3	109.24	
04/12/2015	684.31	1036.01	80.46	80.66	106.88	
07/12/2015	690.23	1039.53	80.93	79.99	107.71	
08/12/2015	686.04	1026.09	80.89	77.98	106.89	
09/12/2015	681.92	1028.95	80.58	78.23	106.09	
10/12/2015	681.8	1031.22	80.43	79.06	105.95	
11/12/2015	681.36	1032.79	80.22	78.22	105.51	
14/12/2015	679.32	1027.69	79.69	77.97	105.19	
15/12/2015	678.93	1028.87	80.33	78.59	105.06	
16/12/2015	682.49	1024.54	80.24	78.09	105.5	
17/12/2015	688.24	1026.86	80.21	78.45	106.09	
18/12/2015	688.57	1026.79	80.52	78.54	106.17	
21/12/2015	686.38	1022.26	80.29	78.06	105.89	
22/12/2015	681.29	1013.52	80.56	78.19	105.19	
23/12/2015	683.56	1017.97	81.03	78.32	105.53	
28/12/2015	680.82	1014.9	81.24	78.25	104.95	
29/12/2015	681.42	1008.43	81.5	78.46	105.02	
30/12/2015	683	1011.19	81.22	77.61	105.24	
04/01/2016	684.71	1010.97	81.38	77.35	104.79	
05/01/2016	694.26	1018.71	80.89	77.81	106.47	
06/01/2016	694.5	1015.84	80.8	77.53	105.99	
07/01/2016	686.38	1000.68	80.4	76.92	104.08	
08/01/2016	686.84	1001.06	80.52	77.06	104.22	
11/01/2016	685.19	998.63	80.46	77.09	104.26	
12/01/2016	688.56	993.77	80.68	77.41	104.68	
13/01/2016	689.85	994.59	80.7	78.06	104.91	
14/01/2016	685.06	985.75	80.37	77.68	103.92	
15/01/2016	683.81	980.05	79.84	77.67	103.82	
18/01/2016	685.21	978.63	79.9	77.04	104.15	
19/01/2016	686.68	975.87	80.05	77.57	104.38	
20/01/2016	684.31	969.32	79.89	77.23	104	
21/01/2016	685.12	966.94	79.8	76.91	104.14	
22/01/2016	690.42	988.89	80.46	78.81	104.95	
25/01/2016	690	983.32	80.45	78.9	104.87	
26/01/2016	688.59	980.64	80.55	78.67	104.64	
27/01/2016	685.39	982.36	80.6	78.96	104.19	
28/01/2016	684.45	978.98	80.2	79	104.07	
29/01/2016	683.41	976.68	79.83	78.68	103.92	
01/02/2016	685.64	980.62	80.38	79.25	104.22	
02/02/2016	683.47	983.76	79.87	78.37	103.87	
03/02/2016	682.55	990.61	79.74	78.44	103.76	
04/02/2016	665.97	974.33	79.36	78.25	101.27	
05/02/2016	666.21	969.52	79.12	78.01	101.37	
08/02/2016	672.29	966.22	79.14	77.83	102.24	
09/02/2016	664.25	957.53	78.45	77.18	100.96	
10/02/2016	663.04	965.21	78.43	77.59	100.85	
11/02/2016	657.78	947.9	78.41	76.88	100.06	
12/02/2016	662.01	960.21	78.94	77.13	100.71	
15/02/2016	667.6	966.81	78.68	77.5	102.8	
16/02/2016	668.49	962.16	78.79	77.71	102.62	
17/02/2016	670.3	959.02	78.8	77.79	102.7	
18/02/2016	673.36	967.49	79.39	78.37	103.31	
19/02/2016	672.54	960.24	79.53	78.26	103.1	
22/02/2016	676.76	953.7	79.75	78.61	103.77	
23/02/2016	678.22	956.83	79.8	78.89	103.9	
24/02/2016	679.55	945.35	79.69	77.85	103.94	
25/02/2016	676.68	945.48	79.54	78.2	103.6	
26/02/2016	677.81	947.36	79.61	78.32	103.68	
29/02/2016	685.18	949.38	80.03	78.49	104.56	
01/03/2016	686.08	958.75	79.65	79.29	104.72	
02/03/2016	686.99	963.44	79.86	79.16	104.86	
03/03/2016	684.02	962.94	79.65	79.12	104.58	
04/03/2016	680.12	962.91	79.93	79.52	104.38	
07/03/2016	681.14	963.42	79.95	79.72	104.52	
08/03/2016	676.59	961.42	79.61	79.14	104	
09/03/2016	679.98	967.32	80.3	79.41	104.4	
10/03/2016	686.99	972.1	80.76	80.26	105.37	
11/03/2016	672.66	961.38	80.14	79.06	103.44	
14/03/2016	670.79	963.28	80.36	79.23	103.26	
15/03/2016	671.32	951.75	80.69	78.67	103.1	
16/03/2016	673.94	947.1	80.84	78.47	103.3	
17/03/2016	659.12	953.14	80.22	78.67	101.69	
18/03/2016	660.89	957.45	80.35	79.21	102.06	
21/03/2016	661.38	951.99	80.56	78.94	102.08	
22/03/2016	664.83	946.07	80.75	78.9	102.4	
23/03/2016	667.28	943.75	80.75	78.58	102.61	
29/03/2016	665.97	950.27	80.43	78.61	102.3	
30/03/2016	658.17	948.47	80.64	79.04	101.59	
31/03/2016	654.48	941.34	80.77	79.15	101.36	
01/04/2016	651.71	932.57	80.62	78.92	100.81	
04/04/2016	654.3	933.8	80.5	78.91	101.04	
05/04/2016	654.71	928.41	80.4	78.34	101.12	
06/04/2016	656.42	920.85	80.33	78.53	101.17	
07/04/2016	654.85	921.82	80.39	78.71	101.2	
08/04/2016	654.92	921.83	80.08	79.02	101.15	
11/04/2016	653.42	929.6	80.19	79.34	100.97	
12/04/2016	653.16	932.29	80.79	79.6	101.09	
13/04/2016	658.78	937.53	81.11	79.93	101.72	
14/04/2016	661.35	935.33	81.26	80.33	101.98	
15/04/2016	659.46	935.14	80.97	79.98	101.84	
18/04/2016	658.21	932.78	80.93	79.74	101.61	
19/04/2016	656.11	942.36	81.09	80.39	101.43	
20/04/2016	654.1	940.96	81.22	80.61	101.16	
21/04/2016	655.31	945.59	81.02	80.87	101.21	
25/04/2016	660.67	958.5	81.27	80.25	101.74	
26/04/2016	659.32	960.44	81.29	80.65	101.46	
27/04/2016	658.48	960.67	81.24	80.89	101.39	
28/04/2016	655.33	956.24	81.11	80.5	101.18	
29/04/2016	652.81	954.05	81.19	80.78	100.67	
02/05/2016	647.47	951	81.06	80.6	99.99	
03/05/2016	643.31	940.85	80.63	79.95	99.21	
04/05/2016	646.71	938.45	80.32	79.65	99.49	
09/05/2016	652.86	941.71	80.23	79.71	100.25	
10/05/2016	654.03	944.59	80.19	79.55	100.36	
11/05/2016	652.2	942.39	80.08	79.6	100.27	
12/05/2016	653.32	943.2	80.05	80.6	100.22	
13/05/2016	655.6	944.64	79.75	80.28	100.54	
17/05/2016	657.24	951.84	79.55	80.37	100.7	
18/05/2016	659.39	959.84	79.52	80.16	100.89	
19/05/2016	664.16	971.03	79.36	79.46	101.43	
20/05/2016	662.89	965.74	79.47	79.66	101.24	
23/05/2016	663.14	960.33	79.59	79.41	101.18	
24/05/2016	665.88	971.93	79.91	79.66	101.56	
25/05/2016	667.23	979.51	80.27	80.01	101.69	
26/05/2016	665.89	978.9	80.08	80.42	101.54	
27/05/2016	665.89	975.37	80.25	80.12	101.48	
30/05/2016	667.65	976.93	80.11	79.95	101.44	
31/05/2016	666.81	976.26	80.05	79.8	101.38	
01/06/2016	665.7	961.57	80.16	79.91	101.21	
02/06/2016	664.85	961.83	80.03	79.67	101.01	
03/06/2016	666.86	962.44	80.32	80.11	101.24	
06/06/2016	655.36	944.83	80.44	80.03	99.81	
07/06/2016	655.3	954.85	80.62	80.63	99.71	
08/06/2016	653.58	952.8	80.58	80.78	99.51	
09/06/2016	655.58	948.04	80.45	80.4	99.94	
10/06/2016	657.78	947.45	79.75	80.19	100.29	
13/06/2016	659.89	935.12	79.73	79.73	100.19	
14/06/2016	662.43	935.58	79.8	79.4	100.46	
15/06/2016	662.12	939.34	79.49	79.6	100.61	
16/06/2016	665.43	940.81	79.17	79.27	101.04	
17/06/2016	660.76	944.04	79.26	78.85	100.26	
20/06/2016	656.19	961.02	79.67	79.46	99.73	
21/06/2016	657.22	968.77	79.75	79.34	99.85	
22/06/2016	659.26	968.63	79.58	79.51	100.21	
23/06/2016	653.23	971.29	79.97	80	99.28	
24/06/2016	672.07	921	78.61	78.95	101.46	
27/06/2016	676.21	891.73	79.07	79.08	101.73	
28/06/2016	671.78	899.25	78.78	79.32	101.06	
29/06/2016	670.66	900.98	78.86	79.92	100.94	
30/06/2016	670.09	900.1	78.94	79.99	100.87	
01/07/2016	667.98	887.27	79.21	80	100.36	
04/07/2016	668.07	886.84	79.24	80.41	100.24	
05/07/2016	667.5	875.31	78.87	79.83	100.03	
06/07/2016	672.25	872.34	78.6	79.57	100.53	
07/07/2016	671.58	874.55	78.5	79.34	100.5	
08/07/2016	672.2	872.94	78.59	79.22	100.54	
11/07/2016	673.11	873.97	78.48	79.07	100.6	
12/07/2016	670.56	882.56	78.73	79.55	100.31	
13/07/2016	671.77	891.84	78.82	79.85	100.41	
14/07/2016	666.65	892.78	78.78	79.76	99.73	
15/07/2016	668.36	893.13	78.66	79.82	100.03	
18/07/2016	673	892.23	78.57	79.45	100.4	
19/07/2016	674.12	886.11	78.37	79.57	100.7	
20/07/2016	675.42	889.71	78.56	79.51	101.2	
21/07/2016	675.35	889.89	78.52	79.53	101.2	
22/07/2016	675.41	884.46	78.32	79.27	101.21	
25/07/2016	677.41	889.12	78.25	79.06	101.41	
26/07/2016	676.48	888.7	78.21	78.83	101.41	
27/07/2016	676.84	886.94	78	78.82	101.47	
28/07/2016	670.86	883.38	77.91	78.81	100.76	
29/07/2016	669.25	881.21	77.74	78.21	100.63	
01/08/2016	666.33	879.93	77.62	78.76	100.34	
02/08/2016	664.61	882.34	77.87	78.83	100.21	
03/08/2016	664.17	886.51	78.18	78.94	100.21	
04/08/2016	667.95	879.2	78.21	79.03	100.57	
05/08/2016	666.66	876.94	78.25	79.1	100.35	
08/08/2016	670.77	875.38	78.08	79.06	100.7	
09/08/2016	671.3	870.82	78.38	79.48	100.77	
10/08/2016	665.09	869.57	78.46	80.35	100.29	
11/08/2016	666.96	864.57	78.87	80.6	100.48	
12/08/2016	666.77	864.59	78.9	81.19	100.3	
15/08/2016	665.52	858.42	78.65	81.09	100.27	
16/08/2016	658.67	854.55	78.7	80.78	99.5	
17/08/2016	659.92	858.88	78.37	80.18	99.45	
18/08/2016	657.34	864.58	78.53	80.55	99.14	
19/08/2016	657.05	859.94	78.39	79.98	98.77	
22/08/2016	658.24	862.95	78.48	79.78	98.97	
23/08/2016	656.35	865.43	78.61	80.13	98.83	
24/08/2016	660.56	874.33	78.73	80.5	99.23	
25/08/2016	659.35	869.94	78.4	80.24	99.06	
26/08/2016	659.54	871.41	78.46	80.5	98.86	
29/08/2016	666.53	871.02	78.42	80.29	99.79	
30/08/2016	666.62	874.11	78.36	80.16	99.84	
