Date	USD	GBP	SEK	NOK	CNY	
31/08/2016	668.63	877.67	78.22	80.24	100.16	
01/09/2016	667.67	885.4	77.93	79.98	99.95	
02/09/2016	664.73	883.02	77.52	79.86	99.53	
05/09/2016	666.97	889.58	77.93	80.48	99.88	
06/09/2016	666.86	890.82	78.04	80.79	99.85	
07/09/2016	662.46	886.54	78.31	80.96	99.42	
08/09/2016	658.9	880.19	78.39	80.95	98.9	
09/09/2016	660.53	880.2	78.33	80.49	98.87	
12/09/2016	663.05	881.14	77.87	80.28	99.25	
13/09/2016	661.84	878.18	78.04	80.63	99.07	
14/09/2016	663.59	874.99	78.08	80.26	99.4	
15/09/2016	661.66	874	77.97	80.37	99.15	
16/09/2016	663.38	874.04	77.92	80.4	99.41	
19/09/2016	667.29	871.38	77.86	80.54	100.05	
20/09/2016	666.31	864.37	77.82	80.43	99.89	
21/09/2016	668.57	869.92	77.9	80.75	100.22	
22/09/2016	663.31	867.54	77.78	81.85	99.46	
23/09/2016	664.81	862.52	77.8	81.9	99.67	
26/09/2016	661.86	855.88	77.58	81.63	99.25	
27/09/2016	664	862.15	77.43	81.77	99.57	
28/09/2016	663.8	864.32	77.48	81.98	99.47	
29/09/2016	664.14	865.16	77.45	82.43	99.6	
30/09/2016	667.62	865.39	77.45	82.92	100.07	
03/10/2016	662.72	852.78	77.62	83.08	99.33	
04/10/2016	666.77	850.1	77.51	83.45	99.94	
05/10/2016	663.79	844.16	77.31	82.8	99.45	
06/10/2016	665.29	842.51	77.26	82.74	99.74	
07/10/2016	667.91	823.49	77.24	82.66	100.11	
10/10/2016	666.75	826.12	77.01	82.27	99.41	
11/10/2016	671.65	824.67	76.46	82.32	99.96	
12/10/2016	675.13	826.75	76.45	82.4	100.5	
13/10/2016	673.99	822.68	76.41	81.96	100.18	
14/10/2016	676.22	827.47	76.65	82.44	100.54	
17/10/2016	676.73	822.24	76.68	82.38	100.44	
18/10/2016	676.86	830.76	76.69	83.08	100.47	
19/10/2016	677.74	832.89	76.73	83.06	100.6	
20/10/2016	677.62	830.69	76.67	83.02	100.57	
21/10/2016	683.29	832.77	76.75	83.07	101.03	
24/10/2016	683.08	835.75	76.66	82.79	100.84	
25/10/2016	684.21	835.83	76.55	82.77	100.95	
26/10/2016	680.87	831.44	76.4	82.26	100.58	
27/10/2016	680.66	834.2	75.78	82.77	100.4	
28/10/2016	681.03	827.34	75.42	82.24	100.44	
31/10/2016	679.64	826.13	75.41	82.34	100.32	
01/11/2016	674.73	824.96	75.29	82.46	99.68	
02/11/2016	670.53	826.03	75.21	81.99	99.22	
03/11/2016	672.51	839.25	75.11	82.15	99.43	
04/11/2016	670.8	837.9	74.69	81.68	99.28	
07/11/2016	672.65	835.67	74.53	81.74	99.29	
08/11/2016	674.2	835.33	75.03	82	99.33	
09/11/2016	675.17	835.86	74.4	81.6	99.53	
10/11/2016	683.01	847.68	75.1	82.01	100.47	
11/11/2016	682.53	864.05	75.47	81.65	100.3	
14/11/2016	690.59	865.56	75.87	81.47	100.9	
15/11/2016	691.44	859.14	75.56	81.93	100.84	
16/11/2016	695.4	864.27	75.69	82.03	101.09	
17/11/2016	694.4	864.78	75.65	81.89	101.08	
18/11/2016	699.96	862.92	75.73	81.72	101.7	
21/11/2016	699.92	868	75.82	81.91	101.52	
22/11/2016	700.75	870.95	75.94	82.15	101.78	
23/11/2016	701.74	871.24	76.02	82.04	101.7	
24/11/2016	705.09	877.04	76.16	81.86	101.9	
25/11/2016	702.23	873.19	76.02	82.02	101.48	
28/11/2016	702.58	872.06	76.06	81.88	101.69	
29/11/2016	703.39	877.1	76.17	81.96	101.94	
30/11/2016	699.61	872.76	76.28	82.5	101.64	
01/12/2016	700.11	884.69	75.97	83.01	101.67	
02/12/2016	699.1	882.51	75.93	82.79	101.48	
05/12/2016	695.16	883.9	75.9	82.81	101	
06/12/2016	692.98	883.32	75.88	82.83	100.71	
07/12/2016	693.18	874.06	76.1	82.73	100.73	
08/12/2016	691.23	875.23	76.51	82.52	100.47	
09/12/2016	704.32	886.03	76.74	82.81	101.97	
12/12/2016	701.88	886.42	76.32	83.1	101.57	
13/12/2016	700.94	890.79	76.53	83.1	101.55	
14/12/2016	698.6	885.62	76.22	82.42	101.17	
15/12/2016	713.6	889.38	76.11	82.62	102.89	
16/12/2016	712.14	886.16	75.94	82.03	102.35	
19/12/2016	713.33	883.56	76.02	82.16	102.59	
20/12/2016	717.32	885.27	76.43	82.29	103.11	
21/12/2016	713.39	882.5	77.13	82.36	102.73	
22/12/2016	711.82	878.28	77.43	81.72	102.46	
23/12/2016	711.68	871.76	77.07	81.76	102.46	
27/12/2016	711.84	871.65	76.98	81.64	102.39	
28/12/2016	714.84	873.4	77.62	81.91	102.72	
29/12/2016	711.16	871.49	77.77	81.91	102.24	
30/12/2016	705.28	868.32	77.83	81.82	101.56	
02/01/2017	710.45	873.26	77.9	82.11	102.28	
03/01/2017	715.85	879.1	77.97	82.59	102.84	
04/01/2017	712.3	875.19	78.06	82.69	102.71	
05/01/2017	707.94	870.1	77.97	82.4	102.81	
06/01/2017	702.08	868.01	77.83	82.72	101.49	
09/01/2017	706.91	857.82	77.81	82.42	101.89	
10/01/2017	703.5	855.06	77.76	81.92	101.59	
11/01/2017	707.78	857.17	77.68	82.02	102.08	
12/01/2017	696.15	856.05	78.18	82.03	100.98	
13/01/2017	697.4	849.25	78.37	82.08	101.07	
16/01/2017	701.92	846.86	78.42	82.11	101.72	
17/01/2017	696.03	856.83	78.25	82.3	101.54	
18/01/2017	697.31	856.37	78.01	82.32	101.96	
19/01/2017	697.04	859.11	77.88	82.45	101.53	
20/01/2017	699.39	858.7	78.21	82.63	101.69	
23/01/2017	694	863.19	78.18	82.68	101.26	
24/01/2017	691.86	861.16	78.29	83.01	100.87	
25/01/2017	692.23	871.58	78.42	83.13	100.58	
26/01/2017	695.02	873.44	78.56	83.36	101	
27/01/2017	696.27	873.18	78.67	83.38	100.97	
30/01/2017	699.67	875.67	78.8	83.8	101.74	
31/01/2017	691.52	863.75	78.7	83.68	100.54	
01/02/2017	689.25	870.66	78.9	83.72	100.13	
02/02/2017	688.18	864.18	78.97	83.97	100	
03/02/2017	692.45	864.71	78.77	83.98	100.81	
06/02/2017	694.29	865.29	78.61	84.07	101.19	
07/02/2017	696.52	861.26	78.42	83.7	101.18	
08/02/2017	697.07	871.38	78.65	83.69	101.43	
09/02/2017	695.35	873.75	78.4	83.67	101.27	
10/02/2017	699.44	871.66	78.36	83.47	101.67	
13/02/2017	699.59	875.95	78.45	83.53	101.78	
14/02/2017	699.98	873.8	78.56	83.75	102	
15/02/2017	704.36	874.67	78.67	83.98	102.52	
16/02/2017	697.91	873.47	78.46	83.82	101.8	
17/02/2017	697.97	867.17	78.68	83.86	101.64	
20/02/2017	700.2	873.02	78.42	83.93	101.81	
21/02/2017	705.45	875.95	78.5	84.34	102.46	
22/02/2017	707.05	880.19	78.49	84.32	102.79	
23/02/2017	703.06	878.37	78.27	84.4	102.26	
24/02/2017	700.76	879.78	78.1	84.13	102.02	
27/02/2017	702.1	871.61	77.79	84.1	102.16	
28/02/2017	701.44	871.37	77.69	83.81	102.13	
01/03/2017	705.72	868.88	78.03	83.88	102.57	
02/03/2017	707.02	868.82	78.09	83.68	102.68	
03/03/2017	703.62	860.83	77.94	83.24	102.01	
06/03/2017	701.82	861.38	77.97	82.9	101.76	
07/03/2017	702.91	857.34	78.07	83.11	101.87	
08/03/2017	704.2	856.86	78.06	83.04	101.89	
09/03/2017	704.55	857.87	77.82	82.18	101.95	
10/03/2017	700.84	851.93	77.61	81.32	101.36	
13/03/2017	697.18	851.96	77.72	81.43	100.85	
14/03/2017	699.26	848.97	78.28	81.23	101.13	
15/03/2017	699.86	853.75	77.76	81.38	101.23	
16/03/2017	693.11	856.39	78.39	81.17	100.46	
17/03/2017	692.4	855.82	78.58	81.67	100.27	
20/03/2017	691.46	856.59	78.19	81.45	100.11	
21/03/2017	688.33	857.07	78.33	81.48	99.91	
22/03/2017	688.18	856.92	78.2	81.31	99.92	
23/03/2017	689.38	861.87	78.19	81.28	100.12	
24/03/2017	688.37	858.87	77.99	81.03	99.96	
27/03/2017	683.3	861.13	77.91	80.71	99.34	
28/03/2017	685.2	860.63	78.06	80.54	99.52	
29/03/2017	692.33	861.4	77.91	80.96	100.47	
30/03/2017	692.8	863.15	77.79	81.12	100.56	
31/03/2017	695.72	869.39	78.03	81.13	101	
03/04/2017	697.63	872.32	78.17	81.31	101.3	
04/04/2017	698.29	868.63	77.39	81.03	101.37	
05/04/2017	696.33	869.54	77.66	81.11	100.97	
06/04/2017	697.07	868.68	77.53	81.09	101.05	
07/04/2017	699.56	869	77.49	81.2	101.43	
10/04/2017	703	871.42	77.38	81.32	101.84	
11/04/2017	700.57	871.58	77.54	81.51	101.52	
12/04/2017	701.26	876.58	77.83	81.69	101.75	
18/04/2017	696.32	881.55	77.55	81.65	101.17	
19/04/2017	693.59	891.61	77.33	81.27	100.72	
20/04/2017	692.24	886.33	77.32	80.74	100.56	
21/04/2017	695.17	888.31	77.15	80.42	100.95	
24/04/2017	685.75	876.93	77.63	80.47	99.6	
25/04/2017	683.1	875.99	77.49	79.86	99.23	
26/04/2017	682.96	876.24	77.81	79.58	99.11	
27/04/2017	683.64	881.15	77.29	79.67	99.15	
28/04/2017	680.54	880.55	77.23	79.77	98.69	
01/05/2017						
02/05/2017	681.36	879.91	77.24	79.3	98.81	
03/05/2017	681.12	880.77	77.25	79.22	98.81	
04/05/2017	680.56	877.31	77.11	78.44	98.69	
05/05/2017	678.49	877.92	76.78	78.26	98.3	
08/05/2017	680.08	880.68	77.01	78.75	98.51	
09/05/2017	683.28	882.5	76.94	79.03	98.93	
10/05/2017	683.78	885.98	76.72	78.79	99.06	
11/05/2017	685.09	880.64	77.12	79.72	99.26	
15/05/2017	678.04	875.98	76.91	79.72	98.37	
16/05/2017	672.7	866.38	76.53	79.21	97.65	
17/05/2017	669.27	867.72	76.25	79.4	97.19	
18/05/2017	668.65	871.74	76.2	79.07	97.02	
19/05/2017	665.63	866.17	76.01	79.23	96.62	
22/05/2017	662.03	861.95	76.03	79.42	96.09	
23/05/2017	663.75	860.95	76.42	79.39	96.33	
24/05/2017	664.84	861.88	76.39	79.3	96.49	
29/05/2017	665.04	854.32	76.51	79.1	96.99	
30/05/2017	665.86	857.17	76.16	78.81	97.13	
31/05/2017	663.02	851.58	76.26	78.82	97.32	
01/06/2017	663.11	852.85	76.1	78.4	97.39	
02/06/2017	663.21	852.45	76.35	78.38	97.24	
06/06/2017	660.72	852.73	76.29	78.17	97.25	
07/06/2017	663.16	855.93	75.94	78.28	97.55	
08/06/2017	662.42	857.39	75.99	78.11	97.45	
09/06/2017	665.52	848.7	76.2	78.11	97.91	
12/06/2017	662.75	839.88	76.04	78.29	97.49	
13/06/2017	662.97	844.34	76.32	78.66	97.53	
14/06/2017	663.78	845.42	76.31	78.99	97.66	
15/06/2017	665.95	848.47	76.44	78.51	97.86	
16/06/2017	665.9	850.3	76.37	78.59	97.73	
19/06/2017	664.09	849.78	76.32	78.68	97.42	
20/06/2017	666.71	843.83	76.23	78.35	97.66	
21/06/2017	667.47	847.32	76.07	78.19	97.78	
22/06/2017	666.02	843.71	76.15	78.42	97.46	
23/06/2017	665.64	847.01	76.12	78.61	97.33	
26/06/2017	664.74	846.68	76.18	78.45	97.16	
27/06/2017	659.31	841.43	76.12	78.11	96.75	
28/06/2017	653.77	840.06	76.05	77.45	96.14	
29/06/2017	651.6	845.18	76.5	77.71	96.07	
30/06/2017	651.65	845.71	77.14	77.7	96.1	
03/07/2017	654.11	847.91	77.18	78.23	96.26	
04/07/2017	655.04	846.96	76.88	78.4	96.31	
05/07/2017	656.45	847.65	77.27	78.31	96.51	
06/07/2017	653.22	844.98	77.22	78.04	96.03	
07/07/2017	651.69	840.46	77.34	77.78	95.85	
10/07/2017	653.08	840.84	77.32	78.14	95.98	
11/07/2017	652.04	842.01	77.15	78.18	95.86	
12/07/2017	649.57	836.31	77.19	78.54	95.69	
13/07/2017	651.37	843.02	77.93	78.68	96.03	
14/07/2017	651.47	845.22	78.01	79.24	96.06	
17/07/2017	648.8	847.42	77.95	79.49	95.84	
18/07/2017	643.63	837.7	77.75	79.91	95.35	
19/07/2017	644.84	840.47	77.79	79.95	95.48	
20/07/2017	647.51	838.24	77.73	79.96	95.64	
21/07/2017	638.79	829.91	77.31	79.7	94.38	
24/07/2017	638.4	832.24	77.55	79.51	94.58	
25/07/2017	635.89	831.83	77.83	79.93	94.19	
26/07/2017	638.68	833.02	77.71	80.06	94.56	
27/07/2017	635.9	835.73	77.61	79.98	94.35	
28/07/2017	634.02	830.25	77.99	79.79	94.03	
31/07/2017	634.13	831.63	77.93	79.92	94.26	
01/08/2017	629.61	831.5	77.82	79.67	93.7	
02/08/2017	628.83	831.8	77.55	79.55	93.5	
03/08/2017	627.16	823.55	77.41	79.32	93.3	
04/08/2017	626.79	823.97	77.44	79.46	93.27	
07/08/2017	630.53	822.51	77.34	79.3	93.82	
08/08/2017	629.64	820.33	77.5	79.79	93.97	
09/08/2017	634.15	823.49	77.32	79.65	94.99	
10/08/2017	634	823.68	77.74	79.68	95.28	
11/08/2017	632.13	820.45	77.4	79.14	94.84	
14/08/2017	630.38	817.79	77.74	79.55	94.48	
15/08/2017	633.27	815.96	78.42	79.51	94.75	
16/08/2017	635.07	817.28	78.43	79.87	94.86	
17/08/2017	635.67	818.02	78.19	79.74	95.19	
18/08/2017	633.42	815.49	77.97	79.8	94.93	
21/08/2017	632.37	814.44	78.15	80.05	94.79	
22/08/2017	631.87	810.98	77.97	79.96	94.83	
23/08/2017	630.33	807.24	77.91	79.86	94.64	
24/08/2017	630.01	808.47	78.2	80.34	94.57	
25/08/2017	630.01	807.87	78.26	80.62	94.65	
28/08/2017	623.84	805.75	78.18	80.32	94.19	
29/08/2017	617.47	800.23	78.01	80.07	93.61	
30/08/2017	624.3	806.44	78.23	80.12	94.69	
31/08/2017	629.04	808.76	78.45	80.16	95.29	
01/09/2017	623.98	807.8	78.48	80.36	95.13	
04/09/2017	624.7	809.66	78.51	80.03	95.68	
05/09/2017	625.58	810.78	78.55	80.16	95.53	
06/09/2017	623.53	813.68	78.3	80.2	95.56	
07/09/2017	621.44	813.89	78.09	80.04	95.75	
08/09/2017	616.93	815.2	78	79.92	95.48	
11/09/2017	620.13	819.58	77.74	79.39	94.98	
12/09/2017	623.48	827.79	78.02	79.49	95.36	
13/09/2017	621.12	824.49	77.93	79.17	95.09	
14/09/2017	625.99	834.79	78.03	79.19	95.48	
15/09/2017	621.99	845.14	78.28	79.71	95.03	
18/09/2017	622.83	843.21	78.21	79.67	94.77	
19/09/2017	621.57	839.68	78.12	79.66	94.4	
20/09/2017	619.74	839.11	78.05	79.64	94.25	
21/09/2017	625.01	843.23	78.21	79.99	94.81	
22/09/2017	622.08	844.05	78.03	79.84	94.42	
25/09/2017	626.97	846.07	78.05	80.24	94.66	
26/09/2017	631.24	847.67	77.93	80.14	95.16	
27/09/2017	633.8	849.81	77.61	79.71	95.42	
28/09/2017	631.7	849	77.66	79.51	94.86	
29/09/2017	630.38	844.01	77.13	79.07	94.77	
02/10/2017	633.67	841.66	77.47	79.36	95.24	
03/10/2017	633.23	838.17	77.79	79.27	95.33	
04/10/2017	631.43	838.44	78	79.57	95.22	
05/10/2017	633.83	834.79	78.18	79.6	95.28	
06/10/2017	635.75	831.26	78	79.41	95.55	
09/10/2017	633.66	834.46	78.06	79.36	95.68	
10/10/2017	630.91	832.43	78.13	79.39	95.9	
11/10/2017	629.16	829.67	78.09	79.36	95.44	
12/10/2017	627.85	824.93	77.63	79.53	95.3	
13/10/2017	630.31	836.59	77.5	79.71	95.64	
16/10/2017	630.68	838.72	77.63	79.93	95.7	
17/10/2017	633.04	835	77.69	79.82	95.62	
18/10/2017	633.57	833.73	77.58	79.55	95.6	
19/10/2017	629.03	828.81	77.18	79.03	95.06	
20/10/2017	629.87	830.57	77.18	79.07	95.17	
23/10/2017	634.05	835.53	77.18	79.29	95.48	
24/10/2017	632.88	833.49	77.15	79.28	95.4	
25/10/2017	631.56	837.38	76.84	78.86	95.04	
26/10/2017	633.3	836.22	76.56	78.46	95.42	
27/10/2017	641.16	839.5	76.4	78.04	96.35	
30/10/2017	640.8	845.76	76.64	78.46	96.43	
31/10/2017	639.39	847.01	76.39	78.13	96.42	
01/11/2017	640.85	851.58	76.3	78.65	96.94	
02/11/2017	639.06	839.08	76.24	78.47	96.63	
03/11/2017	638.42	836.92	76.01	78.47	96.4	
06/11/2017	642.1	841.94	76.18	78.85	96.79	
07/11/2017	643.69	845.35	76.38	78.72	96.97	
08/11/2017	642.23	841.97	76.51	78.57	96.87	
09/11/2017	639.91	839.66	76.44	78.72	96.41	
10/11/2017	638.58	842.14	76.38	78.7	96.13	
13/11/2017	638.44	835.97	76.16	78.4	96.13	
14/11/2017	633.58	830.65	75.24	77.58	95.46	
15/11/2017	628.6	827.78	74.63	76.33	94.93	
16/11/2017	632.21	834.44	75.27	77.07	95.33	
17/11/2017	630.86	832.47	74.83	76.58	95.11	
20/11/2017	631.64	836.68	74.72	76.48	95.21	
21/11/2017	635.04	840.86	74.81	76.8	95.74	
22/11/2017	633.42	837.97	75.31	76.94	95.71	
23/11/2017	628.12	836.13	75.6	77.2	95.56	
24/11/2017	626.6	835.07	75.45	77.03	94.87	
27/11/2017	622.69	832.72	74.98	76.31	94.32	
28/11/2017	626.03	831.19	75.13	76.37	94.89	
29/11/2017	629.26	842.91	75.06	76.4	95.28	
30/11/2017	628.04	845.79	75.01	75.63	94.95	
01/12/2017	626.17	844.58	74.8	75.36	94.74	
04/12/2017	627.21	848.31	74.69	75.42	94.76	
05/12/2017	628.13	843.87	74.65	75.76	94.97	
06/12/2017	629.78	842.49	74.97	76.27	95.21	
07/12/2017	631.38	844.97	74.75	76.32	95.39	
08/12/2017	633.77	850.24	74.59	76.2	95.74	
11/12/2017	631	843.43	74.31	75.32	95.34	
12/12/2017	632.53	845.06	74.93	75.75	95.57	
13/12/2017	634.21	846.72	75.14	75.75	95.8	
14/12/2017	628.39	844.27	74.82	76.12	95.09	
15/12/2017	630.55	843.52	74.75	76.1	95.41	
18/12/2017	631.11	843.91	74.75	75.52	95.37	
19/12/2017	629.58	841.07	74.8	75.28	95.35	
20/12/2017	628.48	842.88	75.1	75.44	95.53	
21/12/2017	627.77	838.72	74.56	74.64	95.33	
22/12/2017	628.05	840.52	74.95	75.22	95.51	
27/12/2017	625.89	840.36	75.41	75.5	95.48	
28/12/2017	623.89	838.76	75.63	75.46	95.45	
29/12/2017	620.77	839.12	75.63	75.66	95.39	
02/01/2018	616.97	836.81	75.74	76.15	95.02	
03/01/2018	619.16	839.82	75.77	76.4	95.23	
04/01/2018	617.07	835.54	75.8	76.24	94.98	
05/01/2018	618.17	837.72	75.73	76.43	95.28	
08/01/2018	621.96	842.26	75.86	76.94	95.7	
09/01/2018	624.11	843.65	75.77	77	95.64	
10/01/2018	620.99	839.84	75.9	77.21	95.48	
11/01/2018	619.74	836.08	75.84	76.99	95.32	
12/01/2018	613.72	837.09	75.74	77.12	94.99	
15/01/2018	606.79	836.63	75.76	77.03	94.25	
16/01/2018	609.09	838.31	75.84	77.35	94.56	
17/01/2018	610.25	840.81	75.66	77.39	94.83	
18/01/2018	608.7	844.31	75.76	77.57	94.77	
19/01/2018	607.54	842.57	75.72	77.36	94.87	
22/01/2018	608.24	845.12	75.7	77.36	94.98	
23/01/2018	607.68	847.49	75.61	77.23	94.86	
24/01/2018	602.74	853.96	75.72	77.33	94.58	
25/01/2018	600.02	855.3	75.82	77.66	94.77	
26/01/2018	598.49	852.21	75.94	77.81	94.58	
29/01/2018	601.24	846.34	76.08	77.89	94.95	
30/01/2018	599.11	846.3	76.07	77.82	94.72	
31/01/2018	597.41	846.54	76.21	77.83	94.99	
01/02/2018	597.38	850.41	75.92	77.77	94.87	
02/02/2018	595.81	847.23	75.78	77.8	94.75	
05/02/2018	598.34	840.41	75.69	77.45	95.12	
06/02/2018	603.69	837.36	75.42	76.73	96.1	
07/02/2018	603.26	839.36	75.5	77.04	96.14	
08/02/2018	607.43	850.41	75.2	76.83	95.97	
09/02/2018	606.51	838.82	74.85	75.97	96.22	
12/02/2018	607.18	840.38	75.06	76.39	95.95	
13/02/2018	603.97	837.56	74.95	76.46	95.2	
14/02/2018	603.24	836.57	75.01	76.67	95.08	
15/02/2018	596.28	840.21	75.11	76.52	93.98	
16/02/2018	597.57	838.72	75.13	76.94	94.19	
19/02/2018	600.16	840.73	75.11	77.12	94.6	
20/02/2018	603.51	844.67	74.71	77.03	95.12	
21/02/2018	604.82	841.76	74.73	77.23	95.33	
22/02/2018	606.57	842.87	74.49	76.85	95.36	
23/02/2018	605.49	846.82	74.04	76.95	95.58	
26/02/2018	604.38	847.86	74.14	77.32	95.8	
27/02/2018	605.32	842.31	73.87	77.33	95.87	
28/02/2018	609.67	842.22	73.78	77.44	96.35	
01/03/2018	611.86	841.28	73.6	77.09	96.35	
02/03/2018	604.93	833.84	73.28	77.44	95.34	
05/03/2018	605.09	836.06	73.24	77.3	95.44	
06/03/2018	600.23	835.46	73.15	77.49	94.85	
07/03/2018	600	832.3	72.77	76.98	94.93	
08/03/2018	599.83	832.78	72.92	76.7	94.67	
09/03/2018	606.09	838.02	73.29	77.64	95.63	
12/03/2018	605.56	840.91	73.35	77.89	95.65	
13/03/2018	601.76	840.23	73.34	77.75	95.17	
14/03/2018	602.26	840.49	73.57	77.82	95.39	
15/03/2018	603.57	841.85	73.79	78.34	95.54	
16/03/2018	605.53	844.01	73.9	78.48	95.73	
19/03/2018	605.12	850.34	73.87	78.24	95.56	
20/03/2018	606.75	849.17	74.07	78.52	95.81	
21/03/2018	606.27	852.21	73.83	78.38	95.78	
22/03/2018	604.77	854.17	73.6	78.15	95.47	
23/03/2018	603.26	853.27	73.06	77.81	95.52	
26/03/2018	600.13	853.68	73.12	77.9	95.58	
27/03/2018	601.88	847.04	72.92	77.91	95.83	
28/03/2018	601.01	850.56	72.48	77.28	95.57	
03/04/2018	605.23	851.11	72.34	77.32	96.3	
04/04/2018	606.87	850.71	72.21	77.33	96.24	
05/04/2018	607.44	852.13	72.2	77.68	96.34	
06/04/2018	608.75	853.13	72.32	77.69	96.55	
09/04/2018	605.24	855.1	72.33	77.67	95.86	
10/04/2018	602.44	854.16	72.4	77.19	95.79	
11/04/2018	601.17	852.21	72.38	77.38	95.67	
12/04/2018	604.16	858.27	71.78	77.57	96.13	
13/04/2018	604.59	861.89	71.74	77.86	96.26	
16/04/2018	602.05	861.31	71.58	77.62	95.81	
17/04/2018	602.69	863.17	71.67	77.59	95.92	
18/04/2018	601.21	855.04	71.59	77.5	95.7	
19/04/2018	601.5	856.32	71.77	77.72	95.83	
20/04/2018	605.06	850.12	71.82	77.54	96.16	
23/04/2018	608.57	849.81	71.78	77.37	96.46	
24/04/2018	609.83	851.49	71.77	77.35	96.71	
25/04/2018	611.32	852.47	71.47	76.75	96.68	
26/04/2018	612.34	855.44	71.32	77.02	96.81	
30/04/2018	616.78	846.99	70.96	77.11	97.29	
01/05/2018						
02/05/2018	620.37	846.07	70.16	76.83	97.56	
03/05/2018	621.22	844.83	70.25	77.23	97.85	
04/05/2018	622.37	844.25	70.46	77.24	97.87	
07/05/2018	625.83	846.34	70.68	77.44	98.3	
08/05/2018	627.66	847.3	71.12	77.42	98.57	
09/05/2018	627.12	851.91	71.99	77.56	98.5	
14/05/2018	621.5	844.34	72.36	77.89	98.07	
15/05/2018	626.88	847.46	72.37	77.86	98.53	
16/05/2018	632.1	852.08	72.39	77.82	99.13	
17/05/2018	630.93	852.67	72.35	77.94	99.08	
18/05/2018	632.23	852.94	72.26	77.77	99.12	
22/05/2018	631.49	849.35	72.9	78.48	99.16	
23/05/2018	636.27	846.99	72.39	78.36	99.6	
24/05/2018	635.2	851.63	72.67	78.57	99.5	
25/05/2018	637.99	850.87	73.08	78.5	99.83	
28/05/2018	639.59	851.47	72.75	78.3	99.95	
29/05/2018	643.96	854.1	72.14	77.84	100.34	
30/05/2018	639.89	850.65	72.42	77.97	99.68	
31/05/2018	636.26	848.95	72.49	78.05	99.31	
01/06/2018	637.94	849.01	72.31	78.09	99.41	
04/06/2018	634.18	849	72.56	78.33	99.03	
06/06/2018	632.69	848.92	72.44	78.16	98.94	
07/06/2018	629.29	845.22	72.66	78.39	98.44	
08/06/2018	633.62	848.89	72.4	78.33	98.86	
11/06/2018	631.82	844.77	72.65	78.4	98.64	
12/06/2018	632.02	844.94	73.37	78.89	98.68	
13/06/2018	633.31	844.61	73.5	78.95	98.95	
14/06/2018	635.12	849.64	73.33	79.03	99.32	
15/06/2018	642.49	853.22	73.25	78.99	100.05	
18/06/2018	641.52	849.92	72.88	78.97	99.63	
19/06/2018	646.17	849.89	72.2	78.54	99.68	
20/06/2018	643.68	848.05	72.53	78.7	99.43	
21/06/2018	645.87	852.92	72.18	79.06	99.39	
22/06/2018	639.82	850.14	72.39	79.01	98.46	
25/06/2018	636.9	846.4	71.91	78.68	97.45	
26/06/2018	638.37	845.17	72.07	78.67	97.08	
27/06/2018	641.42	845.01	71.99	78.61	97.21	
28/06/2018	643.26	841.72	71.51	78.65	97.11	
29/06/2018	639.26	841.09	71.3	78.35	96.57	
02/07/2018	640.12	840.43	71.3	78.41	96.03	
03/07/2018	638.71	843.31	72.25	78.71	96.16	
04/07/2018	639.98	845.63	72.68	78.9	96.5	
05/07/2018	636.32	843.7	72.79	78.92	95.93	
06/07/2018	635.69	841.22	72.42	78.93	95.63	
09/07/2018	632.23	843.67	72.68	79.11	95.6	
10/07/2018	636.35	843.76	72.76	79.17	95.85	
11/07/2018	635.2	842.44	72.55	78.91	95.13	
12/07/2018	639.51	844.68	72.14	78.94	95.85	
13/07/2018	640.34	842.54	71.85	78.62	95.57	
16/07/2018	636.08	844.56	72.14	78.65	95.24	
17/07/2018	636.71	840.12	72.37	78.57	95.17	
18/07/2018	642.01	836.46	72.29	78.45	95.52	
19/07/2018	643.23	834.7	71.97	77.83	94.89	
20/07/2018	638.56	833.14	71.72	77.7	94.08	
23/07/2018	635.96	835.58	72	77.99	93.71	
24/07/2018	636.46	835.45	72.14	77.93	93.64	
25/07/2018	637.41	838.59	72.4	78.04	94.26	
26/07/2018	636.03	838.59	72.53	78.07	93.77	
27/07/2018	640.86	838.75	72.32	78.13	93.76	
30/07/2018	637.56	836.34	72.67	78.18	93.45	
31/07/2018	634.79	835	72.63	78.14	92.92	
01/08/2018	637.09	836.86	72.35	78.12	93.71	
02/08/2018	641.43	835.89	72.34	78.06	93.71	
03/08/2018	643.13	836.9	72.22	78.11	94.1	
06/08/2018	645.59	834.68	72.32	78.17	94.25	
07/08/2018	642.3	832.78	72.18	78.44	94.13	
08/08/2018	643.14	827.37	71.75	78.21	94.07	
09/08/2018	643.2	829.06	71.78	78.13	94.32	
10/08/2018	650.7	831.27	71.5	78.2	95	
13/08/2018	653.65	834.39	71.61	78.22	94.91	
14/08/2018	653.56	834.77	71.87	78.24	94.98	
15/08/2018	658.72	836.69	71.68	78.08	95.24	
16/08/2018	655.88	833.24	71.25	77.58	95.12	
17/08/2018	654.71	832.58	71.07	77.05	95.1	
20/08/2018	653.13	833.59	71.09	77.12	95.2	
21/08/2018	648.44	831.11	70.95	76.85	94.71	
22/08/2018	642.11	829.42	70.99	77.05	93.86	
23/08/2018	644.18	829.9	70.91	77.31	93.66	
24/08/2018	643.7	826.96	70.47	76.95	94.03	
27/08/2018	641.12	825.34	70.3	76.9	93.94	
28/08/2018	636.84	822.39	69.94	76.69	93.64	
29/08/2018	639.55	823.99	69.74	76.5	93.65	
