"Date","MaerskA","MaerskB","Ambu","Carlsberg","Coloplast","DanskeBank","DSV","FLSmidth","Genmab","GN","JyskeBank","Lundbeck","NovoNordisk","Novozymes","RoyalUnibrew","SimCorp","SydBank","Tryg","Vestas","WilliamDemant","C20index","SP500","TwoYearBond","TenYearBond","OilPrice","GoldFutures","USD","GBP","SEK","NOK","CNY"
2012-12-07,6714.33,7155.69,7.5,564.5,274,98.5,139,328.8,80.2,81.45,166.5,99.2,185.7,158.2,95,128.5,106.1,83.6,6,98.8,498.57,1418.07,-0.19,1.3,85.93,1704,5.78,9.25,0.87,1.02,0.93
2012-12-10,6710.86,7148.72,7.5,570.5,274,98,139,329.5,82.55,81.25,162.3,99.15,186,161.3,95,126.6,104.8,83.08,6.08,98.86,499.44,1418.55,-0.18,1.31,85.56,1713,5.77,9.27,0.86,1.02,0.92
2012-12-11,6738.59,7197.54,7.58,570.5,278,96.95,140.2,330.2,82,80.55,161.3,98.2,188,162.1,95.6,127.5,103.6,83.2,6.1,99.4,502.48,1427.84,-0.17,1.34,85.79,1708.2,5.74,9.24,0.86,1.02,0.92
2012-12-12,6818.32,7274.26,7.5,564,271.6,98.7,138.3,331.3,81.3,80.45,164.4,98.85,186.6,162.4,95.9,126.5,104.5,83.6,6.05,98.2,500.84,1428.48,-0.14,1.35,86.77,1716.6,5.72,9.24,0.86,1.02,0.92
2012-12-13,6807.92,7274.26,7.5,562,270.2,98.25,139.9,329.6,82.5,79.1,162.4,98.95,185.2,160.1,96,125.2,103.9,83,6.1,96.74,497.77,1419.45,-0.14,1.4,85.89,1695.6,5.71,9.21,0.86,1.02,0.91
2012-12-14,6898.05,7364.92,7.35,558.5,271.8,99.35,140.1,330.6,83.9,78.9,162.7,98.2,184.8,160,96.4,125.6,104.5,84.4,6.39,97.8,498.76,1413.58,-0.13,1.41,86.73,1695.8,5.7,9.19,0.85,1.01,0.91
2012-12-17,6856.45,7330.05,7.35,549.5,264.6,97.85,138.5,327.7,82.35,77.25,160.5,97.45,182.9,160,96.2,123.8,103.9,84.26,6.42,96.32,493.23,1430.36,-0.11,1.43,87.2,1697,5.67,9.19,0.85,1.01,0.91
2012-12-18,6960.44,7434.67,7.4,545.5,270.4,96.1,140,327,80.7,80.3,161.1,96.65,181.4,160,96.4,125,101.5,84.24,6.67,97.64,492.4,1446.79,-0.11,1.47,87.93,1669.5,5.66,9.18,0.85,1.01,0.91
2012-12-19,7043.63,7546.26,7.25,548,271.6,96.75,140.8,323,82,79.5,160.3,82.15,181.7,159.7,95.2,125.8,101,84.5,6.8,97.26,493.74,1435.81,-0.1,1.49,89.51,1666.5,5.61,9.14,0.86,1.01,0.9
2012-12-20,6995.1,7476.51,7.47,552.5,277.1,97.95,143.7,328.4,80,81.25,160.1,82.25,181.2,160.5,96.4,127,99.95,85,7.17,98.08,495.72,1443.69,-0.09,1.48,90.13,1644.9,5.63,9.16,0.86,1.01,0.9
2012-12-21,6988.17,7469.54,7.75,550,278,96.4,144,328,80.6,81.25,159.2,81.65,183.2,159.1,97.1,127.5,100.1,85.26,7.14,97.36,496.97,1430.15,-0.1,1.44,88.66,1659.1,5.65,9.16,0.87,1.02,0.91
2012-12-27,7029.77,7511.38,7.75,552,277,96.55,145.4,330.8,78.95,81.45,158.9,82,183.4,160,97.6,127,100.1,85.9,6.82,97,497.93,1418.1,-0.1,1.38,90.87,1662.6,5.62,9.1,0.86,1.01,0.9
2012-12-28,6939.64,7427.69,7.95,554,276.5,95.65,145.7,327.2,77.8,81.8,157.1,82.9,183.3,159.2,98.4,126.4,99.7,85.3,6.37,96.78,496.16,1402.43,-0.12,1.38,90.8,1654.9,5.66,9.13,0.87,1.02,0.91
2013-01-02,7251.61,7755.49,7.95,561,278,97.7,148.3,335.6,78.45,82.5,162.5,83.5,186.7,161.6,99.4,128,101.7,86.2,6.8,97.56,506.42,1462.42,0.16,1.5,93.12,1687.9,5.63,9.16,0.87,1.02,0.9
2013-01-03,7327.87,7811.28,7.9,558,278.5,98.4,146.9,334,78.95,82,163.2,83.9,187.6,163.3,98.4,128,102.9,87.54,6.84,98,508.41,1459.37,0.2,1.54,92.92,1673.7,5.69,9.2,0.87,1.02,0.91
2013-01-04,7320.94,7790.36,7.97,565,283.2,99.65,146.5,334.4,78.5,82.15,165.6,86.1,190.1,162.8,98.2,127.5,103,88.24,6.87,98.68,513.09,1466.47,0.24,1.61,93.09,1648.1,5.73,9.18,0.87,1.02,0.92
2013-01-07,7355.6,7839.18,7.97,569,283.5,101.7,147,337.5,81,81.8,169.2,87.4,189.2,162,98.3,127.5,105.4,87.86,7.34,98,513.85,1461.89,0.24,1.58,93.19,1645.5,5.72,9.19,0.88,1.02,0.92
2013-01-08,7307.08,7755.49,7.95,573,287.5,103.4,145.5,333.2,80.45,81.8,170,88,192,162.8,98.2,126,105.1,88.62,7.09,97.44,517.98,1457.15,0.22,1.55,93.15,1661.5,5.7,9.16,0.87,1.02,0.92
2013-01-09,7445.73,7888,7.95,569,285.5,106.5,145.3,335.5,80.9,82.1,170,88.95,192.6,162.4,98.7,126,105.1,87.96,7.34,97.72,521.07,1461.02,0.2,1.54,93.1,1654.8,5.71,9.15,0.87,1.02,0.92
2013-01-10,7577.45,8041.43,7.95,566.5,288,107.8,144.5,342,83.05,84.45,173.8,89.95,191.7,162.5,99,127.3,106.5,86.8,7.93,98.86,522.47,1472.12,0.27,1.63,93.82,1677.3,5.69,9.13,0.87,1.02,0.91
2013-01-11,7570.52,8006.56,7.97,564.5,283.9,106.2,144,346.9,83.2,83.8,174.5,90.4,193.7,158.7,99.5,127.1,107,86,8.35,97.92,523.48,1472.05,0.31,1.66,93.56,1660,5.62,9.06,0.87,1.02,0.9
2013-01-14,7584.38,8027.49,8,554,284.4,106,142.9,340.4,84.3,83.5,176.5,90,193.7,158.2,100.6,126.5,107.9,85.9,7.59,97.64,522.1,1470.68,0.31,1.62,94.14,1668.9,5.59,8.98,0.87,1.01,0.9
2013-01-15,7556.65,8006.56,7.97,563.5,286,108.6,143.4,337.3,84.2,83.5,176.9,89,196.1,159.4,100.6,125.5,107.8,86,7.69,97.88,526.43,1472.34,0.32,1.58,93.28,1683.4,5.6,8.99,0.86,1.01,0.9
2013-01-16,7535.85,7971.69,7.9,578,289.4,107.6,142.9,341.5,87.45,84.4,178.9,89,198.1,160,101.4,126,107.9,85.06,7.66,96.1,529.22,1472.63,0.31,1.58,94.24,1682.7,5.62,8.99,0.86,1.01,0.9
2013-01-17,7577.45,8006.56,7.97,575.5,289.9,107.4,144,349,90.3,87.9,179.1,88.5,198.8,160.7,103,126.8,107.7,85.2,7.63,95.8,531.43,1480.94,0.41,1.65,95.49,1690.4,5.58,8.95,0.86,1.01,0.9
2013-01-18,7632.91,8090.26,7.95,574.5,291.1,109,146.3,348.1,89.95,88,180.7,88,196.5,160.8,103.6,125.9,108.6,84.72,7.75,95.92,530.26,1485.98,0.4,1.63,95.56,1686.6,5.6,8.91,0.86,1,0.9
2013-01-21,7778.5,8236.72,7.9,573,289.8,108.2,147.6,354,95.1,88,182.2,88,198,172,103.6,126,109,84.72,7.66,96.16,534.77,,0.45,1.68,,,5.6,8.9,0.86,1,0.9
2013-01-22,7688.37,8153.02,7.95,569.5,288.7,107.4,147.2,354.5,96.9,87.6,181,87.55,199.1,175.8,102.8,125.8,108.9,84.7,7.73,97.62,535.31,1492.56,0.43,1.66,96.24,1692.8,5.6,8.89,0.86,1,0.9
2013-01-23,7591.32,8034.46,7.97,576,287.6,104.4,147.2,352.2,101.8,89.2,180,87.5,202.4,179.2,100,126.9,107.8,83.22,7.83,99.26,537.92,1494.81,0.4,1.63,95.23,1686.3,5.6,8.88,0.86,1.01,0.9
2013-01-24,7501.19,7943.79,7.85,581,287.9,106,146.8,354.2,100.6,89.4,179.6,86.6,201.4,178.5,101.2,126.9,109.5,83.54,7.54,97.62,536.63,1494.82,0.42,1.65,95.95,1669.5,5.59,8.84,0.86,1.01,0.9
2013-01-25,7591.32,8034.46,8,598.5,289.2,106.7,146.5,356.8,103.6,90.05,178.7,87.2,203.2,179,103.2,127.8,108.6,83.78,7.7,98.22,541.83,1502.96,0.53,1.72,95.88,1656.4,5.54,8.77,0.86,1.01,0.89
2013-01-28,7563.59,7985.64,7.95,590.5,292,105.8,145,351,100.8,90,180.1,86.2,202,180.4,102.8,128.5,109,84.64,7.66,96.78,539.03,1500.18,0.58,1.77,96.44,1652.4,5.55,8.73,0.86,1,0.89
2013-01-29,7487.33,7901.95,7.88,592.5,292.6,105.5,144.2,357.3,98.65,89.75,178.8,87.05,202.8,180.2,101.6,128.3,107.5,85.3,7.5,96.86,539.49,1507.84,0.56,1.78,97.57,1660.7,5.55,8.74,0.87,1.01,0.89
2013-01-30,7424.93,7860.1,7.95,594,281.3,107,143.8,351,99.3,90,180.3,87.95,204.2,180.5,101.2,130.5,108.6,87.16,7.25,97.36,541.05,1501.96,0.58,1.81,97.94,1679.9,5.51,8.69,0.87,1,0.89
2013-01-31,7203.08,7650.87,7.85,588,290,105.4,141,341.1,98,89.55,179,86.9,202.2,180.4,102,131.5,108.4,86.5,6.64,96.38,535.73,1498.11,0.56,1.79,97.49,1660.6,5.51,8.71,0.86,1,0.89
2013-02-01,7348.67,7811.28,7.95,597.5,288.9,107.2,142.9,345.5,96.8,90.95,180.7,89.6,208.2,186,102,135.5,108.2,87.48,6.88,97.44,547.66,1513.17,0.54,1.78,97.77,1669.4,5.47,8.66,0.87,1,0.88
2013-02-04,7272.41,7720.61,8,592,289.5,105.6,140,334.3,97.2,91,177.2,89.15,210.2,187.9,101,135.8,107.8,86.26,6.87,97.68,547.74,1495.71,0.5,1.74,96.17,1675.3,5.5,8.66,0.87,1,0.88
2013-02-05,7334.81,7741.54,8.03,592.5,291.1,107.2,141.5,338.9,96.7,91.3,178.1,88.6,212.2,191.8,100.6,135,109.1,87.16,6.79,98.86,552.39,1511.29,0.53,1.8,96.64,1672.4,5.51,8.67,0.87,1.01,0.88
2013-02-06,7265.48,7685.74,8.05,589.5,289.4,104.5,139,335.3,94.7,91.25,175,89.65,213.2,193.5,102.2,134.5,107.8,87.3,7.34,98.56,551.7,1512.12,0.51,1.77,96.62,1677.7,5.52,8.64,0.87,1,0.89
2013-02-07,7307.08,7755.49,7.97,592,290.5,107.7,138.9,338,93.85,91.1,174,89.75,213,190.7,102.6,135.7,106.9,90.2,8.1,98.22,553.46,1509.39,0.47,1.75,95.83,1670.4,5.51,8.65,0.86,1,0.88
2013-02-08,7369.47,7776.41,7.97,592,289.6,110.2,139,340.3,94.7,90.5,178.8,90,214,196.1,101,134.5,107.9,89.6,8.04,97.6,556.88,1517.93,0.47,1.76,95.72,1666,5.58,8.81,0.87,1.01,0.89
2013-02-11,7314.01,7734.56,8.03,591,287,107.4,137.5,348.6,95.55,89.85,177.3,90.15,185.7,193.2,101.4,135.8,107.8,89,7.76,96.62,520.37,1517.01,0.48,1.77,97.03,1648.2,5.57,8.74,0.87,1.01,0.89
2013-02-12,7341.74,7748.51,8,586,293.8,107.1,140.1,361.5,99.25,90.85,176.5,90.25,186.4,191.8,102,141,107.8,89.26,8.03,99.08,522.44,1519.43,0.5,1.8,97.51,1648.7,5.55,8.66,0.87,1.01,0.89
2013-02-13,7362.54,7741.54,8,590.5,295.5,106.8,142.5,385.2,97.55,91.3,178,91.9,188.6,192.1,102.8,138.8,108.6,89.38,8.12,100,527.35,1520.33,0.54,1.83,97.01,1644.2,5.54,8.62,0.88,1.01,0.89
2013-02-14,7376.4,7776.41,8.07,592.5,291.3,107.4,143.1,389.2,97.5,90.5,178.5,91.5,191.8,191,103,139.6,108.4,89.2,8.03,98.86,531.54,1521.38,0.48,1.8,97.31,1634.7,5.6,8.68,0.88,1.01,0.9
2013-02-15,7355.6,7776.41,8.25,602.5,292,108.3,142.9,387.4,102,90.3,178.5,92.65,191.2,192,103,141.5,108.2,89.42,8.04,97.98,531.89,1519.79,0.49,1.81,95.86,1608.8,5.6,8.67,0.88,1.01,0.9
2013-02-18,7369.47,7769.43,8.45,567.5,290,107.6,141.9,385,103.9,89.8,178.8,93,191.7,187,102.6,140.2,108.7,89.1,8.07,97,528.85,,0.47,1.78,,,5.59,8.65,0.88,1.01,0.89
2013-02-19,7570.52,7957.74,8.53,567,297.3,108.5,142.9,395.5,106.2,91.55,181.5,93.85,192.8,190.3,102.6,141,109.7,89.6,8,97.8,534.17,1530.94,0.48,1.78,96.66,1603.6,5.59,8.64,0.88,1.01,0.89
2013-02-20,7577.45,7985.64,8.5,580,297.4,109,140,397,108,91.75,181.5,94.05,196.3,190.9,103.6,142,112.5,89.74,8.4,97.5,540.3,1511.95,0.49,1.82,94.46,1577.6,5.58,8.54,0.88,1.01,0.89
2013-02-21,7508.12,7846.15,8.55,579,295.1,106.1,137.8,386.8,105.7,99.6,180,93.5,195.1,189.9,102,141,114.7,89.52,7.98,97.32,536.13,1502.42,0.43,1.74,92.84,1578.2,5.66,8.63,0.88,1,0.91
2013-02-22,7383.34,7755.49,8.9,591.5,297.2,107.8,140.2,392.5,103.7,100.9,181.8,94.35,195.8,193.4,103,140.1,113.7,90.34,8.15,96.76,539.49,1515.6,0.39,1.73,93.13,1572.4,5.66,8.65,0.88,1,0.91
2013-02-25,7563.59,7936.82,8.85,589,294.7,107.2,139.5,388.8,102.8,104.5,186,95.75,198,195.4,103.6,141,115,89.82,8.25,96.4,543.41,1487.85,0.38,1.73,93.11,1586.2,5.61,8.49,0.88,1,0.9
2013-02-26,7542.79,7915.9,8.88,583.5,297.6,105.4,140.3,388.6,100.9,101.8,187.6,94.95,200.4,196.4,102,140.1,115,89.22,8.04,90.98,544.78,1496.94,0.29,1.63,92.63,1615.2,5.7,8.64,0.88,1,0.92
2013-02-27,7556.65,7915.9,8.85,578.5,294.6,106.1,140.6,389.2,100.7,102.4,187,94.5,198.4,198.6,104.2,139.4,114.9,89.54,8.1,90.1,543.04,1515.99,0.3,1.6,92.76,1595.2,5.69,8.63,0.88,1,0.91
2013-02-28,7619.05,7964.72,8.9,587,297.9,106.3,140.3,390,102.9,102.2,189.9,96.85,199.5,199.1,105.4,146.8,115.9,92.06,8.16,91.32,546.55,1514.68,0.28,1.6,92.05,1577.7,5.68,8.64,0.88,1,0.91
2013-03-01,7452.66,7846.15,8.9,588,297.7,108.1,139.5,384.9,104.8,105,188.7,99.95,201.6,198,106.4,146.6,116.7,92.2,8.2,91.88,549.11,1518.2,0.25,1.58,90.68,1571.9,5.74,8.62,0.89,1,0.92
2013-03-04,7480.39,7846.15,9.2,594.5,302.1,108.9,140.6,375.3,104.4,104.2,191.1,99.75,206.6,199.4,107.2,145.2,117.8,92.38,8.04,91.66,556.56,1525.2,0.26,1.58,90.12,1572.1,5.73,8.63,0.89,1,0.92
2013-03-05,7605.18,7999.59,9.15,595,306.2,111.3,143.4,375,103,105.9,195.5,100.4,207.8,200.3,109,146.4,119.7,93.32,8.09,92.7,562.55,1539.79,0.28,1.61,90.82,1574.6,5.72,8.67,0.89,1,0.92
2013-03-06,7646.78,8034.46,9,592.5,306.1,106.1,142.3,375.7,101.5,105.5,194.3,100.4,205.4,203,108.6,147.5,118.3,93.98,8.18,93.1,557.76,1541.46,0.27,1.62,90.43,1574.6,5.72,8.63,0.9,1,0.92
2013-03-07,7556.65,7978.67,8.95,590,309.9,108,141.4,373.6,101.9,106.5,194.4,100.9,200.4,202.9,105.2,148.6,119,94.04,8.22,95.74,552.03,1544.26,0.32,1.67,91.56,1574.8,5.73,8.62,0.9,1.01,0.92
2013-03-08,7591.32,7985.64,9.45,594,311,109.3,143.5,378.1,117.1,104.3,198.5,100.8,199.6,202.3,105.8,153,121,95.18,8.63,95.58,552.76,1551.18,0.31,1.69,91.95,1576.6,5.7,8.56,0.9,1,0.92
2013-03-11,7591.32,7978.67,9.65,589,313.5,108.4,143.4,375.6,118.9,104.3,199.4,101.7,201.6,201.9,105.4,155,121.5,94.96,9.05,96,554.94,1556.22,0.31,1.68,92.06,1577.8,5.74,8.54,0.9,1,0.92
2013-03-12,7612.11,8020.51,9.6,590,312,109.8,144.6,374.3,118.6,106.5,200.6,101,199.9,201.8,103,155,121.6,95.36,9.34,96.1,554.46,1552.48,0.28,1.66,92.54,1591.5,5.71,8.51,0.9,1,0.92
2013-03-13,7584.38,7978.67,9.35,588.5,314.6,109.7,142.5,370.4,123.9,106.9,199,102.4,201.4,200.9,102,155.5,121.4,95.56,9.32,96.3,555.82,1554.52,0.28,1.66,92.52,1588.3,5.74,8.59,0.9,1,0.92
2013-03-14,7653.71,8034.46,9.5,593,315.3,109.7,143.6,370.4,122.4,107.3,201.7,102.3,199.3,201.5,104,156.1,122.2,95.8,9.29,96.8,554.81,1563.23,0.28,1.66,93.03,1590.6,5.76,8.61,0.89,0.99,0.93
2013-03-15,7688.37,8118.15,9.43,590,316.7,109.1,145,366.7,123.1,107.3,205.3,103.6,199.8,200.8,105,156,122.4,95.56,9.25,96.98,554.75,1560.7,0.25,1.64,93.45,1592.5,5.7,8.63,0.89,0.99,0.92
2013-03-18,7674.51,8090.26,9.55,586,320.6,107.2,144.6,362,120,105.3,200.6,102.3,192,201.5,105,157.3,120.8,94.5,9.33,96.36,543.7,1552.1,0.22,1.58,93.74,1604.6,5.77,8.71,0.89,0.99,0.93
2013-03-19,7702.24,8083.28,9.88,585.5,321.1,105.6,144.1,358.8,120.3,106.5,200.7,102,193,205.1,104.2,158.6,120,94.98,9.25,95.52,544.66,1548.34,0.19,1.54,92.16,1611.3,5.76,8.71,0.89,0.99,0.93
2013-03-20,7750.77,8146.05,10.2,587.5,320.9,105.9,144.1,360.1,127,105.1,201.5,103.3,190.3,202.4,104.2,159,120.2,94.74,9.38,96.14,541.85,1558.71,0.22,1.57,92.96,1607.5,5.76,8.72,0.89,0.99,0.93
2013-03-21,7743.84,8139.08,10.4,576,319,105.8,143.6,355.2,128.3,105,202.2,101.8,187.4,202.3,103.6,158.5,120.4,94.4,9.44,97.34,537.06,1545.8,0.21,1.56,92.45,1613.8,5.77,8.75,0.89,0.99,0.93
2013-03-22,7723.04,8090.26,10.2,571.5,322.1,107.4,141.7,350.2,129,103.7,199.9,99.9,185.5,200.3,103,153.7,119.9,94,9.54,97.6,534.24,1556.89,0.22,1.57,93.71,1606.2,5.76,8.74,0.88,0.99,0.93
2013-03-25,7660.64,8041.43,9.95,564,323.6,106.3,142.2,350,133,104.5,201,99.15,187.8,202.1,102.8,154.9,119.9,94,9.48,98,536.21,1551.69,0.19,1.54,94.81,1604.6,5.76,8.75,0.88,0.99,0.93
2013-03-26,7674.51,8006.56,9.78,573,321,105.4,141.5,355.1,134,105.5,199.5,108,189.8,198.4,103.8,154.4,119.5,94.2,9.47,97.8,538.77,1563.77,0.19,1.54,96.34,1595.8,5.79,8.78,0.89,0.99,0.93
2013-03-27,7535.85,7915.9,10.1,566,312.9,104,140.5,352.1,134.5,103.5,198,107.1,189,197.2,103.2,156,119.1,93.88,9.3,97.46,534.47,1562.85,0.14,1.48,96.58,1606.2,5.84,8.82,0.9,1,0.94
2013-04-02,7501.19,7867.08,10.2,571,326.9,104.1,143.2,351.6,139.5,107,199.3,109.3,190.6,204,104,156.9,121.9,94.76,8.9,99.7,540.62,1570.25,0.17,1.5,97.19,1575.1,5.81,8.8,0.9,1,0.94
2013-04-03,7480.39,7867.08,10.2,566,327.5,106.1,143.3,348,144,106.9,200,109.7,193,204.5,104.2,157.2,121.4,94.44,8.82,100.8,543.5,1553.69,0.16,1.48,94.45,1552.8,5.81,8.79,0.9,1,0.94
2013-04-04,7341.74,7706.67,10.07,562.5,319.3,104.3,141.7,346,141.8,107.5,197,111,190.3,202,102.8,154.5,118.7,94.02,8.68,98.4,535.6,1559.98,0.14,1.44,93.26,1551.8,5.81,8.8,0.89,1,0.94
2013-04-05,7210.02,7553.23,9.85,548.5,317.4,104.1,137,347.1,138.4,107.2,196.4,111.5,187,196.7,100,151.5,117.8,92,8.39,95.92,527.08,1553.28,0.15,1.4,92.7,1575.4,5.76,8.78,0.89,1,0.93
2013-04-08,7189.22,7539.28,9.6,560.5,321.5,103.2,136.8,338,139.7,108.3,196.6,113,190.9,198.3,101,154.5,117.6,92.42,9.04,96.2,532.91,1563.07,0.17,1.43,93.36,1572,5.72,8.76,0.89,1,0.92
2013-04-09,7175.35,7525.33,9.4,567,317.2,103.6,137.9,336,146,107.6,200.4,113.9,190.1,198.8,99.8,155.7,117.3,92.8,8.92,94.8,532.32,1568.61,0.18,1.44,94.2,1586.2,5.72,8.75,0.89,1,0.92
2013-04-10,7279.34,7643.9,9.4,577.5,319.5,107,140.9,341,148.4,109.3,206.3,114,189.5,201,100.8,156.6,120.3,95.4,9.46,95,537.44,1587.73,0.21,1.48,94.64,1558.3,5.7,8.72,0.89,0.99,0.92
2013-04-11,7300.14,7629.95,9.55,576.5,321.7,108.4,140.7,337.5,154.4,110,212.8,114.5,192,204.5,100.6,161,122.2,97,9.37,94.1,541.45,1593.37,0.19,1.49,93.51,1564.3,5.68,8.75,0.9,1,0.92
2013-04-12,6939.64,7281.23,9.6,568,322.1,106.4,138.2,332.3,152.9,109.5,211.3,114.9,190.8,203.7,101.2,160.8,121.4,96.36,9.57,93.52,535.48,1588.85,0.17,1.44,91.29,1501,5.71,8.77,0.89,1,0.92
2013-04-15,6759.39,7085.95,9.68,560,323,104.4,136.1,323.9,156.5,110,210.9,115,192.9,201.9,100,159.2,121.5,96.52,9.3,93.6,534.42,1552.36,0.16,1.43,88.71,1360.6,5.7,8.74,0.89,0.99,0.92
2013-04-16,6835.65,7141.74,9.6,559,315.6,104.1,135.6,325.3,155.6,109.1,210.7,113.7,191,199.2,99.2,157,120.4,95.34,9.18,92.26,530.71,1574.57,0.19,1.45,88.72,1386.8,5.68,8.7,0.89,0.99,0.92
2013-04-17,6655.4,6967.38,9.25,545,303,102.2,132.5,321,147.5,107.8,206.9,109.3,190,203,98.4,154.6,119.2,95.32,8.73,90.5,524.52,1552.01,0.17,1.39,86.68,1382.2,5.68,8.66,0.88,0.99,0.92
2013-04-18,6700.46,7030.15,9.53,541,300.5,101.7,132.4,320.3,148,109.3,206.3,112.3,189.8,200.1,98.8,154,119.4,96.18,8.52,89.92,523.21,1541.61,0.14,1.39,87.73,1392,5.72,8.72,0.88,0.98,0.92
2013-04-19,6742.06,7058.05,9.53,546.5,294,102.8,134.7,324.9,147.4,107,209.2,108.5,189.7,207.2,100.6,154,123,91.12,8.82,90.02,524.88,1555.25,0.16,1.41,88.01,1395.3,5.68,8.73,0.88,0.98,0.92
2013-04-22,6828.72,7127.79,9.68,540.5,287.9,102.5,136,317,147.5,104.9,211.8,109.4,189.8,206.5,100.4,153.9,123,91.72,8.95,89.2,524.65,1562.5,0.14,1.39,88.76,1421,5.72,8.71,0.88,0.98,0.92
2013-04-23,7002.04,7364.92,9.7,541.5,295.2,105.2,137.4,327,148,105,217.1,112.3,190.5,207.2,102.2,154,127.4,93.98,9.3,90.5,530.56,1578.78,0.16,1.4,89.18,1408.6,5.74,8.75,0.87,0.97,0.93
2013-04-24,6925.78,7302.15,9.75,525,296.5,107.3,137.8,330.6,148.3,102.6,215.7,112.8,195.7,205.5,102,155.7,126.6,94.34,9.35,90.46,536.14,1578.79,0.14,1.38,91.43,1423.4,5.73,8.75,0.87,0.97,0.93
2013-04-25,6953.51,7295.18,9.8,525,293.4,107.8,141.5,334,148.2,104,216.2,114.1,196.5,200.3,101.4,156,126.8,94.74,9.57,91.4,537.94,1585.16,0.12,1.37,93.64,1461.8,5.7,8.82,0.87,0.97,0.92
2013-04-29,6724.73,7092.92,10.1,516,296.1,108.7,141.6,330,149.2,104,224.5,113.5,198.3,199.2,106,158.4,130.6,94.6,9.78,91.58,538.93,1593.61,0.11,1.33,94.5,1467.4,5.69,8.83,0.87,0.98,0.92
2013-04-30,6707.4,7023.18,10,525.5,308,107,142.5,329.3,147.6,103.4,220.3,113.2,198.6,195.5,102.6,165.5,129,98.04,9.81,90.6,539.28,1597.57,0.11,1.32,93.46,1472.2,5.7,8.83,0.87,0.98,0.93
2013-05-01,6672.73,7009.23,9.93,533,303.4,109,140.4,331.7,144.5,102.9,225.5,113,195.2,197.8,103.8,167.4,128.3,98.32,9.95,91.38,536.69,1582.7,0.11,1.34,91.03,1446.3,5.64,8.78,0.87,0.98,0.91
2013-05-02,6742.06,7078.97,9.9,542.5,312.6,103.1,138.7,333.5,157,105.3,221,111.4,196.9,197,104.2,165.3,124.6,98.66,10,89.98,538.01,1597.59,0.07,1.29,93.99,1467.7,5.65,8.81,0.87,0.98,0.92
2013-05-03,6908.44,7288.2,9.45,543.5,314.6,102.7,137,339.9,155.7,110.6,230.1,113.4,195.4,197.5,105.4,163,122.4,98.82,10.08,90.46,538.96,1614.42,0.1,1.36,95.61,1464.3,5.68,8.84,0.87,0.98,0.92
2013-05-06,6839.12,7225.43,9.4,547.5,313.4,101.8,135,336.7,154.7,109.1,231.5,111.9,198,198.2,105.6,163,122.9,99.66,10.61,91.4,541.94,1617.5,0.1,1.36,96.16,1468.1,5.69,8.84,0.87,0.98,0.92
2013-05-07,6863.38,7253.33,9.32,556.5,315.1,103.6,137.1,331.3,154.6,109.8,232.4,111,196.4,198.5,105.4,164,122.6,99.38,10.58,94.98,542.22,1625.96,0.14,1.42,95.62,1449,5.69,8.83,0.87,0.98,0.92
2013-05-08,6877.25,7239.38,9.5,581,322.1,104.4,140,336.2,160.9,110.5,234.5,111.4,195.9,200.3,106,168.3,124.7,99.3,11.97,96.14,546.03,1632.69,0.14,1.38,96.62,1473.9,5.67,8.8,0.87,0.98,0.92
2013-05-13,6794.06,7169.64,9.47,574.5,327.9,103.3,139.8,337,162.2,115.5,234.9,112.3,199.2,201,108.6,169,125.7,100.1,13.26,97.88,550.66,1633.77,0.15,1.47,95.17,1434.5,5.75,8.83,0.87,0.99,0.93
2013-05-14,6807.92,7183.59,9.5,579,330.1,103.5,140.6,335,164.9,115.7,232,113.3,201.2,205.6,109,171.9,125.5,101.2,13.92,97.24,555.69,1650.34,0.16,1.47,94.21,1424.7,5.74,8.79,0.86,0.99,0.94
2013-05-15,6683.13,7078.97,9.4,576.5,331.5,102.3,141.5,333.3,170,115.8,232,112.8,203,204.1,108.4,173.1,125,102,14.1,96.7,556.79,1658.78,0.14,1.48,94.3,1396.5,5.79,8.81,0.87,0.99,0.94
2013-05-16,6790.59,7190.56,9.5,573.5,327.6,102.4,140.2,334.5,180,116.1,232.1,115.6,199.6,200,109.2,173.8,123.5,101.3,13.96,95.38,552.34,1650.47,0.11,1.42,95.16,1387.1,5.78,8.81,0.87,0.99,0.94
2013-05-17,6911.91,7295.18,9.5,569.5,326.7,103.2,138.9,302,197.6,113.7,234.4,115.8,199,199,108.8,173.6,124.5,101.3,13.75,94,551.23,1667.47,0.09,1.4,96.02,1364.9,5.79,8.82,0.87,0.99,0.94
2013-05-21,6922.31,7323.08,9.47,571.5,328.7,103,139.4,307.1,192.7,114.4,235.3,116,197.9,201.5,109.2,173.4,125.6,100.7,14.22,95.08,551.95,1669.16,0.14,1.49,96.16,1377.8,5.79,8.78,0.87,0.99,0.94
2013-05-22,7022.83,7406.77,9.47,571,333.2,106.3,141.3,306,195.5,113.4,235.4,115,197.8,201.8,109,174,125.7,100.2,14.66,94.62,553.85,1655.35,0.13,1.47,94.28,1367.6,5.77,8.71,0.87,1,0.94
2013-05-23,6873.78,7253.33,9.47,562,327,104.3,138.6,294.2,185,112.1,232.5,113,193.8,201.3,108.6,175,125.1,98.2,14.05,92.96,543.23,1650.51,0.15,1.53,94.25,1392,5.78,8.72,0.87,0.99,0.94
