"Date","Vestas","Genmab","NovoNordisk","USD","NOK","C20index","SP500"
2010-01-04,66.4,92,67.6,5.17,0.9,347.85,1132.99
2010-01-05,64.38,89.6,66.78,5.15,0.91,345.14,1136.52
2010-01-06,63.58,88.75,67.5,5.19,0.91,346.37,1137.14
2010-01-07,64.1,88,67.12,5.2,0.91,351.28,1141.69
2010-01-08,63.8,89,68,5.21,0.91,353.23,1144.98
2010-01-11,65.8,89.9,70,5.12,0.91,359.54,1146.98
2010-01-12,63.4,89.6,69.2,5.14,0.91,356.73,1136.22
2010-01-13,65.4,89.4,69.28,5.11,0.91,356.53,1145.68
2010-01-14,66.8,91.25,70.2,5.14,0.91,361.79,1148.46
2010-01-15,66,97.5,68.7,5.18,0.91,359.27,1136.03
2010-01-18,65.8,104,68.2,5.18,0.91,359.95,1143.13
2010-01-19,65.54,99.75,69.8,5.21,0.91,360.47,1150.23
2010-01-20,61.7,99.05,70.8,5.27,0.92,356.31,1138.04
2010-01-21,60.8,96,68.52,5.29,0.91,349.69,1116.48
2010-01-22,59.14,99,68.28,5.27,0.91,346.87,1091.76
2010-01-25,60.4,102.5,69.5,5.26,0.91,349.86,1096.78
2010-01-26,57.8,100.6,72.6,5.29,0.9,348.97,1092.17
2010-01-27,56,99,73.9,5.29,0.91,349.61,1097.5
2010-01-28,55.8,98,73.84,5.32,0.91,350.95,1084.53
2010-01-29,57.8,97.95,73.3,5.33,0.91,354.85,1073.87
2010-02-01,57.2,96.5,74.94,5.35,0.91,358.43,1089.19
2010-02-02,57.2,95,73,5.34,0.91,358.17,1103.32
2010-02-03,57.5,99,76.2,5.32,0.91,360.48,1097.28
2010-02-04,54.4,98.65,75,5.38,0.91,355.92,1063.11
2010-02-05,54.96,97.5,75.54,5.44,0.91,350.75,1066.19
2010-02-08,53.96,93.85,75.22,5.44,0.91,345.43,1056.74
2010-02-09,58.18,93.95,75.06,5.41,0.91,348.74,1070.52
2010-02-10,53.7,92.75,75,5.42,0.92,346.31,1068.13
2010-02-11,54.7,91.45,75.94,5.43,0.92,348.53,1078.47
2010-02-12,54.08,90.75,77.38,5.49,0.92,349.74,1075.51
2010-02-15,53.94,91,78.28,5.47,0.92,350.64,1085.19
2010-02-16,55.2,92.45,78.54,5.45,0.92,354.54,1094.87
2010-02-17,56.82,95.35,78.6,5.42,0.93,357.57,1099.51
2010-02-18,58.04,95.9,78.98,5.49,0.92,358.6,1106.75
2010-02-19,57.92,94.65,79.12,5.51,0.92,358.76,1109.17
2010-02-22,59,93.5,79.04,5.46,0.93,360.99,1108.01
2010-02-23,56.22,90.65,77.8,5.48,0.93,357.44,1094.6
2010-02-24,56.64,91.3,78.2,5.49,0.93,358.05,1105.24
2010-02-25,55.12,90.05,77.4,5.52,0.93,353.95,1102.94
2010-02-26,54,91.75,77.2,5.48,0.93,354.77,1104.49
2010-03-01,53.84,91.7,79,5.5,0.92,361.86,1115.71
2010-03-02,53.36,92.2,79.14,5.49,0.92,364.37,1118.31
2010-03-03,55.88,90.55,79.26,5.46,0.92,368.12,1118.79
2010-03-04,54.32,90.85,79.58,5.45,0.92,364.62,1122.97
2010-03-05,55,92.35,80.82,5.48,0.92,371.1,1138.7
2010-03-08,55.16,73.5,81.64,5.45,0.92,371.38,1138.5
2010-03-09,55.02,71.5,81.64,5.49,0.93,369.55,1140.45
2010-03-10,55.74,72.05,82.6,5.47,0.93,374.02,1145.61
2010-03-11,54.9,72.2,81.88,5.45,0.93,372.06,1150.24
2010-03-12,54.28,71.85,81.68,5.41,0.93,372.34,1149.99
2010-03-15,52.72,72.2,81.94,5.43,0.93,371.01,1150.51
2010-03-16,54.46,71.85,83.8,5.42,0.93,377.02,1159.46
2010-03-17,54.5,71.5,84.78,5.41,0.93,378.35,1166.21
2010-03-18,55.76,71.2,84.3,5.45,0.93,377.87,1165.83
2010-03-19,57.06,71.75,85.46,5.49,0.93,379.68,1159.9
2010-03-22,56.84,71.75,85,5.52,0.92,378.16,1165.81
2010-03-23,57.72,72,86.2,5.5,0.93,383.79,1174.17
2010-03-24,58.64,72.55,88.98,5.58,0.93,386.71,1167.72
2010-03-25,60.74,71.9,88.4,5.57,0.92,388.48,1165.73
2010-03-26,59.7,71.15,87,5.57,0.92,384.57,1166.59
2010-03-29,59.6,70.15,86.1,5.52,0.92,382.89,1173.22
2010-03-30,58.78,68.5,86.12,5.52,0.93,383.23,1173.27
2010-03-31,59.9,69.35,85.54,5.52,0.93,383.04,1169.43
2010-04-06,61.44,70.25,88.56,5.56,0.93,391.65,1189.44
2010-04-07,65.96,70.5,88.9,5.58,0.93,397.24,1182.45
2010-04-08,64.78,69.05,87.5,5.6,0.94,392.32,1186.44
2010-04-09,65.4,68.8,86.48,5.56,0.94,393.99,1194.37
2010-04-12,66.12,68.5,86.48,5.48,0.93,397.76,1196.48
2010-04-13,65.7,67.8,88.3,5.48,0.93,395.38,1197.3
2010-04-14,66.4,67.65,88.1,5.47,0.93,400.53,1210.65
2010-04-15,66.7,65.9,88.8,5.5,0.94,405.22,1211.67
2010-04-16,67.4,67.35,89.1,5.5,0.94,402.68,1192.13
2010-04-19,66,66.8,89.1,5.54,0.93,399.28,1197.52
2010-04-20,68.42,69,90.6,5.52,0.94,406.88,1207.17
2010-04-22,66.6,67.75,88.94,5.58,0.94,401.2,1208.67
2010-04-23,68.18,66.9,89,5.59,0.94,407.43,1217.28
2010-04-26,72.02,66.75,90.58,5.59,0.95,414.41,1212.05
2010-04-27,70.2,65.75,90.3,5.6,0.95,408.95,1183.71
2010-04-28,67,63,88.74,5.62,0.95,401.8,1191.36
2010-04-29,68.44,61.7,92,5.61,0.95,411.5,1206.78
2010-05-03,68.78,61.35,94.5,5.62,0.95,413.48,1202.26
2010-05-04,64.86,58.7,95.14,5.69,0.95,405.51,1173.6
2010-05-05,62.66,57,94.8,5.76,0.95,395.02,1165.87
2010-05-06,61.12,52.45,92.72,5.85,0.96,387.15,1128.15
2010-05-07,58.46,46.5,90,5.84,0.94,371.12,1110.88
2010-05-10,62.42,54.45,92.2,5.74,0.95,394.73,1159.73
2010-05-11,60.66,52.45,93.74,5.86,0.95,393.52,1155.79
2010-05-12,62.72,50.05,94.38,5.87,0.96,403.87,1171.67
2010-05-14,62.72,50.05,94.69,5.95,0.96,402.335,1135.68
2010-05-17,60.76,47.23,95,6.03,0.96,400.8,1136.94
2010-05-18,61.76,50.5,94.9,5.99,0.96,402.73,1120.8
2010-05-19,59.7,50,93.02,6.06,0.95,391.85,1115.05
2010-05-20,56.62,48.3,90.88,6.03,0.93,378.99,1071.59
2010-05-21,58.32,47.47,88.1,5.96,0.91,375.91,1087.69
2010-05-25,55.38,45.39,89.96,6.09,0.92,367.83,1074.03
2010-05-26,58.24,46.91,91.86,6.04,0.93,381.11,1067.95
2010-05-27,57.8,47.5,93.14,6.07,0.93,389.85,1103.06
2010-05-28,58.16,48.07,93.5,6.01,0.93,387,1089.41
2010-05-31,57.92,47.93,93.5,6.04,0.94,388.69,1080.06
2010-06-01,57.32,47.39,93.32,6.12,0.94,388.05,1070.71
2010-06-02,55.96,46.74,95.96,6.09,0.94,391.19,1098.38
2010-06-03,58,47.89,98.08,6.07,0.95,401.25,1102.83
2010-06-04,56.7,47.19,97.98,6.17,0.95,397.2,1064.88
2010-06-07,55.6,46.63,96.48,6.22,0.94,392.5,1050.47
2010-06-08,54.86,45.49,96.44,6.23,0.93,389.89,1062
2010-06-09,54.94,43.93,96.34,6.19,0.94,393.67,1055.69
2010-06-10,57,43.26,97.4,6.18,0.95,401.82,1086.84
2010-06-11,57.74,43.71,96.74,6.13,0.95,402.22,1091.6
2010-06-14,59.6,58.15,98.58,6.07,0.95,410.66,1089.63
2010-06-15,59.36,57.4,98.14,6.07,0.95,411.12,1115.23
2010-06-16,59.48,53.85,98.04,6.06,0.94,408.98,1114.61
2010-06-17,58.2,51.3,97.74,6.02,0.95,408.45,1116.04
2010-06-18,57.88,61,102,6.01,0.95,417.24,1117.51
2010-06-21,58,58.9,103.1,6,0.95,421.23,1113.2
2010-06-22,57.7,58.25,101.6,6.07,0.94,416.97,1095.31
2010-06-23,57.38,58,101.2,6.07,0.94,413.83,1092.04
2010-06-24,56,54.6,100.7,6.07,0.93,407.01,1073.69
2010-06-25,53.94,51.65,100,6.05,0.93,403.36,1076.76
2010-06-28,53.04,49.87,100.6,6.03,0.94,404.47,1074.57
2010-06-29,50.3,45.88,99,6.11,0.94,391.07,1041.24
2010-06-30,51.06,43.45,98.82,6.07,0.93,393.02,1030.71
2010-07-01,49.5,40.91,96.96,6.04,0.93,383.73,1027.37
2010-07-02,51.62,59.65,96.7,5.94,0.92,390.34,1022.58
2010-07-05,51.28,59.6,97.2,5.95,0.92,391.45,1025.32
2010-07-06,52.62,59.9,98.22,5.93,0.92,401.45,1028.06
2010-07-07,53.04,62.4,98.48,5.93,0.92,404.31,1060.27
2010-07-08,53.54,64.6,97.7,5.89,0.92,406.98,1070.25
2010-07-09,53.44,63.7,98.3,5.9,0.93,406.58,1077.96
2010-07-12,52.5,61.25,99.76,5.93,0.93,407.99,1078.75
2010-07-13,52.92,61.95,99.66,5.93,0.94,410.64,1095.34
2010-07-14,53.08,61.15,100.5,5.86,0.94,413.72,1095.17
2010-07-15,55.12,60.6,102.5,5.81,0.94,415.38,1096.48
2010-07-16,56.32,59.15,101.1,5.73,0.93,409.33,1064.88
2010-07-19,55.26,57.8,100.4,5.75,0.92,405.55,1071.25
2010-07-20,55.74,60.1,99.14,5.8,0.92,401.22,1083.48
2010-07-21,55.96,59.5,99.4,5.81,0.93,405.03,1069.59
2010-07-22,58.1,60.35,99.4,5.8,0.93,409.84,1093.67
2010-07-23,57.8,59,98.96,5.78,0.94,410.99,1102.66
2010-07-26,57.6,60,98.56,5.76,0.93,412.56,1115.01
2010-07-27,57.8,59.55,97.8,5.72,0.93,414.06,1113.84
2010-07-28,56.56,60,98.24,5.74,0.93,412.92,1106.13
2010-07-29,57.36,60.3,97.48,5.7,0.93,415.06,1101.53
2010-07-30,55.6,61,97.82,5.72,0.94,410.83,1101.6
2010-08-02,56.96,62.45,99.22,5.7,0.95,420.85,1125.86
2010-08-03,56.42,62.1,101.9,5.64,0.95,425.52,1120.46
2010-08-04,58,62.6,100.2,5.64,0.94,423.72,1127.24
2010-08-05,58.8,62.65,101.5,5.65,0.95,424.84,1125.81
2010-08-06,59.66,62,99.78,5.66,0.95,419.48,1121.64
2010-08-09,60.8,63.05,100.7,5.62,0.94,425.49,1127.79
2010-08-10,59.3,65.95,101.3,5.67,0.94,420.2,1121.06
2010-08-11,57.58,65,99.36,5.72,0.94,411.78,1089.47
2010-08-12,59.84,65.5,100.2,5.83,0.94,412.69,1083.61
2010-08-13,61.6,65.5,100.4,5.82,0.94,412.99,1079.25
2010-08-16,61.16,67.2,100.1,5.81,0.94,411.32,1079.38
2010-08-17,62.9,67.15,99.76,5.79,0.94,416.05,1092.54
2010-08-18,48.4,61.3,101.2,5.78,0.94,408.46,1094.16
2010-08-19,48.66,60,99.9,5.8,0.94,404.4,1075.63
2010-08-20,47.26,57.45,99.1,5.86,0.94,398.29,1071.69
2010-08-23,48.52,56.6,99,5.86,0.94,399.92,1067.36
2010-08-24,47.56,54,98.32,5.91,0.94,392.04,1051.87
2010-08-25,45.6,51.3,96.36,5.9,0.93,384.65,1055.33
2010-08-26,46.84,53.7,97.36,5.87,0.93,392.66,1047.22
2010-08-27,46,57,98.2,5.86,0.93,393.45,1064.59
2010-08-30,44.94,56.5,99.64,5.86,0.93,393.79,1048.92
2010-08-31,43.84,55.65,100.8,5.87,0.93,396.38,1049.33
2010-09-01,45,59,102.8,5.82,0.94,408.91,1080.29
2010-09-02,44.32,56.85,102.6,5.81,0.94,406.71,1090.1
2010-09-03,44.34,57,102.2,5.8,0.94,408.29,1104.51
2010-09-06,44.36,57,101.3,5.78,0.94,407.48,1098.175
2010-09-07,43.8,57.3,103.5,5.84,0.94,407.65,1091.84
2010-09-08,43.6,58.25,103.1,5.86,0.94,408.64,1098.87
2010-09-09,41.88,61,106.6,5.86,0.95,415.37,1104.18
2010-09-10,41.5,62.3,107.8,5.85,0.95,416.34,1109.55
2010-09-13,43.56,65.25,107.7,5.82,0.95,419.74,1121.9
2010-09-14,45.06,63.2,107,5.79,0.95,419.47,1121.1
2010-09-15,44.1,62.5,106.9,5.73,0.94,416.77,1125.07
2010-09-16,43.4,60.05,106.5,5.69,0.94,413.23,1124.66
2010-09-17,43.22,60.75,106.7,5.7,0.93,412.9,1125.59
2010-09-20,42.46,61.45,107.3,5.7,0.94,415.4,1142.71
2010-09-21,41.72,63.5,106,5.68,0.94,417.54,1139.78
2010-09-22,42.24,63,106,5.57,0.94,417.61,1134.28
2010-09-23,40.76,62,106.7,5.59,0.94,416.09,1124.83
2010-09-24,42,61.8,106.6,5.56,0.94,419.28,1148.67
2010-09-27,40.42,62.6,106.6,5.53,0.94,417.05,1142.16
2010-09-28,41.14,62.15,107.6,5.54,0.94,416.1,1147.7
2010-09-29,40.26,61.75,108.4,5.47,0.94,415.12,1144.73
2010-09-30,41.2,61.6,108.5,5.46,0.94,416.96,1141.2
2010-10-01,40.94,60.95,107.3,5.43,0.93,412.1,1146.24
2010-10-04,40.98,60.55,105.8,5.44,0.93,408.35,1137.03
2010-10-05,42.3,61.3,105.2,5.41,0.93,412.01,1160.75
2010-10-06,42.62,60.85,106.6,5.38,0.93,418.46,1159.97
2010-10-07,40.74,61.95,107.6,5.34,0.92,418.77,1158.06
2010-10-08,40.4,61.45,107.4,5.37,0.92,415.66,1165.15
2010-10-11,40.82,61.8,108.2,5.35,0.92,420.76,1165.32
2010-10-12,40.2,62.75,108.9,5.39,0.92,420.66,1169.77
2010-10-13,40.88,67,109.1,5.34,0.92,428.56,1178.1
2010-10-14,41.08,67.5,107.8,5.29,0.92,423.65,1173.81
2010-10-15,40.94,71.45,107.7,5.29,0.92,420.47,1176.19
2010-10-18,41.48,73.5,102.2,5.37,0.92,413.76,1184.71
2010-10-19,41.54,71.15,98.6,5.38,0.91,409.12,1165.9
2010-10-20,39.62,70.7,107.6,5.38,0.91,421.93,1178.17
2010-10-21,40.32,68.8,107.8,5.32,0.92,426.99,1180.26
2010-10-22,40.3,69,107.4,5.35,0.92,424.72,1183.08
2010-10-25,40,71,108.7,5.32,0.92,427.85,1185.62
2010-10-26,35.86,70.85,107.8,5.36,0.92,420.93,1185.64
2010-10-27,35.28,70.65,109,5.4,0.92,422.76,1182.45
2010-10-28,34.08,70.9,112.1,5.38,0.92,425.69,1183.78
2010-10-29,34.2,71.1,112.8,5.38,0.91,424.2,1183.26
2010-11-01,33.52,70.5,112,5.35,0.92,424.79,1184.38
2010-11-02,33.4,70.1,111.3,5.32,0.91,427.55,1193.57
2010-11-03,34.78,68.2,110.5,5.32,0.91,428,1197.96
2010-11-04,35.26,67.2,110,5.23,0.91,432.77,1221.06
2010-11-05,34.8,67,110,5.29,0.92,431.32,1225.85
2010-11-08,34.4,66.5,111.3,5.36,0.92,430.46,1223.25
2010-11-09,35.54,68.2,112.4,5.35,0.92,433.38,1213.4
2010-11-10,34.7,66.8,113.6,5.41,0.92,432.89,1218.71
2010-11-11,34.4,65.65,113.4,5.44,0.92,433.17,1213.54
2010-11-12,34.4,66.3,113.3,5.44,0.92,431.58,1199.21
2010-11-15,34.46,66.75,114.1,5.47,0.92,433.89,1197.75
2010-11-16,34.6,67.1,114,5.48,0.91,428.37,1178.34
2010-11-17,35.02,67.5,114.3,5.53,0.91,428.99,1178.59
2010-11-18,35.48,68.5,113,5.46,0.91,431.89,1196.69
2010-11-19,35.74,67.45,114.4,5.45,0.91,432.95,1199.73
2010-11-22,33.84,68.2,114.5,5.46,0.91,431.78,1197.84
2010-11-23,33.78,67.25,115,5.52,0.91,429.43,1180.73
2010-11-24,33.22,68.15,116.4,5.59,0.92,431.5,1198.35
2010-11-25,33,68,115.1,5.6,0.92,429.75,1193.875
2010-11-26,32.98,67,115.1,5.64,0.91,428.54,1189.4
2010-11-29,31.3,65.55,113.5,5.67,0.92,423.17,1187.76
2010-11-30,32.68,64.7,113.6,5.73,0.92,424.77,1180.55
2010-12-01,31.96,64.95,115,5.68,0.92,434.07,1206.07
2010-12-02,33.08,66.45,115.9,5.66,0.92,440.57,1221.53
2010-12-03,32.36,66.6,114.8,5.63,0.93,437.43,1224.71
2010-12-06,32.2,66.2,115.9,5.61,0.93,439.29,1223.12
2010-12-07,32.66,65.35,116.4,5.58,0.94,442.04,1223.75
2010-12-08,31.96,67.05,118.1,5.65,0.94,442.81,1228.28
2010-12-09,31.96,66.6,116.5,5.64,0.94,438.04,1233
2010-12-10,34.2,66.4,121.5,5.63,0.94,447.67,1240.4
2010-12-13,34.76,66.35,122,5.62,0.94,449.74,1240.46
2010-12-14,36.38,66.3,121.4,5.55,0.94,450.14,1241.59
2010-12-15,36.26,65.8,122,5.58,0.95,451.45,1235.23
2010-12-16,36.4,65.5,122.1,5.63,0.94,450.29,1242.87
2010-12-17,36.52,65.85,124.1,5.62,0.94,455.86,1243.91
2010-12-20,34.82,67.95,123.5,5.67,0.95,453.85,1247.08
2010-12-21,36.1,67.35,123,5.66,0.95,455.54,1254.6
2010-12-22,35.74,65.7,122.7,5.68,0.95,453.89,1258.84
2010-12-23,35.54,66.5,126.6,5.7,0.95,459.3,1256.77
2010-12-27,35.48,66.1,126,5.67,0.95,457.32,1257.54
2010-12-28,35.3,65.65,127.7,5.65,0.95,460.1,1258.51
2010-12-29,35.44,65.25,126.8,5.67,0.95,459.68,1259.78
2010-12-30,35.22,65.5,125.8,5.61,0.95,457.58,1257.88
2011-01-03,37.28,65.45,123.3,5.58,0.96,461.89,1271.87
2011-01-04,37.04,66,127.7,5.55,0.95,467.97,1270.2
2011-01-05,35.84,65.75,130.6,5.64,0.96,468.39,1276.56
2011-01-06,35.92,65.5,131.4,5.69,0.96,470.72,1273.85
2011-01-07,35.34,65.15,130.8,5.75,0.96,465.56,1271.5
2011-01-10,35.64,64.95,130.6,5.77,0.97,468.31,1269.75
2011-01-11,36,65.6,132,5.75,0.96,472.63,1274.48
2011-01-12,36.2,65.15,129.7,5.74,0.97,471.14,1285.96
2011-01-13,36.04,65.5,126,5.64,0.96,463.18,1283.76
2011-01-14,36.68,63.6,124,5.58,0.95,464.13,1293.24
2011-01-17,36.9,63.6,125.1,5.6,0.96,464.04,1294.13
2011-01-18,38.2,63.8,129.7,5.57,0.95,475.02,1295.02
2011-01-19,37.56,64.6,126.3,5.52,0.95,470.32,1281.92
2011-01-20,36.4,63.95,124.1,5.53,0.95,463.67,1280.26
2011-01-21,38.3,63.2,121.9,5.51,0.94,459.87,1283.35
2011-01-24,39.62,62.2,122.7,5.49,0.95,461.93,1290.84
2011-01-25,38,63.15,124.4,5.48,0.95,462.38,1291.18
2011-01-26,37.46,63.95,125.4,5.45,0.95,465.49,1296.63
2011-01-27,37.66,63.95,125.2,5.43,0.94,468.97,1299.54
2011-01-28,36.9,63.5,124.9,5.44,0.94,467.03,1276.34
2011-01-31,37.54,63.2,122.7,5.44,0.94,462.11,1286.12
2011-02-01,37.2,62.55,124.4,5.42,0.95,468.06,1307.59
2011-02-02,37.06,62.4,121.8,5.4,0.95,462.31,1304.03
2011-02-03,36.4,62.5,121.4,5.42,0.95,460.72,1307.1
2011-02-04,36,62.25,122.2,5.47,0.95,460.44,1310.87
2011-02-07,36.08,62.3,122.4,5.5,0.95,462.69,1319.05
2011-02-08,35.42,62.05,123.4,5.47,0.95,461.93,1324.57
2011-02-09,36.5,61,127.2,5.46,0.95,468.4,1320.88
2011-02-10,35.16,58.6,128.4,5.48,0.94,462.1,1321.87
2011-02-11,34.46,58.4,130.6,5.51,0.94,465.27,1329.15
2011-02-14,34.82,58.3,134.7,5.55,0.95,471.95,1332.32
2011-02-15,34.8,57.1,134.2,5.52,0.95,471.82,1328.01
2011-02-16,34.46,56.65,134.4,5.52,0.95,471.52,1336.32
2011-02-17,33.78,56,133.8,5.5,0.95,468.58,1340.43
2011-02-18,33.72,57.1,136.6,5.47,0.96,470.51,1343.01
2011-02-21,34.38,56,135.4,5.45,0.96,467.1,1329.225
2011-02-22,35.28,57.2,134.5,5.46,0.96,466.29,1315.44
2011-02-23,34.42,57,133.6,5.43,0.96,463.25,1307.4
2011-02-24,35.08,56.25,131.1,5.41,0.97,462.34,1306.1
2011-02-25,35.92,56.2,134.8,5.42,0.96,470.61,1319.88
2011-02-28,37.22,57.1,136.1,5.39,0.97,473.64,1327.22
2011-03-01,36.52,51,135.1,5.39,0.97,470.44,1306.33
2011-03-02,36.22,49.89,134,5.4,0.97,467.3,1308.44
2011-03-03,35.98,48.5,135.7,5.38,0.97,470.79,1330.97
2011-03-04,36.1,49.6,135.9,5.34,0.96,469.45,1321.15
2011-03-07,36,52.05,136,5.32,0.96,468.22,1310.13
2011-03-08,35.56,52.65,136.4,5.37,0.96,468.83,1321.82
2011-03-09,36.6,53.7,136.8,5.35,0.96,470.57,1320.02
2011-03-10,36.08,52.7,135.5,5.4,0.96,466.68,1295.11
2011-03-11,35.8,52,134.4,5.42,0.96,461.95,1304.28
2011-03-14,38.46,50.3,132.5,5.35,0.95,460.09,1296.39
2011-03-15,38.86,48.63,129.1,5.37,0.94,449.25,1281.87
2011-03-16,38.7,49.87,128,5.35,0.95,448.53,1256.88
2011-03-17,39.9,49.02,127.8,5.33,0.94,451.68,1273.72
2011-03-18,41.6,50.3,131,5.28,0.95,461.97,1279.21
2011-03-21,40.02,50.05,129.7,5.25,0.95,460.52,1298.38
2011-03-22,40,49.58,129.4,5.25,0.94,458.46,1293.77
2011-03-23,40.96,50.45,130.2,5.28,0.94,460.42,1297.54
2011-03-24,42.12,49.12,129,5.28,0.95,462.06,1309.66
2011-03-25,42.86,50.1,127.5,5.28,0.95,459.85,1313.8
2011-03-28,44.94,53.5,126.8,5.31,0.95,459.35,1310.19
2011-03-29,43.88,58.5,128.4,5.3,0.94,460.05,1319.44
2011-03-30,45.04,57,131.7,5.29,0.95,467.74,1328.26
2011-03-31,45.64,56,132.2,5.25,0.95,467.15,1325.83
2011-04-01,44.66,55.1,132.2,5.27,0.96,469.16,1332.41
2011-04-04,44.86,56,132.3,5.24,0.95,469.09,1332.87
2011-04-05,42.68,56.3,134.2,5.26,0.96,470.96,1332.63
2011-04-06,41.8,55.85,135.5,5.21,0.96,472.88,1335.54
2011-04-07,40.2,55.5,133,5.22,0.95,469.39,1333.51
2011-04-08,40.18,56.5,132.8,5.18,0.96,470.97,1328.17
2011-04-11,40.58,58,132.4,5.17,0.95,470.04,1324.46
2011-04-12,40,55.85,131.1,5.15,0.95,465.29,1314.16
2011-04-13,40,55.5,131.9,5.15,0.95,465.57,1314.41
2011-04-14,39.04,55.05,130.3,5.18,0.95,462.28,1314.52
2011-04-15,37.9,54.6,130.4,5.16,0.96,462.1,1319.68
2011-04-18,36.36,54.75,130.7,5.22,0.96,457.33,1305.14
2011-04-19,36.9,54.6,130.1,5.21,0.96,458.24,1312.62
2011-04-20,35.66,54.6,133.7,5.14,0.96,466.27,1330.36
2011-04-26,35.86,54.1,130.4,5.1,0.96,463.79,1347.24
2011-04-27,35.24,54.15,127,5.08,0.96,458.03,1355.66
2011-04-28,35.42,54.4,126.9,5.04,0.96,457.99,1360.48
2011-04-29,35.76,54.4,127.3,5.02,0.96,462.81,1363.61
2011-05-02,35.86,54.85,130.4,5.03,0.96,467.61,1361.22
2011-05-03,35.54,55.05,128.4,5.05,0.96,462.91,1356.62
2011-05-04,32.7,55.1,128,5.01,0.95,457.76,1347.32
2011-05-05,32.6,54.9,127.2,5.03,0.94,453.92,1335.1
2011-05-06,31.68,55,128.7,5.14,0.94,459.05,1340.2
2011-05-09,31.44,54.2,128.9,5.18,0.95,458.39,1346.29
2011-05-10,31.52,54.1,128.3,5.19,0.96,455.82,1357.16
2011-05-11,31.64,54.05,127.1,5.19,0.96,459.21,1342.08
2011-05-12,31.24,53.05,128.2,5.27,0.96,459.69,1348.65
2011-05-13,31.22,53,130.9,5.22,0.95,463.5,1337.77
2011-05-16,31.2,53.6,129.9,5.27,0.95,463.28,1329.47
2011-05-17,31.58,53.35,129,5.26,0.94,460.56,1328.98
2011-05-18,32.06,52.9,128.9,5.24,0.94,460.56,1340.68
2011-05-19,33.14,52.55,130.8,5.23,0.95,462.26,1343.6
2011-05-23,31.92,51.25,129.4,5.32,0.95,454.64,1317.37
2011-05-24,30.6,50.15,130.3,5.29,0.95,455.75,1316.28
2011-05-25,30.92,49.7,130.4,5.3,0.95,456.24,1320.47
2011-05-26,29.12,48,129.4,5.26,0.96,451.3,1325.69
2011-05-27,29.4,48,129.5,5.23,0.96,453.27,1331.1
2011-05-30,30.2,47.85,129.7,5.22,0.96,454.4,1338.15
2011-05-31,31.24,47.7,129.9,5.18,0.96,456.25,1345.2
2011-06-01,30.66,47.4,130.1,5.17,0.96,454.55,1314.55
2011-06-06,30,46.6,129.5,5.11,0.95,449.52,1286.17
2011-06-07,30.3,47.6,129.4,5.09,0.95,447.24,1284.94
2011-06-08,28.98,45.9,126.8,5.1,0.95,437.81,1279.56
2011-06-09,28.86,46,127.4,5.1,0.95,439.76,1289
2011-06-10,29.28,43.91,128.6,5.15,0.95,438.79,1270.98
2011-06-14,30.16,44.1,128.8,5.16,0.96,440.61,1287.87
2011-06-15,29.12,44.2,127.5,5.22,0.95,432,1265.42
2011-06-16,27.4,42.6,124.4,5.29,0.95,422.57,1267.64
2011-06-17,27.5,41.91,124.3,5.23,0.95,423.19,1271.5
2011-06-20,26.1,41.53,123.2,5.24,0.94,416.6,1278.36
2011-06-21,25.86,40.81,124.5,5.19,0.94,423.2,1295.52
2011-06-22,24.62,40.41,123,5.18,0.95,420.53,1287.14
2011-06-23,23.38,38.25,121.4,5.25,0.96,414.69,1283.5
2011-06-24,22.48,34,123.7,5.25,0.96,415.93,1268.45
2011-06-27,22.54,36.07,124.6,5.25,0.96,414.92,1280.1
2011-06-28,23.14,40.5,125,5.23,0.96,415.59,1296.67
2011-06-29,23.68,40.28,127.9,5.17,0.96,423.86,1307.41
2011-06-30,23.9,40,129.1,5.16,0.96,431.06,1320.64
2011-07-01,25.6,40.49,129.8,5.15,0.96,436.16,1339.67
2011-07-04,26,42.95,131,5.14,0.96,440.81,1338.775
2011-07-05,26.02,43.8,131.5,5.16,0.96,439.83,1337.88
2011-07-06,25.5,41.84,131.4,5.21,0.96,436.43,1339.22
2011-07-07,25.6,41.48,132.1,5.24,0.96,438.57,1353.22
2011-07-08,25.74,41.05,132.2,5.24,0.96,437.94,1343.8
2011-07-11,25.58,40.1,131.7,5.31,0.96,431.82,1319.49
2011-07-12,25.44,39.59,129.4,5.34,0.96,427.4,1313.64
2011-07-13,26,40.22,130.7,5.3,0.95,433.05,1317.72
2011-07-14,25.76,39.8,130.6,5.25,0.95,430.4,1308.87
2011-07-15,25.84,40.87,132.1,5.27,0.95,432.51,1316.14
2011-07-18,24.84,40.14,134,5.31,0.95,429.11,1305.44
2011-07-19,24.46,41.32,133,5.27,0.95,431.34,1326.73
2011-07-20,24.62,43.27,131.5,5.25,0.96,431.08,1325.84
2011-07-21,25.2,43.31,129.9,5.24,0.96,433.84,1343.8
2011-07-22,25.3,43.3,131,5.18,0.96,438.05,1345.02
2011-07-25,24.94,42.1,131,5.18,0.96,435.81,1337.43
2011-07-26,24.32,42.5,128.5,5.15,0.96,431.07,1331.94
2011-07-27,23.56,40.62,128.8,5.16,0.96,427.78,1304.89
2011-07-28,23.18,40.5,128.8,5.22,0.96,425.91,1300.67
2011-07-29,22.92,40.22,127,5.22,0.96,420.54,1292.28
2011-08-01,22.52,40.11,126.2,5.17,0.97,418.58,1286.94
