"Date","Vestas","Genmab","NovoNordisk","USD","NOK","C20index","SP500"
2019-04-15,120.04,1149,332.4,6.6,0.78,1019.96,2905.58
2019-04-16,120.72,1127,331.25,6.6,0.78,1018.94,2907.06
2019-04-17,120.68,1122,322.75,6.61,0.78,1005.96,2900.45
2019-04-23,120.96,1123.5,324.35,6.64,0.78,1008.74,2933.68
2019-04-24,122.16,1119,323.5,6.66,0.78,1007.81,2927.25
2019-04-25,122.52,1105,323.4,6.71,0.77,1005.41,2926.17
2019-04-26,121.76,1131,327.5,6.71,0.77,1019.7,2939.88
2019-04-29,121.12,1131,331.95,6.7,0.77,1024.05,2943.03
2019-04-30,120.4,1105,325.5,6.65,0.77,1013.97,2945.83
2019-05-01,121.4,1101,327.3,6.655,0.77,1017.89,2923.73
2019-05-02,117.92,1095,327.05,6.66,0.77,1010.33,2917.52
2019-05-03,117.84,1110.5,317.35,6.69,0.76,1000.96,2945.64
2019-05-06,116.16,1104,317.4,6.67,0.76,995.59,2932.47
2019-05-07,117.64,1098.5,317.8,6.67,0.76,998.57,2884.05
2019-05-08,116.92,1118,323.7,6.66,0.76,1006.62,2879.42
2019-05-09,112.52,1088,322.35,6.67,0.76,997.08,2870.72
2019-05-10,114,1090,320,6.65,0.76,994.4,2881.4
2019-05-13,108.84,1085.5,314.1,6.64,0.76,974.17,2811.87
2019-05-14,111.8,1115,314,6.65,0.76,978.51,2834.41
2019-05-15,110.24,1107.5,313,6.68,0.76,974.22,2850.96
2019-05-16,111.8,1150.5,313.3,6.67,0.77,983.36,2876.32
2019-05-20,107.92,1154,316.9,6.69,0.76,981.29,2840.23
2019-05-21,112.16,1198.5,318.85,6.69,0.76,990.79,2864.36
2019-05-22,113.88,1203,320.45,6.69,0.77,999.11,2856.27
2019-05-23,109.8,1199.5,323.9,6.7,0.77,993.2,2822.24
2019-05-24,110.64,1223.5,323.95,6.68,0.77,996.51,2826.06
2019-05-27,110.84,1197,321.45,6.67,0.77,989.25,2814.225
2019-05-28,114.4,1216.5,323.2,6.67,0.77,998.79,2802.39
2019-05-29,109.6,1147.5,314.7,6.69,0.76,971.19,2783.02
2019-06-03,108.96,1168,324.25,6.68,0.76,981.39,2744.45
2019-06-04,108.96,1135,319.55,6.64,0.76,973.31,2803.27
2019-06-06,106.92,1147.5,327.4,6.63,0.76,988.92,2843.49
2019-06-07,109.68,1176,323.75,6.62,0.76,988.75,2873.34
2019-06-11,112.04,1207,340.65,6.6,0.76,1013.56,2885.72
2019-06-12,112.88,1206.5,346,6.6,0.76,1023.8,2879.84
2019-06-13,113.52,1195,345,6.62,0.76,1020.05,2891.64
2019-06-14,113.8,1179,340.5,6.63,0.76,1011.02,2886.98
2019-06-17,115.32,1188.5,340.55,6.65,0.76,1012.64,2889.67
2019-06-18,115.4,1211.5,348,6.67,0.76,1024.79,2917.75
2019-06-19,114.6,1222.5,346.7,6.66,0.76,1025.97,2926.46
2019-06-20,118.44,1210.5,340.6,6.6,0.77,1020.58,2954.18
2019-06-21,118.36,1201,332.95,6.6,0.77,1006.98,2950.46
2019-06-24,117.8,1201,333.95,6.55,0.77,1008.19,2945.35
2019-06-25,119,1188.5,337.35,6.56,0.77,1012.32,2917.38
2019-06-26,117.8,1168,334.2,6.57,0.77,1005.3,2913.78
2019-06-27,114.84,1148.5,334.4,6.56,0.77,996.97,2924.92
2019-06-28,113.4,1207,334.5,6.56,0.77,1002.51,2941.76
2019-07-01,118.36,1209,340.35,6.58,0.77,1019.9,2964.33
2019-07-02,118.36,1200,344.1,6.6,0.77,1025.72,2973.01
2019-07-03,118.4,1227,345,6.61,0.77,1037.21,2995.82
2019-07-04,118.88,1216,341.75,6.61,0.78,1030.68,2993.115
2019-07-05,116.48,1200.5,339.3,6.63,0.77,1019.79,2990.41
2019-07-08,118.4,1183,334.4,6.65,0.77,1016.85,2975.95
2019-07-09,117.32,1191.5,335.45,6.66,0.77,1013.9,2979.63
2019-07-10,118.32,1194.5,335.05,6.65,0.77,1015.75,2993.07
2019-07-11,118.8,1198.5,327,6.62,0.78,1007.39,2999.91
2019-07-12,116.48,1171,318.75,6.64,0.78,993.22,3013.77
2019-07-15,117.4,1188.5,317.35,6.63,0.78,996.77,3014.3
2019-07-16,117.72,1219.5,319.05,6.65,0.78,1001.24,3004.04
2019-07-17,117.44,1216,321.4,6.66,0.78,1002.15,2984.42
2019-07-18,117.6,1227,322.2,6.66,0.77,1002.45,2995.11
2019-07-19,118.32,1219.5,319,6.65,0.78,998.17,2976.61
2019-07-22,117.28,1221,323.65,6.66,0.78,1001.7,2985.03
2019-07-23,119.2,1217,320.8,6.68,0.77,1002.31,3005.47
2019-07-24,117.76,1238.5,331.05,6.7,0.77,1014.33,3019.56
2019-07-25,118.4,1238,329,6.72,0.78,1013.83,3003.67
2019-07-26,117.8,1249.5,327.75,6.7,0.77,1011.27,3025.86
2019-07-29,118,1265,328.8,6.72,0.77,1012.84,3020.97
2019-07-30,110.4,1245,323.55,6.69,0.77,995.45,3013.18
2019-07-31,110.96,1252,324,6.7,0.76,999.45,2980.38
2019-08-01,113.2,1256.5,330.15,6.76,0.76,1014.01,2953.56
2019-08-02,110.32,1235,327.35,6.72,0.75,999.25,2932.05
2019-08-05,106.96,1217,321.4,6.68,0.75,975.81,2844.74
2019-08-06,108.68,1227.5,324.65,6.67,0.75,984.98,2881.77
2019-08-07,110.04,1227.5,326,6.66,0.75,990.64,2883.98
2019-08-08,111.2,1269,334.8,6.67,0.74,1008.74,2938.09
2019-08-09,109.8,1270,334,6.66,0.75,1003.53,2918.65
2019-08-12,107.08,1275.5,336.45,6.67,0.75,998.78,2882.7
2019-08-13,106,1319,345.9,6.65,0.75,1012.96,2926.32
2019-08-14,105.72,1306,338.75,6.67,0.75,997.06,2840.6
2019-08-15,101,1345.5,342.9,6.69,0.74,1000.98,2847.6
2019-08-16,101.08,1351,347.5,6.73,0.75,1018.39,2888.68
2019-08-19,101.72,1373,344,6.72,0.75,1017.23,2923.65
2019-08-20,102.96,1366.5,344.6,6.73,0.75,1018.17,2900.51
2019-08-21,106.56,1376,350,6.72,0.75,1034.74,2924.43
2019-08-22,106.56,1378.5,354.85,6.73,0.75,1035.27,2922.95
2019-08-23,107.28,1376,354.5,6.74,0.75,1034.51,2847.11
2019-08-26,107.12,1364.5,351,6.71,0.75,1024.69,2878.38
2019-08-27,105.72,1372.5,353.6,6.72,0.75,1030.65,2869.16
2019-08-28,103.92,1363,352.65,6.73,0.74,1025.9,2887.94
2019-08-29,97.46,1359.5,354.85,6.74,0.74,1026.67,2924.58
2019-08-30,99.7,1384.5,352.3,6.76,0.74,1032.13,2926.46
2019-09-02,99.58,1394.5,359.1,6.8,0.75,1043.27,2916.365
2019-09-03,98.54,1435,361.05,6.82,0.74,1046.9,2906.27
2019-09-04,99.92,1440,362.15,6.77,0.75,1051.75,2937.78
2019-09-05,100.08,1430,355.05,6.75,0.75,1048.21,2976
2019-09-06,101.12,1409.5,357.35,6.77,0.75,1050.95,2978.71
2019-09-09,104.8,1391.5,342.15,6.76,0.76,1033.2,2978.43
2019-09-10,106.4,1328,332.35,6.76,0.75,1012.94,2979.39
2019-09-11,110.4,1349.5,342.6,6.78,0.76,1034.6,3000.93
2019-09-12,110.72,1375,342.25,6.81,0.76,1032.42,3009.57
2019-09-13,110.76,1365.5,336.65,6.73,0.75,1026.21,3007.39
2019-09-16,109.2,1377.5,334,6.77,0.75,1018.17,2997.96
2019-09-17,109.16,1363.5,344.3,6.77,0.76,1030.57,3005.7
2019-09-18,111.16,1390,345.75,6.76,0.76,1031.74,3006.73
2019-09-19,112.84,1382.5,349.45,6.75,0.76,1036.41,3006.79
2019-09-20,110.32,1402,358.5,6.77,0.75,1045.05,2992.07
2019-09-23,108.32,1405,360.2,6.8,0.75,1045.43,2991.78
2019-09-24,110.48,1415.5,360.4,6.79,0.75,1049.92,2966.6
2019-09-25,109.76,1405.5,359.25,6.8,0.75,1041.35,2984.87
2019-09-26,109.68,1417.5,358.05,6.82,0.75,1045.82,2977.62
2019-09-27,109,1400,354.7,6.83,0.75,1041.72,2961.79
2019-09-30,106.36,1390.5,352.15,6.86,0.75,1034.66,2976.74
2019-10-01,106.04,1384.5,346.25,6.85,0.75,1022.2,2940.25
2019-10-02,103.36,1307,338.55,6.83,0.75,997.18,2887.61
2019-10-03,103.96,1323.5,341.5,6.82,0.75,1001.04,2910.63
2019-10-04,105.2,1331,347.9,6.8,0.75,1013.98,2952.01
2019-10-07,105.32,1343,352.85,6.79,0.74,1023.48,2938.79
2019-10-08,103.8,1336.5,350.6,6.8,0.74,1015.65,2893.06
2019-10-09,104.72,1348.5,349.9,6.8,0.74,1015.93,2919.4
2019-10-10,104.8,1322.5,349.3,6.77,0.74,1009.41,2938.13
2019-10-11,107.88,1334.5,347.15,6.76,0.74,1015.84,2970.27
2019-10-14,108.12,1346,354.45,6.77,0.74,1028.96,2966.15
2019-10-15,108,1390.5,355.15,6.79,0.74,1037.06,2995.68
2019-10-16,104.8,1391.5,354.4,6.78,0.74,1030.51,2989.69
2019-10-17,105.88,1410,355.6,6.72,0.73,1032.31,2997.95
2019-10-18,105.4,1409.5,350.6,6.7,0.73,1020.78,2986.2
2019-10-21,107.8,1386,352.9,6.69,0.74,1029.08,3006.72
2019-10-22,107.32,1430,360.9,6.71,0.73,1040.99,2995.99
2019-10-23,108.56,1406.5,359.7,6.72,0.73,1040.59,3004.52
2019-10-24,107.84,1420,364.6,6.71,0.74,1046.02,3010.29
2019-10-25,109.36,1424,364.05,6.73,0.73,1048.31,3022.55
2019-10-28,110.48,1435,367.25,6.74,0.73,1057.45,3039.42
2019-10-29,108.2,1439,367.3,6.73,0.73,1048.42,3036.89
2019-10-30,110,1455,371.7,6.73,0.73,1059.15,3046.77
2019-10-31,109.36,1460,365.85,6.7,0.73,1050.61,3037.56
2019-11-01,111.92,1481.5,378.9,6.71,0.74,1076.32,3066.91
2019-11-04,112.24,1481,380.5,6.7,0.73,1082.3,3078.27
2019-11-05,109.8,1457,381,6.73,0.74,1073.64,3074.62
2019-11-06,108.56,1461.5,381.15,6.74,0.74,1070.64,3076.78
2019-11-07,120.48,1500,379,6.75,0.74,1081.76,3085.18
2019-11-08,124.88,1498,389,6.77,0.74,1098.02,3093.08
2019-11-11,125.44,1504,389,6.77,0.74,1097.68,3087.01
2019-11-12,125.6,1491.5,388.95,6.78,0.74,1100.5,3091.84
2019-11-13,127.08,1508,391.8,6.79,0.74,1107.21,3094.04
2019-11-14,128,1490.5,388.95,6.79,0.74,1101.46,3096.63
2019-11-15,129.32,1506.5,390.45,6.77,0.74,1107.84,3120.46
2019-11-18,127.48,1530,383.25,6.76,0.74,1100.49,3122.03
2019-11-19,127.92,1508.5,384.5,6.75,0.74,1101,3120.18
2019-11-20,128.04,1512.5,368.75,6.76,0.74,1085.5,3108.46
2019-11-21,126.68,1516,362.8,6.74,0.74,1072.85,3103.54
2019-11-22,126.6,1528.5,368,6.76,0.74,1082.59,3110.29
2019-11-25,128.04,1565.5,380.35,6.79,0.74,1103.45,3133.64
2019-11-26,129.56,1595.5,381.8,6.78,0.74,1112.75,3140.52
2019-11-27,129.12,1590,381.75,6.79,0.74,1113.1,3153.63
2019-11-28,130.12,1581,383.45,6.79,0.74,1115.08,3147.305
2019-11-29,129.08,1580,381.2,6.8,0.74,1108.34,3140.98
2019-12-02,131.6,1579,377.1,6.78,0.74,1101.97,3113.87
2019-12-03,130.32,1594,381.5,6.75,0.73,1106.4,3093.2
2019-12-04,131.28,1620,386,6.74,0.73,1115.28,3112.76
2019-12-05,131.96,1615,385.5,6.73,0.74,1120,3117.43
2019-12-06,133.72,1615,383.95,6.74,0.74,1124.44,3145.91
2019-12-09,132.6,1582,384.65,6.75,0.74,1120.45,3135.96
2019-12-10,131.44,1577.5,383.4,6.75,0.73,1118.72,3132.52
2019-12-11,132.4,1545,382.4,6.75,0.74,1114.99,3141.63
2019-12-12,136.44,1474.5,381.45,6.71,0.74,1117.24,3168.57
2019-12-13,136.2,1469,383,6.69,0.74,1119.02,3168.8
2019-12-16,137.8,1503,391.7,6.7,0.75,1140.69,3191.45
2019-12-17,138.12,1490.5,390.1,6.7,0.74,1137.56,3192.52
2019-12-18,136.56,1459.5,380.85,6.72,0.74,1121.53,3191.14
2019-12-19,135.6,1466.5,384.95,6.72,0.75,1124.97,3205.37
2019-12-20,133.72,1460.5,391.25,6.73,0.75,1134.31,3221.22
2019-12-23,134.8,1464.5,390.9,6.75,0.75,1142.29,3224.01
2019-12-27,136.56,1488,391.45,6.7,0.76,1146.54,3240.02
