"Date","Carlsberg","DanskeBank","DSV","OilPrice","SP500"
2012-10-04,526,107.8,128.5,91.71,1461.4
2012-10-05,535.5,108,129,89.88,1460.93
2012-10-08,537.5,107.8,128,89.33,1455.88
2012-10-09,522.5,107.5,127.3,92.39,1441.48
2012-10-10,519,106.5,126.3,91.25,1432.56
2012-10-11,516,107.5,126.7,92.07,1432.84
2012-10-12,513.5,104.5,126.3,91.86,1428.59
2012-10-15,516.5,104.3,125.3,91.85,1440.13
2012-10-16,521.5,106.8,125.3,92.09,1454.92
2012-10-17,519.5,105.8,125,92.12,1460.91
2012-10-18,516,106.4,124.2,92.1,1457.34
2012-10-19,518.5,104.1,124.7,90.05,1433.19
2012-10-22,513,105.7,124.6,88.73,1433.82
2012-10-23,503.5,103.7,124.1,86.67,1413.11
2012-10-24,509.5,101.7,123.7,85.73,1408.75
2012-10-25,510,103.7,128,86.05,1412.97
2012-10-26,508.5,101.7,128.2,86.28,1411.94
2012-10-29,510,103.7,129.5,86.2666666666667,1412.01333333333
2012-10-30,506.5,94,130.5,86.2533333333333,1412.08666666667
2012-10-31,496.5,90,129.4,86.24,1412.16
2012-11-01,508,93.8,130.6,87.09,1427.59
2012-11-02,518.5,94.55,132.8,84.86,1414.2
2012-11-05,516,94.5,133.7,85.65,1417.26
2012-11-06,518,94.95,133.6,88.71,1428.39
2012-11-07,532.5,95.95,132.1,84.44,1394.53
2012-11-08,524,94.8,132.3,85.09,1377.51
2012-11-09,537,93.15,132.4,86.07,1379.85
2012-11-12,534.5,94.05,133.2,85.57,1380.03
2012-11-13,531.5,93.3,132.6,85.38,1374.53
2012-11-14,526.5,93.9,131.5,86.32,1355.49
2012-11-15,525,94.2,128.9,85.45,1353.33
2012-11-16,534,93,129,86.67,1359.88
2012-11-19,536,93.8,130.2,89.28,1386.89
2012-11-20,541,93.05,130.8,86.75,1387.81
2012-11-21,539,93.15,133,87.38,1391.03
2012-11-22,546,94.15,135.3,87.5,1400.09
2012-11-23,546,95,135.3,87.62,1409.15
2012-11-26,541,93.5,134.9,87.74,1406.29
2012-11-27,547,94.3,134.7,87.18,1398.94
2012-11-28,549,93.95,132.2,86.49,1409.93
2012-11-29,559,96.9,134.7,88.07,1415.95
2012-11-30,558.5,98.35,135.4,88.91,1416.18
2012-12-03,562.5,98.2,135.7,89.09,1409.46
2012-12-04,559.5,99,134,88.5,1407.05
2012-12-05,559,98.45,136.9,87.88,1409.28
2012-12-06,565,98.5,140.1,86.26,1413.94
2012-12-07,564.5,98.5,139,85.93,1418.07
2012-12-10,570.5,98,139,85.56,1418.55
2012-12-11,570.5,96.95,140.2,85.79,1427.84
2012-12-12,564,98.7,138.3,86.77,1428.48
2012-12-13,562,98.25,139.9,85.89,1419.45
2012-12-14,558.5,99.35,140.1,86.73,1413.58
2012-12-17,549.5,97.85,138.5,87.2,1430.36
2012-12-18,545.5,96.1,140,87.93,1446.79
2012-12-19,548,96.75,140.8,89.51,1435.81
2012-12-20,552.5,97.95,143.7,90.13,1443.69
2012-12-21,550,96.4,144,88.66,1430.15
2012-12-27,552,96.55,145.4,90.87,1418.1
2012-12-28,554,95.65,145.7,90.8,1402.43
2013-01-02,561,97.7,148.3,93.12,1462.42
2013-01-03,558,98.4,146.9,92.92,1459.37
2013-01-04,565,99.65,146.5,93.09,1466.47
2013-01-07,569,101.7,147,93.19,1461.89
2013-01-08,573,103.4,145.5,93.15,1457.15
2013-01-09,569,106.5,145.3,93.1,1461.02
2013-01-10,566.5,107.8,144.5,93.82,1472.12
2013-01-11,564.5,106.2,144,93.56,1472.05
2013-01-14,554,106,142.9,94.14,1470.68
2013-01-15,563.5,108.6,143.4,93.28,1472.34
2013-01-16,578,107.6,142.9,94.24,1472.63
2013-01-17,575.5,107.4,144,95.49,1480.94
2013-01-18,574.5,109,146.3,95.56,1485.98
2013-01-21,573,108.2,147.6,95.9,1489.27
2013-01-22,569.5,107.4,147.2,96.24,1492.56
2013-01-23,576,104.4,147.2,95.23,1494.81
2013-01-24,581,106,146.8,95.95,1494.82
2013-01-25,598.5,106.7,146.5,95.88,1502.96
2013-01-28,590.5,105.8,145,96.44,1500.18
2013-01-29,592.5,105.5,144.2,97.57,1507.84
2013-01-30,594,107,143.8,97.94,1501.96
2013-01-31,588,105.4,141,97.49,1498.11
2013-02-01,597.5,107.2,142.9,97.77,1513.17
2013-02-04,592,105.6,140,96.17,1495.71
2013-02-05,592.5,107.2,141.5,96.64,1511.29
2013-02-06,589.5,104.5,139,96.62,1512.12
2013-02-07,592,107.7,138.9,95.83,1509.39
2013-02-08,592,110.2,139,95.72,1517.93
2013-02-11,591,107.4,137.5,97.03,1517.01
2013-02-12,586,107.1,140.1,97.51,1519.43
2013-02-13,590.5,106.8,142.5,97.01,1520.33
2013-02-14,592.5,107.4,143.1,97.31,1521.38
2013-02-15,602.5,108.3,142.9,95.86,1519.79
2013-02-18,567.5,107.6,141.9,96.26,1525.365
2013-02-19,567,108.5,142.9,96.66,1530.94
2013-02-20,580,109,140,94.46,1511.95
2013-02-21,579,106.1,137.8,92.84,1502.42
2013-02-22,591.5,107.8,140.2,93.13,1515.6
2013-02-25,589,107.2,139.5,93.11,1487.85
2013-02-26,583.5,105.4,140.3,92.63,1496.94
2013-02-27,578.5,106.1,140.6,92.76,1515.99
2013-02-28,587,106.3,140.3,92.05,1514.68
2013-03-01,588,108.1,139.5,90.68,1518.2
2013-03-04,594.5,108.9,140.6,90.12,1525.2
2013-03-05,595,111.3,143.4,90.82,1539.79
2013-03-06,592.5,106.1,142.3,90.43,1541.46
2013-03-07,590,108,141.4,91.56,1544.26
2013-03-08,594,109.3,143.5,91.95,1551.18
2013-03-11,589,108.4,143.4,92.06,1556.22
2013-03-12,590,109.8,144.6,92.54,1552.48
2013-03-13,588.5,109.7,142.5,92.52,1554.52
2013-03-14,593,109.7,143.6,93.03,1563.23
2013-03-15,590,109.1,145,93.45,1560.7
2013-03-18,586,107.2,144.6,93.74,1552.1
2013-03-19,585.5,105.6,144.1,92.16,1548.34
2013-03-20,587.5,105.9,144.1,92.96,1558.71
2013-03-21,576,105.8,143.6,92.45,1545.8
2013-03-22,571.5,107.4,141.7,93.71,1556.89
2013-03-25,564,106.3,142.2,94.81,1551.69
2013-03-26,573,105.4,141.5,96.34,1563.77
2013-03-27,566,104,140.5,96.58,1562.85
2013-04-02,571,104.1,143.2,97.19,1570.25
2013-04-03,566,106.1,143.3,94.45,1553.69
2013-04-04,562.5,104.3,141.7,93.26,1559.98
2013-04-05,548.5,104.1,137,92.7,1553.28
2013-04-08,560.5,103.2,136.8,93.36,1563.07
2013-04-09,567,103.6,137.9,94.2,1568.61
2013-04-10,577.5,107,140.9,94.64,1587.73
2013-04-11,576.5,108.4,140.7,93.51,1593.37
2013-04-12,568,106.4,138.2,91.29,1588.85
2013-04-15,560,104.4,136.1,88.71,1552.36
2013-04-16,559,104.1,135.6,88.72,1574.57
2013-04-17,545,102.2,132.5,86.68,1552.01
2013-04-18,541,101.7,132.4,87.73,1541.61
2013-04-19,546.5,102.8,134.7,88.01,1555.25
2013-04-22,540.5,102.5,136,88.76,1562.5
2013-04-23,541.5,105.2,137.4,89.18,1578.78
2013-04-24,525,107.3,137.8,91.43,1578.79
2013-04-25,525,107.8,141.5,93.64,1585.16
2013-04-29,516,108.7,141.6,94.5,1593.61
2013-04-30,525.5,107,142.5,93.46,1597.57
2013-05-01,533,109,140.4,91.03,1582.7
2013-05-02,542.5,103.1,138.7,93.99,1597.59
2013-05-03,543.5,102.7,137,95.61,1614.42
2013-05-06,547.5,101.8,135,96.16,1617.5
2013-05-07,556.5,103.6,137.1,95.62,1625.96
2013-05-08,581,104.4,140,96.62,1632.69
2013-05-13,574.5,103.3,139.8,95.17,1633.77
2013-05-14,579,103.5,140.6,94.21,1650.34
2013-05-15,576.5,102.3,141.5,94.3,1658.78
2013-05-16,573.5,102.4,140.2,95.16,1650.47
2013-05-17,569.5,103.2,138.9,96.02,1667.47
2013-05-21,571.5,103,139.4,96.16,1669.16
2013-05-22,571,106.3,141.3,94.28,1655.35
2013-05-23,562,104.3,138.6,94.25,1650.51
2013-05-24,562,105.4,138.9,94.15,1649.6
2013-05-27,563,106.9,139.2,94.58,1654.83
2013-05-28,564.5,112,141,95.01,1660.06
2013-05-29,555,111.1,138.1,93.13,1648.36
2013-05-30,552,114.5,139,93.61,1654.41
2013-05-31,548,113.4,138.3,91.97,1630.74
2013-06-03,555,113,137.3,93.45,1640.42
2013-06-04,543.5,114.3,139,93.31,1631.38
2013-06-06,527.5,111,139,94.76,1622.56
2013-06-07,533,112,139,96.03,1643.38
2013-06-10,529,113.5,140,95.77,1642.81
2013-06-11,514.5,111.5,136.6,95.38,1626.13
2013-06-12,514,110.5,135.5,95.88,1612.52
2013-06-13,515,111,136.4,96.69,1636.36
2013-06-14,515,111.1,136.6,97.85,1626.73
2013-06-17,512,111.7,137.9,97.77,1639.04
2013-06-18,517,104.9,137.8,98.44,1651.81
2013-06-19,526,102.1,138.3,98.24,1628.93
2013-06-20,510.5,99.9,135.6,95.4,1588.19
2013-06-21,510,99.6,135.9,93.69,1592.43
2013-06-24,503.5,97.2,134,95.18,1573.09
2013-06-25,520.5,98.6,135.1,95.32,1588.03
2013-06-26,517,99.6,135.7,95.5,1603.26
2013-06-27,528.5,99.05,139,97.05,1613.2
2013-06-28,513,98,139.7,96.56,1606.28
2013-07-01,516,98.95,142.2,97.99,1614.96
2013-07-02,506,100,144.2,99.6,1614.08
2013-07-03,508.5,98.1,143.7,100.806666666667,1615.41
2013-07-04,523,100.4,144.9,102.013333333333,1623.65
2013-07-05,521.5,100.1,144.8,103.22,1631.89
2013-07-08,527.5,103,145.9,103.14,1640.46
2013-07-09,529.5,103.2,146.2,103.53,1652.32
2013-07-10,535,102,148.5,106.52,1652.62
2013-07-11,544.5,102,149,104.91,1675.02
2013-07-12,533,101,148.4,105.95,1680.19
2013-07-15,539.5,101.8,148.8,106.32,1682.5
2013-07-16,537,100.9,147.5,106,1676.26
2013-07-17,537,104,148.4,106.48,1680.91
2013-07-18,531.5,104.3,148.5,108.04,1689.37
2013-07-19,530,103.8,148.7,108.05,1692.09
2013-07-22,530,103.5,148.4,106.91,1695.53
2013-07-23,540,105,147.9,107.23,1692.39
2013-07-24,548,106.9,149,105.39,1685.94
2013-07-25,550,104.8,145.5,105.49,1690.25
2013-07-26,546.5,103.3,145,104.7,1691.65
2013-07-29,552,103.3,144.7,104.55,1685.33
2013-07-30,560,103.9,150.1,103.08,1685.96
2013-07-31,555.5,103.3,147,105.03,1685.73
2013-08-01,557.5,112.9,148,107.89,1706.87
2013-08-02,565.5,113.3,147.7,106.94,1709.67
2013-08-05,564.5,114.4,148,106.56,1707.14
2013-08-06,561,111.3,147.3,105.3,1697.37
2013-08-07,555,112,147.7,104.37,1690.91
2013-08-08,557.5,113,148.1,103.4,1697.48
2013-08-09,569.5,114.4,148.2,105.97,1691.42
2013-08-12,568.5,113.2,148,106.11,1689.47
2013-08-13,582.5,114.9,149,106.83,1694.16
2013-08-14,588,115,149.7,106.85,1685.39
2013-08-15,581.5,115,147.5,107.33,1661.32
2013-08-16,573.5,117.9,148,107.46,1655.83
2013-08-19,569,117.8,148.9,107.1,1646.06
2013-08-20,563.5,114.5,146.7,104.97,1652.35
2013-08-21,554.5,115.3,146.3,103.85,1642.8
2013-08-22,554.5,116.4,148,105.03,1656.96
2013-08-23,554.5,116.8,148.1,106.42,1663.5
2013-08-26,554,116.1,148,105.92,1656.78
2013-08-27,540,113.9,146.6,109.01,1630.48
2013-08-28,541.5,114.4,147,110.1,1634.96
2013-08-29,545.5,114.8,147.1,108.8,1638.17
2013-08-30,547.5,113,148.1,107.65,1632.97
2013-09-02,552.5,114.8,151.5,108.095,1636.37
2013-09-03,550.5,114.6,151.2,108.54,1639.77
2013-09-04,550,114,152.6,107.23,1653.08
2013-09-05,554.5,115.4,152.7,108.37,1655.08
2013-09-06,554.5,114.9,153.5,110.53,1655.17
2013-09-09,554,115.9,154.5,109.52,1671.71
2013-09-10,566,119.3,157.9,107.39,1683.99
2013-09-11,567,119.7,157.1,107.56,1689.13
2013-09-12,570,117.5,156.9,108.6,1683.42
2013-09-13,579,116.4,157.3,108.21,1687.99
2013-09-16,577,120.5,158.9,106.59,1697.6
2013-09-17,579,120.9,160.5,105.42,1704.76
2013-09-18,568,123.7,160.8,108.07,1725.52
2013-09-19,579.5,125,161,106.39,1722.34
2013-09-20,575,124.8,161.7,104.68,1709.91
2013-09-23,575.5,122.8,161.2,103.59,1701.84
2013-09-24,572,122.7,158.2,103.13,1697.42
2013-09-25,577,121.4,158.2,102.66,1692.77
2013-09-26,575.5,122.4,159.7,103.03,1698.67
2013-09-27,567.5,121,159.7,102.87,1691.75
2013-09-30,568,118.7,156.4,102.33,1681.55
2013-10-01,566.5,120.5,157.5,102.04,1695
2013-10-02,565,121.9,156.1,104.1,1693.87
2013-10-03,565.5,123,155.6,103.31,1678.66
2013-10-04,562,122.6,154.7,103.84,1690.5
2013-10-07,566,120.6,154.7,103.03,1676.12
2013-10-08,567,121.3,153.5,103.49,1655.45
2013-10-09,554,120.5,153,101.61,1656.4
2013-10-10,565,121.5,156,103.01,1692.56
2013-10-11,562.5,123,156.7,102.02,1703.2
2013-10-14,562.5,121.5,156.6,102.41,1710.14
2013-10-15,564.5,122.9,156.5,101.21,1698.06
2013-10-16,577,123.5,158.5,102.29,1721.54
2013-10-17,574.5,123.3,156.1,100.67,1733.15
2013-10-18,583.5,124.2,154.8,100.81,1744.5
2013-10-21,583.5,123.4,158.2,99.22,1744.66
2013-10-22,589,126,158,97.8,1754.67
2013-10-23,572,124.5,157,96.86,1746.38
2013-10-24,565,126.2,158.7,97.11,1752.07
2013-10-25,566,127.4,158.9,97.85,1759.77
2013-10-28,571,125.9,157.4,98.68,1762.11
2013-10-29,568,126.6,157.6,98.2,1771.95
2013-10-30,568,125.7,159.8,96.77,1763.31
2013-10-31,548.5,128.3,160.7,96.38,1756.54
2013-11-01,552.5,129.5,160,94.61,1761.64
2013-11-04,558,128.3,160.5,94.62,1767.93
2013-11-05,551.5,125.5,159.4,93.37,1762.97
2013-11-06,552.5,127.1,161.8,94.8,1770.49
2013-11-07,555,127.7,162.3,94.2,1747.15
2013-11-08,549.5,126.6,161.7,94.6,1770.61
2013-11-11,550,126.9,162.7,95.14,1771.89
2013-11-12,548.5,125.6,161.2,93.04,1767.69
2013-11-13,549,123.4,160.5,93.88,1782
2013-11-14,559,123.6,162,93.76,1790.62
2013-11-15,563,123.2,162,93.84,1798.18
2013-11-18,576,123.9,162.7,93.03,1791.53
2013-11-19,578,122.5,161.5,93.34,1787.87
2013-11-20,583.5,120.3,160.5,93.33,1781.37
2013-11-21,582.5,122,160.8,95.44,1795.85
2013-11-22,582,122.6,161.2,94.84,1804.76
2013-11-25,587.5,122.8,162.2,94.09,1802.48
2013-11-26,586,121.3,162.1,93.68,1802.75
2013-11-27,594,122.3,163.8,92.3,1807.23
2013-11-28,597,124.9,166.8,92.8066666666667,1806.52
2013-11-29,601.5,124.8,168,93.3133333333333,1805.81
2013-12-02,607,123.9,167.2,93.82,1800.9
2013-12-03,597.5,122.7,166,96.04,1795.15
2013-12-04,597,121.3,165.1,97.2,1792.81
2013-12-05,595,121.2,165.3,97.38,1785.03
2013-12-06,591,122.2,165.6,97.65,1805.09
2013-12-09,594,121.7,167.8,97.34,1808.37
2013-12-10,592,121.7,169,98.51,1802.62
2013-12-11,592,121.5,167,97.44,1782.22
2013-12-12,579,120.2,166.8,97.5,1775.5
2013-12-13,572,119.4,166.2,96.6,1775.32
2013-12-16,580,120.4,166.7,97.48,1786.54
2013-12-17,572,119.3,166.3,97.22,1781
2013-12-18,573,120.3,169.3,97.8,1810.65
2013-12-19,584,121,171.2,98.77,1809.6
2013-12-20,586,123.7,174,99.32,1818.32
2013-12-23,586.5,124.3,176.8,98.91,1827.99
2013-12-27,596,124.3,178.2,100.32,1841.4
2013-12-30,600,124.4,177.8,99.29,1841.07
2014-01-02,594.5,124.2,177.7,95.44,1831.98
2014-01-03,596,124.2,179.7,93.96,1831.37
2014-01-06,594.5,126.7,177.5,93.43,1826.77
2014-01-07,598.5,128.6,176.7,93.67,1837.88
2014-01-08,588.5,129.8,179,92.33,1837.49
2014-01-09,585.5,129.2,178.7,91.66,1838.13
2014-01-10,582,128.8,178.2,92.72,1842.37
2014-01-13,581,129.9,182.3,91.8,1819.2
2014-01-14,576,129.2,178.8,92.59,1838.88
2014-01-15,584.5,130.2,182.5,94.17,1848.38
2014-01-16,594,130.9,182.6,93.96,1845.89
2014-01-17,592.5,131.1,184.1,94.37,1838.7
2014-01-20,588.5,130.1,183.2,94.68,1841.25
2014-01-21,598,131,185.1,94.99,1843.8
2014-01-22,601.5,131,183.3,96.73,1844.86
2014-01-23,592.5,130,181,97.32,1828.46
2014-01-24,575,127.7,176.2,96.64,1790.29
2014-01-27,562,124.7,173,95.72,1781.56
2014-01-28,556,125.3,176.9,97.41,1792.5
2014-01-29,547,124.1,177.6,97.36,1774.2
2014-01-30,545,125,178.1,98.23,1794.19
2014-01-31,539,124.8,177.4,97.49,1782.59
2014-02-03,545,123.5,176.7,96.43,1741.89
2014-02-04,542,124.2,174.7,97.19,1755.2
2014-02-05,545.5,125.6,175.7,97.38,1751.64
2014-02-06,552.5,130.2,168.9,97.84,1773.43
2014-02-07,546,135.3,173.7,99.88,1797.02
2014-02-10,557.5,137.9,169.5,100.06,1799.84
2014-02-11,562.5,137.6,166.2,99.94,1819.75
2014-02-12,556,137.7,165.3,100.37,1819.26
2014-02-13,548.5,137.6,166.1,100.35,1829.83
2014-02-14,556.5,138.4,168.3,100.3,1838.63
2014-02-17,557,139.9,168.2,101.365,1839.695
2014-02-18,546,139,167.8,102.43,1840.76
2014-02-19,585,139,168.7,103.31,1828.75
2014-02-20,587,138.5,168.5,102.92,1839.78
2014-02-21,589,138.9,172.3,102.2,1836.25
2014-02-24,589,139.7,172.5,102.82,1847.61
2014-02-25,576.5,142,171.7,101.83,1845.12
2014-02-26,574,142.5,171,102.59,1845.16
2014-02-27,568.5,142.6,172.8,102.4,1854.29
2014-02-28,570.5,143.2,173.2,102.59,1859.45
2014-03-03,540.5,139.5,169.3,104.92,1845.73
2014-03-04,545,143.5,172.6,103.33,1873.91
2014-03-05,548.5,145.8,171.7,101.45,1873.81
2014-03-06,546,146.9,172.1,101.56,1877.03
2014-03-07,541,148,172.3,102.58,1878.04
2014-03-10,542.5,145.5,170.6,101.12,1877.17
2014-03-11,542.5,147.7,171.5,100.03,1867.63
2014-03-12,537,145.8,169.8,97.99,1868.2
2014-03-13,532,146.2,168,98.2,1846.34
2014-03-14,529.5,141.8,167.4,98.89,1841.13
2014-03-17,529.5,142.6,166.8,98.08,1858.83
2014-03-18,537,145.7,166.8,99.7,1872.25
2014-03-19,535,145.5,163.3,100.37,1860.77
2014-03-20,522,144.9,161.8,99.43,1872.01
2014-03-21,516.5,145.3,161.7,99.46,1866.52
2014-03-24,513.5,144.3,161.2,99.6,1857.44
2014-03-25,537.5,142.1,164.2,99.19,1865.62
2014-03-26,538,145.5,167.5,100.26,1852.56
2014-03-27,533,145.5,168.9,101.28,1849.04
2014-03-28,535,148,172.9,101.67,1857.62
2014-03-31,539,151,174.9,101.58,1872.34
2014-04-01,538.5,153.2,173.7,99.74,1885.52
2014-04-02,545.5,153.3,174,99.62,1890.9
2014-04-03,550,153.2,173.5,100.29,1888.77
2014-04-04,554,154.8,177.4,101.14,1865.09
2014-04-07,544,154.8,175.4,100.44,1845.04
2014-04-08,542.5,150.8,173.4,102.56,1851.96
2014-04-09,543,152,174.8,103.6,1872.18
2014-04-10,539.5,150.3,172.6,103.4,1833.08
2014-04-11,538,150,171.1,103.74,1815.69
2014-04-14,535.5,147.5,169.4,104.05,1830.61
2014-04-15,527.5,146.1,170.1,103.75,1842.98
2014-04-16,536.5,149.5,174.2,103.76,1862.31
2014-04-22,543.5,152.1,177,102.13,1879.55
2014-04-23,538.5,152,178,101.44,1875.39
2014-04-24,532,153.2,177.7,101.94,1878.61
2014-04-25,530,150.8,174.1,100.6,1863.4
2014-04-28,528,149.8,175.4,100.84,1869.43
2014-04-29,537.5,153.8,175.9,101.28,1878.33
2014-04-30,537.5,152,179.5,99.74,1883.95
2014-05-01,538,154.5,176.5,99.42,1883.68
2014-05-02,530.5,153.1,177.9,99.76,1881.14
2014-05-05,529.5,153,177.7,99.48,1884.66
2014-05-06,534.5,153,177.5,99.5,1867.72
2014-05-07,540,153,177.1,100.77,1878.21
2014-05-08,553,153.1,177.8,100.26,1875.63
2014-05-09,546,152.9,178.5,99.99,1878.48
2014-05-12,547.5,152.7,178.4,100.59,1896.65
2014-05-13,552,152.3,177.1,101.7,1897.45
2014-05-14,554.5,152.8,177.6,102.37,1888.53
2014-05-15,555.5,149.3,177.2,101.5,1870.85
2014-05-19,564,146.9,174.2,102.61,1885.08
2014-05-20,563,149.5,175,102.44,1872.83
2014-05-21,563.5,150.8,176.8,104.07,1888.03
2014-05-22,570.5,151.1,177.7,103.74,1892.49
2014-05-23,570,150,178,104.35,1900.53
2014-05-26,572.5,152.5,180.7,104.23,1906.22
2014-05-27,571.5,153.2,180.9,104.11,1911.91
2014-05-28,569,153.9,182.4,102.72,1909.78
2014-06-02,570.5,154.8,180.5,102.47,1924.97
2014-06-03,570,153.7,181.8,102.66,1924.24
2014-06-04,570,154.4,181.7,102.64,1927.88
2014-06-06,571.5,155.5,183.9,102.66,1949.44
2014-06-10,582.5,156.8,184.6,104.35,1950.79
2014-06-11,578,156,181,104.4,1943.89
2014-06-12,579,155.6,180.2,106.53,1930.11
2014-06-13,579,156,178.5,106.91,1936.16
2014-06-16,579.5,155.7,177.5,106.9,1937.78
2014-06-17,574.5,155.6,178,106.36,1941.99
2014-06-18,574.5,156.2,177.2,105.97,1956.98
2014-06-19,585.5,155.8,178.2,106.43,1959.48
2014-06-20,575,154,179.5,107.26,1962.87
2014-06-23,581,153.6,177.5,106.17,1962.61
2014-06-24,580.5,154,176.9,106.03,1949.98
2014-06-25,575.5,153.4,175.5,106.5,1959.53
2014-06-26,572,154.8,174.8,105.84,1957.22
2014-06-27,578.5,155.2,178.2,105.74,1960.96
2014-07-01,589.5,155.8,178.1,105.34,1973.32
2014-07-02,584.5,156.4,180.1,104.48,1974.62
2014-07-03,582.5,156.4,181.3,104.163333333333,1985.44
2014-07-04,589,156,180.7,103.846666666667,1981.545
2014-07-07,582,155.7,179.7,103.53,1977.65
2014-07-08,584,153,176.2,103.4,1963.71
2014-07-09,582,152,176.8,102.29,1972.83
2014-07-10,576,150.7,172.9,102.93,1964.68
2014-07-11,577,151.9,175.2,100.83,1967.57
2014-07-14,584.5,152.3,178.4,100.91,1977.1
2014-07-15,582,152.5,177.8,99.96,1973.28
2014-07-16,584,155.4,182,101.2,1981.57
2014-07-17,582,155.1,180.3,103.19,1958.12
2014-07-18,572,154,178.3,103.13,1978.22
2014-07-21,572,153.5,176.7,104.59,1973.63
2014-07-22,570.5,155.3,176.7,104.42,1983.53
2014-07-23,573,155.7,177,103.12,1987.01
2014-07-24,572.5,162.9,176.8,102.07,1987.98
2014-07-25,565.5,164,176.6,102.09,1978.34
2014-07-28,559,163.9,173.9,101.67,1978.91
2014-07-29,565,162.7,174.5,100.97,1969.95
2014-07-30,549.5,163.4,177.8,100.27,1970.07
2014-07-31,535,161.3,176,98.17,1930.67
2014-08-01,533.5,159.2,173.6,97.88,1925.15
2014-08-04,535.5,157.6,171.9,98.29,1938.99
2014-08-05,531.5,158.4,171.8,97.38,1920.21
2014-08-06,533,156.1,170.7,96.92,1920.24
2014-08-07,521.5,154.8,170.5,97.34,1909.57
2014-08-08,516,152,169.2,97.65,1931.59
2014-08-11,523.5,155.5,172.1,98.08,1936.92
2014-08-12,525.5,156.5,172.5,97.37,1933.75
2014-08-13,527,157.8,174.6,97.59,1946.72
2014-08-14,541,157.5,173.8,95.58,1955.18
2014-08-15,533,156,174.2,97.35,1955.06
2014-08-18,541,158.3,176.6,96.41,1971.74
2014-08-19,539.5,160.3,177.1,94.48,1981.6
2014-08-20,520,158.9,176.7,96.07,1986.51
2014-08-21,518,159.9,177.1,93.96,1992.37
2014-08-22,511.5,159,176.6,93.65,1988.4
2014-08-25,523.5,159.9,177,93.35,1997.92
2014-08-26,525,160.5,176.8,93.86,2000.02
2014-08-27,523.5,161.5,177,93.88,2000.12
2014-08-28,521,160.5,173.5,94.55,1996.74
2014-08-29,517,159.4,173.9,95.96,2003.37
2014-09-01,516.5,158.6,172.4,94.42,2002.825
2014-09-02,517.5,158.7,173.3,92.88,2002.28
2014-09-03,529.5,160.5,174.5,95.54,2000.72
2014-09-04,533.5,162,174.7,94.45,1997.65
2014-09-05,537,162,174.4,93.29,2007.71
2014-09-08,541.5,162.7,173.4,92.66,2001.54
2014-09-09,539,162.5,172.6,92.75,1988.44
2014-09-10,537.5,162.3,172,91.67,1995.69
2014-09-11,539,161.4,171.7,92.83,1997.45
2014-09-12,535.5,161.4,172.3,92.27,1985.54
2014-09-15,550,163,171.9,92.92,1984.13
2014-09-16,545.5,161.6,170.4,94.88,1998.98
2014-09-17,550,163.5,171.7,94.42,2001.57
2014-09-18,548,165.2,172.1,93.07,2011.36
2014-09-19,552,163.3,176.4,92.41,2010.4
2014-09-22,548,165,175.4,91.52,1994.29
2014-09-23,538,163.5,172.2,91.56,1982.77
2014-09-24,538,162,169.4,92.8,1998.3
2014-09-25,529,163.1,171,92.53,1965.99
2014-09-26,529.5,163.3,169.6,93.54,1982.85
2014-09-29,522,159.5,167.5,94.57,1977.8
2014-09-30,524,160.2,166,91.16,1972.29
2014-10-01,517.5,159.9,165.3,90.73,1946.16
2014-10-02,513.5,154.6,163.2,91.01,1946.17
2014-10-03,518,157.9,165,89.74,1967.9
2014-10-06,519,159,163.6,90.34,1964.82
2014-10-07,516.5,155.7,160.8,88.85,1935.1
2014-10-08,517,151.4,157.6,87.31,1968.89
2014-10-09,517.5,150.2,157.5,85.77,1928.21
2014-10-10,509,148.2,152.2,85.82,1906.13
2014-10-13,506.5,146.4,153.5,85.74,1874.74
2014-10-14,511,148.7,157.6,81.84,1877.7
2014-10-15,495.9,145.3,154,81.78,1862.49
2014-10-16,489.7,142.6,152.2,82.7,1862.76
2014-10-17,500.5,150.8,158.2,82.75,1886.76
2014-10-20,505.5,149,156.5,82.71,1904.01
2014-10-21,509.5,153.6,162.1,82.81,1941.28
2014-10-22,516,156,164.9,80.52,1927.11
2014-10-23,513,158.1,165.5,82.09,1950.82
2014-10-24,512.5,157.1,162.8,81.01,1964.58
2014-10-27,513.5,157,163.5,81,1961.63
2014-10-28,513.5,157.7,165.7,81.42,1985.05
2014-10-29,521,158.1,171.7,82.2,1982.3
2014-10-30,522,161.3,174.4,81.12,1994.65
2014-10-31,523,162.9,177.6,80.54,2018.05
2014-11-03,522.5,162.4,177,78.78,2017.81
2014-11-04,515.5,161,177.4,77.19,2012.1
2014-11-05,514,163,177.5,78.68,2023.57
2014-11-06,515.5,162,180.6,77.91,2031.21
2014-11-07,509.5,160.4,179,78.65,2031.92
2014-11-10,525.5,160.2,180.5,77.4,2038.26
2014-11-11,515.5,160.2,182.1,77.94,2039.68
2014-11-12,512,157.7,179.4,77.18,2038.25
2014-11-13,512,158.1,181,74.21,2039.33
2014-11-14,511.5,158.5,179.6,75.82,2039.82
2014-11-17,515,159.1,179.5,75.64,2041.32
2014-11-18,517,160.3,183.5,74.61,2051.8
2014-11-19,513,162,181.7,74.58,2048.72
2014-11-20,519.5,161.5,183.1,75.58,2052.75
2014-11-21,540,163.2,186.1,76.51,2063.5
