"Date","Carlsberg","DanskeBank","DSV","OilPrice","SP500"
2014-11-24,546.5,165.9,185.7,75.78,2069.41
2014-11-25,537.5,167,187.1,74.09,2067.03
2014-11-26,542,167.8,186.1,73.69,2072.83
2014-11-27,537.5,169,186.4,72.1266666666667,2070.195
2014-11-28,533,170,187.4,70.5633333333333,2067.56
2014-12-01,528,168.2,188.7,69,2053.44
2014-12-02,530,169.3,189.6,66.88,2066.55
2014-12-03,516,170.5,187,67.38,2074.33
2014-12-04,518.5,167.2,185.6,66.81,2071.92
2014-12-05,525,170.8,187.7,65.84,2075.37
2014-12-08,518.5,169.2,187.7,63.05,2060.31
2014-12-09,510,168,184.5,63.82,2059.82
2014-12-10,512,167.6,183.9,60.94,2026.14
2014-12-11,505,168.4,183.8,59.95,2035.33
2014-12-12,491.2,165,181.6,57.81,2002.33
2014-12-15,483,160.3,180.9,55.91,1989.63
2014-12-16,451.5,158.5,180.6,55.93,1972.74
2014-12-17,475,162.2,184.9,56.47,2012.89
2014-12-18,475.6,166.7,185.5,54.11,2061.23
2014-12-19,478.4,167.5,188.5,56.52,2070.65
2014-12-22,485.4,167.2,190,55.26,2078.54
2014-12-23,488,167.7,189.4,57.12,2082.17
2014-12-29,485,167.8,188.6,53.61,2090.57
2014-12-30,478.8,167.4,188.2,54.12,2080.35
2015-01-02,476.8,168.3,190.3,52.69,2058.2
2015-01-05,467.3,164.7,189.2,50.04,2020.58
2015-01-06,468.6,163.4,187.5,47.93,2002.61
2015-01-07,464.7,161.9,188.1,48.65,2025.9
2015-01-08,478.5,162.9,193.2,48.79,2062.14
2015-01-09,478.1,160,193.4,48.36,2044.81
2015-01-12,473.1,160,196,46.07,2028.26
2015-01-13,477.3,163.5,198.7,45.89,2023.03
2015-01-14,480.3,159,196.4,48.48,2011.27
2015-01-15,480.4,161,196.2,46.25,1992.67
2015-01-16,480.5,162,197.3,48.69,2019.42
2015-01-19,481.9,164.5,197.6,47.54,2020.985
2015-01-20,481.8,166.2,196.3,46.39,2022.55
2015-01-21,488.2,167.7,198.3,47.78,2032.12
2015-01-22,491.8,171.5,199.3,46.31,2063.15
2015-01-23,500.5,170.6,200.5,45.59,2051.82
2015-01-26,491.5,172.8,205.3,45.15,2057.09
2015-01-27,487.9,170.7,200.8,46.23,2029.55
2015-01-28,489.3,172.5,205,44.45,2002.16
2015-01-29,485.4,172.8,205.5,44.53,2021.25
2015-01-30,485,171.1,207.8,48.24,1994.99
2015-02-02,492,172.2,206.3,49.57,2020.85
2015-02-03,499.9,174.7,209.3,53.05,2050.03
2015-02-04,495.5,178.3,208.5,48.45,2041.51
2015-02-05,503.5,174.1,208.1,50.48,2062.52
2015-02-06,499,169,199.4,51.69,2055.47
2015-02-09,491.1,167,199,52.86,2046.74
2015-02-10,491.4,169.5,201.4,50.02,2068.59
2015-02-11,507.5,164.7,201.8,48.84,2068.53
2015-02-12,523.5,165.1,208,51.21,2088.48
2015-02-13,526,166.8,205.9,52.78,2096.99
2015-02-16,523.5,169.4,206.2,53.155,2098.665
2015-02-17,535.5,169.2,205.2,53.53,2100.34
2015-02-18,526.5,172.3,208.4,52.14,2099.68
2015-02-19,539.5,172.4,209.9,51.16,2097.45
2015-02-20,540.5,173.7,211,50.34,2110.3
2015-02-23,539.5,176.5,213.5,49.45,2109.66
2015-02-24,542.5,176.8,214.2,49.28,2115.48
2015-02-25,539.5,174.6,215.6,50.99,2113.86
2015-02-26,554.5,176.4,216.1,48.17,2110.74
2015-02-27,570.5,176.6,215.4,49.76,2104.5
2015-03-02,559,177.5,217.7,49.59,2117.39
2015-03-03,566,175.6,216,50.52,2107.78
2015-03-04,564,174.9,213.5,51.53,2098.53
2015-03-05,573.5,175.9,217.5,50.76,2101.04
2015-03-06,577.5,176,217.1,49.61,2071.26
2015-03-09,581.5,176.1,217.2,50,2079.43
2015-03-10,577,174.9,218.4,48.29,2044.16
2015-03-11,580,175.9,219.9,48.17,2040.24
2015-03-12,581,176,219.2,47.05,2065.95
2015-03-13,579,175.5,218.1,44.84,2053.4
2015-03-16,578.5,176,220.1,43.88,2081.19
2015-03-17,577,174.2,216.1,43.46,2074.28
2015-03-18,580,175.3,216.5,44.66,2099.5
2015-03-19,573,172.3,217.5,43.96,2089.27
2015-03-20,578.5,175.2,217.1,45.72,2108.1
2015-03-23,580,178.4,217,47.45,2104.42
2015-03-24,579.5,179.6,217,47.51,2091.5
2015-03-25,571,179.1,216.5,49.21,2061.05
2015-03-26,571.5,176.9,212.6,51.43,2056.15
2015-03-27,566,182.7,213.6,48.87,2061.02
2015-03-30,571,184.8,216.8,48.68,2086.24
2015-03-31,574,183.5,216.3,47.6,2067.89
2015-04-01,577,186.5,219,50.09,2059.69
2015-04-07,590,188.1,224.1,53.98,2076.33
2015-04-08,594.5,188.1,225.7,50.42,2081.9
2015-04-09,605,190.2,226.4,50.79,2091.18
2015-04-10,605,190.6,232.1,51.64,2102.06
2015-04-13,609,191,231.6,51.91,2092.43
2015-04-14,603.5,190.1,227.7,53.29,2095.84
2015-04-15,619.5,191.2,228.6,56.39,2106.63
2015-04-16,619.5,190,228.5,56.71,2104.99
2015-04-17,601,187.2,225.1,55.74,2081.18
2015-04-20,603.5,193.8,225.7,56.38,2100.4
2015-04-21,614,196.9,227.4,55.26,2097.29
2015-04-22,614.5,196.9,219.6,56.16,2107.96
2015-04-23,609,196,221.2,57.74,2112.93
2015-04-24,615.5,196.2,224.8,57.15,2117.69
2015-04-27,630,198.6,229.3,56.99,2108.92
2015-04-28,628,196.8,223.3,57.06,2114.76
2015-04-29,619,193,220,58.58,2106.85
2015-04-30,607,189,231.3,59.63,2085.51
2015-05-04,614,192.7,232.6,58.93,2114.49
2015-05-05,624,189.7,229,60.4,2089.46
2015-05-06,616.5,188.7,225.5,60.93,2080.15
2015-05-07,612.5,193,228.2,58.94,2088
2015-05-08,621.5,194.9,229,59.39,2116.1
2015-05-11,638,195.3,231.4,59.25,2105.33
2015-05-12,608,192.7,228.2,60.75,2099.12
2015-05-13,608,194.8,227.2,60.5,2098.48
2015-05-18,619,194.2,229,59.43,2129.2
2015-05-19,634,196.1,232.4,57.26,2127.83
2015-05-20,639.5,198,232.9,58.98,2125.85
2015-05-21,643,196.7,233,60.72,2130.82
2015-05-22,648.5,198.4,233.2,59.72,2126.06
2015-05-26,646.5,198,232.6,58.03,2104.2
2015-05-27,648,200,235.5,57.51,2123.48
2015-05-28,640,200.7,234.4,57.68,2120.79
2015-05-29,624.5,199.3,236.2,60.3,2107.39
2015-06-01,623,197.9,236.1,60.2,2111.73
2015-06-02,619.5,198,235.2,61.26,2109.6
2015-06-03,618,198.3,236.3,59.64,2114.07
2015-06-04,607.5,198,232.2,58,2095.84
2015-06-08,600,195.2,229.1,58.14,2079.28
2015-06-09,599,194.5,227.9,60.14,2080.15
2015-06-10,608,199.3,231.2,61.43,2105.2
2015-06-11,610.5,199,230.1,60.77,2108.86
2015-06-12,605,198.5,227.7,59.96,2094.11
2015-06-15,597.5,195.6,223.5,59.52,2084.43
2015-06-16,619.5,195.4,224,59.97,2096.29
2015-06-17,614,195.5,221.3,59.92,2100.44
2015-06-18,612.5,195.5,222.9,60.45,2121.24
2015-06-19,611,198.2,223,59.61,2109.99
2015-06-22,618,203.3,226.9,59.68,2122.85
2015-06-23,621.5,201.2,227.2,61.01,2124.2
2015-06-24,614,199,224.7,60.27,2108.58
2015-06-25,610.5,201.5,224.4,59.7,2102.31
2015-06-26,614,203.2,222.5,59.63,2101.49
2015-06-29,608.5,197.6,219.5,58.33,2057.64
2015-06-30,607.5,196.8,216.8,59.47,2063.11
2015-07-01,610,199,221.8,56.96,2077.42
2015-07-02,607,199.4,219.7,56.93,2076.78
2015-07-03,604,197,219,54.73,2072.77
2015-07-06,603.5,194.2,217,52.53,2068.76
2015-07-07,591.5,190.7,216,52.33,2081.34
2015-07-08,586.5,191,218.4,51.65,2046.68
2015-07-09,597,195.2,222.2,52.78,2051.31
2015-07-10,610,201.3,226,52.74,2076.62
2015-07-13,616,205.3,230,52.2,2099.6
2015-07-14,619.5,204.7,231.4,53.04,2108.95
2015-07-15,622,205.3,235.5,51.41,2107.4
2015-07-16,626.5,207.6,236.9,50.91,2124.29
2015-07-17,630,206.9,237.2,50.89,2126.64
2015-07-20,631,208.2,238.9,50.15,2128.28
2015-07-21,630.5,206.3,237.8,50.36,2119.21
2015-07-22,628.5,213,237.8,49.19,2114.15
2015-07-23,619.5,214.5,236,48.45,2102.15
2015-07-24,618,214.5,234.3,48.14,2079.65
2015-07-27,602,210.2,229.9,47.39,2067.64
2015-07-28,598.5,211.9,229.4,47.98,2093.25
2015-07-29,599.5,210.1,230.9,48.79,2108.57
2015-07-30,598,210.2,230.5,48.52,2108.63
2015-07-31,592,212.2,232.2,47.12,2103.84
2015-08-03,602,214,234.5,45.17,2098.04
2015-08-04,595.5,212.4,243,45.74,2093.32
2015-08-05,604,214.9,249.9,45.15,2099.84
2015-08-06,604.5,213.8,252.9,44.66,2083.56
2015-08-07,602,210.9,252.5,43.87,2077.57
2015-08-10,604.5,212.5,257.3,44.96,2104.18
2015-08-11,593.5,214,253.8,43.08,2084.07
2015-08-12,572.5,210.5,251,43.3,2086.05
2015-08-13,583.5,212.9,254,42.23,2083.39
2015-08-14,583,214.6,253,42.5,2091.54
2015-08-17,579.5,216.2,255.1,41.87,2102.44
2015-08-18,590,217.9,256.8,42.62,2096.92
2015-08-19,535.5,215.5,255.2,40.8,2079.61
2015-08-20,517.5,209.3,245.4,41.14,2035.73
2015-08-21,515,204.2,238.6,40.45,1970.89
2015-08-24,495,192.2,230.7,38.24,1893.21
2015-08-25,496.8,202.2,238.2,39.31,1867.61
2015-08-26,490.6,200.7,234,38.6,1940.51
2015-08-27,505.5,208.1,238.9,42.56,1987.66
2015-08-28,505.5,207.3,238.7,45.22,1988.87
2015-08-31,502,206,237.6,49.2,1972.18
2015-09-01,494.6,204.1,232.8,45.41,1913.85
2015-09-02,499.6,207,234.9,46.25,1948.86
2015-09-03,512,210.9,240.7,46.75,1951.13
2015-09-04,501.5,207,237.2,46.05,1921.22
2015-09-07,495.8,208.5,236.8,45.995,1945.315
2015-09-08,503.5,211.8,240.8,45.94,1969.41
2015-09-09,508,215,243.6,44.15,1942.04
2015-09-10,503.5,214.2,241.1,45.92,1952.29
2015-09-11,498.3,214.4,241.1,44.63,1961.05
2015-09-14,491.7,212.1,238.2,44,1953.03
2015-09-15,492.2,212.5,241.1,44.59,1978.09
2015-09-16,515.5,211.7,240.1,47.15,1995.31
2015-09-17,522,211,241.4,46.9,1990.2
2015-09-18,510.5,207.1,240.7,44.68,1958.03
2015-09-21,512,211.9,249,46.68,1966.97
2015-09-22,502.5,207.6,245.5,45.83,1942.74
2015-09-23,510,206,245.4,44.48,1938.76
2015-09-24,502,200.3,240.7,44.91,1932.24
2015-09-25,508,205,244.6,45.7,1931.34
2015-09-28,501,201.8,244.7,44.43,1881.77
2015-09-29,498.5,199,242.9,45.23,1884.09
2015-09-30,512.5,201.5,249.3,45.09,1920.03
2015-10-01,507,201,250.4,44.74,1923.82
2015-10-02,512,201.7,248.5,45.54,1951.36
2015-10-05,527,204.2,252.9,46.26,1987.05
2015-10-06,525,205.1,257.9,48.53,1979.92
2015-10-07,528,205.3,255,47.81,1995.83
2015-10-08,528,203.9,251.9,49.43,2013.43
2015-10-09,531,203.9,270,49.63,2014.89
2015-10-12,533,198.6,274.5,47.1,2017.46
2015-10-13,526,199.1,276.1,46.66,2003.69
2015-10-14,524.5,196.4,270,46.64,1994.24
2015-10-15,525,200.6,269.9,46.38,2023.86
2015-10-16,525,203,271.2,47.26,2033.11
2015-10-19,527,203.8,274.1,45.89,2033.66
2015-10-20,528,201.9,269.5,45.55,2030.77
2015-10-21,523,200.8,272,45.2,2018.94
2015-10-22,532.5,197.6,267.1,45.38,2052.51
2015-10-23,538,197.9,274,44.6,2075.15
2015-10-26,543.5,199.9,273.8,43.98,2071.18
2015-10-27,539,197.4,272.7,43.2,2065.89
2015-10-28,558.5,195.2,281.7,45.94,2090.35
2015-10-29,552,181.4,280,46.06,2089.41
2015-10-30,556,186.5,275,46.59,2079.36
2015-11-02,554,190.4,273.8,46.14,2104.05
2015-11-03,555,188.2,278.8,47.9,2109.79
2015-11-04,567,184.8,280.8,46.32,2102.31
2015-11-05,565.5,184.6,282.5,45.2,2099.93
2015-11-06,556,190.5,287.7,44.29,2099.2
2015-11-09,551,187.1,281.7,43.87,2078.58
2015-11-10,554.5,187,280.5,44.21,2081.72
2015-11-11,589,188,283,42.93,2075
2015-11-12,603.5,188,282.1,41.75,2045.97
2015-11-13,589,184.5,278.3,40.74,2023.04
2015-11-16,589.5,184.5,278.3,41.74,2053.19
2015-11-17,589.5,186.3,283.5,40.67,2050.44
2015-11-18,597,187.5,282,40.75,2083.58
2015-11-19,608.5,189.6,277.1,40.54,2081.24
2015-11-20,614,185.9,275.8,40.39,2089.17
2015-11-23,614,185.8,277.3,41.75,2086.59
2015-11-24,591,185.8,271.2,42.87,2089.14
2015-11-25,589,186.5,271.2,43.04,2088.87
2015-11-26,591,184,274.5,42.375,2089.49
2015-11-27,588,183.8,275.1,41.71,2090.11
2015-11-30,588,183.8,275.1,41.65,2080.41
2015-12-01,599.5,190.2,272.6,41.85,2102.63
2015-12-02,602.5,190.4,272.6,39.94,2079.51
2015-12-03,602.5,190.4,272.2,41.08,2049.62
2015-12-04,595,190.7,272.2,39.97,2091.69
2015-12-07,595,189.2,271.5,37.65,2077.07
2015-12-08,580,185.1,275,37.51,2063.59
2015-12-09,585.5,184.1,272.5,37.16,2047.62
2015-12-10,585.5,180.7,271.6,36.76,2052.23
2015-12-11,572,176.7,271.6,35.62,2012.37
2015-12-14,572,176.7,261.1,36.31,2021.94
2015-12-15,584,180.4,262.4,37.35,2043.41
2015-12-16,601.5,179.2,263.9,35.52,2073.07
2015-12-17,601.5,181.9,266.9,34.95,2041.89
2015-12-18,605,181.9,264.2,34.73,2005.55
2015-12-21,605,178,264.2,34.74,2021.15
2015-12-22,601,179.4,264.8,36.14,2038.97
2015-12-23,610,179.4,265.7,37.5,2064.29
2015-12-28,610.5,183.8,267.5,36.81,2056.5
2015-12-29,610.5,185.6,267.5,37.87,2078.36
2015-12-30,612.5,185.6,271.7,36.6,2063.36
2016-01-04,612.5,182.2,271.7,36.76,2012.66
2016-01-05,610,185,267.6,35.97,2016.71
2016-01-06,594.5,185,270.1,33.97,1990.26
2016-01-07,594,185.3,265.2,33.27,1943.09
2016-01-08,594,185.3,264.6,33.16,1922.03
2016-01-11,579,181.3,261.9,31.41,1923.67
2016-01-12,569.5,183.8,267,30.44,1938.68
2016-01-13,558,183.6,263.7,30.48,1890.28
2016-01-14,548.5,182,257,31.2,1921.84
2016-01-15,531.5,175.1,250.3,29.42,1880.33
2016-01-18,530,171.9,247.2,28.94,1880.83
2016-01-19,536,175.8,250.8,28.46,1881.33
2016-01-20,518.5,169.1,244.5,26.55,1859.33
2016-01-21,530,176,248.7,29.53,1868.99
2016-01-22,540.5,181,257.5,32.19,1906.9
2016-01-25,543,181.6,259.3,30.34,1877.08
2016-01-26,552,184.7,259.2,31.45,1903.63
2016-01-27,555,182.1,262.4,32.3,1882.95
2016-01-28,559,178.7,256.8,33.22,1893.36
2016-01-29,578,184.7,267.1,33.62,1940.24
2016-02-01,584,180.3,269.5,31.62,1939.38
2016-02-02,577.5,187.6,263.5,29.88,1903.03
2016-02-03,565.5,184,259.2,32.28,1912.53
2016-02-04,570,191.8,256.5,31.72,1915.45
2016-02-05,573,191,254.6,30.89,1880.05
2016-02-08,548.5,180.6,235,29.69,1853.44
2016-02-09,547.5,172,230.7,27.94,1852.21
2016-02-10,569.5,179.7,252.2,27.45,1851.86
2016-02-11,575,171.5,251.4,26.21,1829.08
2016-02-12,590,175,259.4,29.44,1864.78
2016-02-15,609.5,186,267.7,29.24,1880.18
2016-02-16,604.5,187,264.9,29.04,1895.58
2016-02-17,609,189.9,275.7,30.66,1926.82
2016-02-18,610,187.8,277.1,30.77,1917.83
2016-02-19,605.5,186.2,271.9,29.64,1917.78
2016-02-22,606,191.2,284.1,31.48,1945.5
2016-02-23,609.5,188.2,282,31.87,1921.27
2016-02-24,581.5,181,273.8,32.15,1929.8
2016-02-25,595,184.2,283.2,33.07,1951.7
2016-02-26,596.5,187.8,281.3,32.78,1948.05
2016-02-29,593.5,187.6,281.2,33.75,1932.23
2016-03-01,600,190.3,283.9,34.4,1978.35
2016-03-02,595,190.4,279.5,34.66,1986.45
2016-03-03,598.5,190.1,280,34.57,1993.4
2016-03-04,604,191,282.5,35.92,1999.99
2016-03-07,600.5,190.7,279.3,37.9,2001.76
2016-03-08,594,189.3,275.4,36.5,1979.26
2016-03-09,594.5,190,282.6,38.29,1989.26
2016-03-10,592,190,278.9,37.84,1989.57
2016-03-11,602.5,193.8,282.5,38.5,2022.19
2016-03-14,613,194.9,284,37.18,2019.64
2016-03-15,612,194.5,284,36.34,2015.93
2016-03-16,592.5,196.8,284.7,38.46,2027.22
2016-03-17,595,194.1,281.5,40.2,2040.59
2016-03-18,591,184.5,283,39.44,2049.58
2016-03-21,593.5,184.9,274.1,39.91,2051.6
2016-03-22,598,184.3,275.1,41.45,2049.8
2016-03-23,612,184.6,274.8,39.79,2036.71
2016-03-29,613,183.5,272.6,38.28,2055.01
2016-03-30,629,185.8,275.4,38.32,2063.95
2016-03-31,624,185,272.6,38.34,2059.74
2016-04-01,620,183.4,273.6,36.79,2072.78
2016-04-04,629.5,181.3,280,35.7,2066.13
2016-04-05,622.5,177,277.8,35.89,2045.17
2016-04-06,629,178,278.2,37.75,2066.66
2016-04-07,622,174.3,276.5,37.26,2041.91
2016-04-08,626,174.6,278.1,39.72,2047.6
2016-04-11,614.5,175.5,276.9,40.36,2041.99
2016-04-12,618.5,174.1,274,42.17,2061.72
2016-04-13,611,177,269.7,41.76,2082.42
2016-04-14,625,178.4,274.2,41.5,2082.78
2016-04-15,626,178.5,272.6,40.36,2080.73
2016-04-18,627.5,178.3,269.7,39.78,2094.34
2016-04-19,646,179.6,273.7,41.08,2100.8
2016-04-20,641,176.9,270.5,42.63,2102.4
2016-04-21,637.5,178.6,270.7,43.18,2091.48
2016-04-25,629,176.6,269.5,42.64,2087.79
2016-04-26,631.5,178.4,272.8,44.04,2091.7
2016-04-27,637.5,179.4,275.9,45.33,2095.15
2016-04-28,643.5,177.2,275.3,46.03,2075.81
2016-04-29,633,183.8,273.5,45.92,2065.3
2016-05-02,631,185.5,272.2,44.78,2081.43
2016-05-03,630,182.7,271.3,43.65,2063.37
2016-05-04,622.5,182.4,272.9,43.78,2051.12
2016-05-09,640,183,269.5,43.44,2058.69
2016-05-10,638,184.4,275.8,44.66,2084.39
2016-05-11,619.5,183.3,282.3,46.23,2064.46
2016-05-12,635.5,182,293.3,46.7,2064.11
2016-05-13,630,180.5,294.4,46.21,2046.61
2016-05-17,630,181.5,295,48.31,2047.21
2016-05-18,626,180.7,293.5,48.19,2047.63
2016-05-19,617.5,182.5,294.9,48.16,2040.04
2016-05-20,628.5,183,298.2,47.75,2052.32
2016-05-23,629,182.9,301.2,48.08,2048.04
2016-05-24,633,185.6,305.5,48.62,2076.06
2016-05-25,640,188.8,300.5,49.56,2090.54
2016-05-26,645,189.4,300.9,49.48,2090.1
2016-05-27,647,192.5,301.6,49.33,2099.06
2016-05-30,649.5,193,302,49.215,2098.005
2016-05-31,645,192.9,304.9,49.1,2096.95
2016-06-01,645.5,191.9,304.4,49.01,2099.33
2016-06-02,645.5,190.7,302.6,49.17,2105.26
2016-06-03,640.5,188.6,300.2,48.62,2099.13
2016-06-06,642.5,188.8,298,49.69,2109.41
2016-06-07,642.5,190.6,302.3,50.36,2112.13
2016-06-08,640,190,302,51.23,2119.12
2016-06-09,633,188.5,297.6,50.56,2115.48
2016-06-10,617,183.6,288,49.07,2096.07
2016-06-13,612.5,180.5,283.4,48.88,2079.06
2016-06-14,607,177.1,276.5,48.49,2075.32
2016-06-15,609.5,178,276.6,48.01,2071.5
2016-06-16,602,172.5,271.6,46.21,2077.99
2016-06-17,598,175.1,272.7,47.98,2071.22
2016-06-20,613.5,181.2,280,49.37,2083.25
2016-06-21,616,182.7,279.6,48.85,2088.9
2016-06-22,619,185.2,282.6,49.13,2085.45
2016-06-23,626,187.1,289.6,50.11,2113.32
2016-06-24,604,175,274.5,47.64,2037.41
2016-06-27,593,165.4,263.1,46.33,2000.54
2016-06-28,597.5,171.6,271.1,47.85,2036.09
2016-06-29,607.5,174,276,49.88,2070.77
2016-06-30,634.5,175.4,280.2,48.33,2098.86
2016-07-01,647,175.6,285.1,48.99,2102.95
2016-07-04,647,172.1,282,47.795,2095.75
2016-07-05,632.5,167.1,275.7,46.6,2088.55
2016-07-06,625,162.7,268.2,47.43,2099.73
2016-07-07,632.5,166,273.2,45.14,2097.9
2016-07-08,635.5,171,275,45.41,2129.9
2016-07-11,645,172.9,281.1,44.76,2137.16
2016-07-12,644,175.2,282.2,46.8,2152.14
2016-07-13,647.5,174.5,281.7,44.75,2152.43
2016-07-14,645,176,280.3,45.68,2163.75
2016-07-15,642,176.1,277.3,45.95,2161.74
2016-07-18,643.5,175.7,279.2,45.24,2166.89
2016-07-19,642.5,176.3,280.9,44.65,2163.78
2016-07-20,649.5,180.7,286.1,44.94,2173.02
2016-07-21,653.5,180.3,284.6,44.75,2165.17
2016-07-22,654,180.5,286.8,44.19,2175.03
2016-07-25,656,179.9,288,43.13,2168.48
2016-07-26,658.5,180.8,290.6,42.92,2169.18
2016-07-27,656,181.3,290.8,41.92,2166.58
2016-07-28,661,179.7,295.9,41.14,2170.06
2016-07-29,660.5,180.8,296.2,41.6,2173.6
2016-08-01,663,180.7,295.5,40.06,2170.84
2016-08-02,658,177.1,292.1,39.51,2157.03
2016-08-03,655.5,177.7,290.5,40.83,2163.79
2016-08-04,657,180,294.6,41.93,2164.25
2016-08-05,656,180.5,316.2,41.8,2182.87
2016-08-08,647.5,181.6,316.5,43.02,2180.89
2016-08-09,658.5,184.9,327.5,42.77,2181.74
2016-08-10,646,183.9,325.5,41.71,2175.49
2016-08-11,655,184.6,327.8,43.49,2185.79
2016-08-12,667,183.6,325.9,44.49,2184.05
2016-08-15,678.5,183.3,326.2,45.74,2190.15
2016-08-16,679,183.1,323.2,46.58,2178.15
2016-08-17,643.5,182.4,327.5,46.79,2182.22
2016-08-18,632.5,183,328.9,48.22,2187.02
2016-08-19,628.5,184.3,332.2,48.52,2183.87
2016-08-22,629.5,184.5,334.4,47.05,2182.64
2016-08-23,630.5,186,334,48.1,2186.9
2016-08-24,625,188.8,336.2,46.77,2175.44
2016-08-25,625.5,188.8,334.3,47.33,2172.47
2016-08-26,625,190.4,334.2,47.64,2169.04
2016-08-29,626,190.7,330,46.98,2180.38
2016-08-30,631,192.4,330.1,46.35,2176.12
2016-08-31,625.5,195.8,330.9,44.7,2170.95
2016-09-01,627.5,193.1,332.1,43.16,2170.86
2016-09-02,642,195.5,333.7,44.44,2179.98
2016-09-05,644,196.8,335.9,44.635,2183.23
2016-09-06,633.5,194.8,331,44.83,2186.48
2016-09-07,630.5,195.5,334.3,45.5,2186.16
2016-09-08,623,195.8,331.2,47.62,2181.3
2016-09-09,612,194.8,320,45.88,2127.81
2016-09-12,613.5,192.1,320.9,46.29,2159.04
2016-09-13,612.5,191.3,322.8,44.9,2127.02
2016-09-14,612.5,190.8,324.8,43.58,2125.77
2016-09-15,615,191.7,326.4,43.91,2147.26
2016-09-16,607,189.7,326.4,43.03,2139.16
2016-09-19,613.5,191.6,330.4,43.3,2139.12
2016-09-20,623.5,191.7,330.3,43.44,2139.76
2016-09-21,627,193.6,329.1,45.34,2163.12
2016-09-22,638.5,193.7,332.8,46.32,2177.18
2016-09-23,632,191.8,329.7,44.48,2164.69
2016-09-26,628.5,189.8,324.9,45.93,2146.1
2016-09-27,624.5,187.8,324.5,44.67,2159.93
2016-09-28,633,191.6,324.5,47.05,2171.37
2016-09-29,636.5,192.8,323.2,47.83,2151.13
2016-09-30,632,193.4,330,48.24,2168.27
2016-10-03,633,193.4,329.5,48.81,2161.2
2016-10-04,632,193.9,328.6,48.69,2150.49
2016-10-05,625,194,324.3,49.83,2159.73
2016-10-06,624,197.5,322.6,50.44,2160.77
2016-10-07,610.5,197.8,317.7,49.81,2153.74
2016-10-10,622,197,320.9,50.3,2163.66
2016-10-11,616,196.9,322.2,50.79,2136.73
2016-10-12,610.5,199.3,323.3,50.18,2139.18
2016-10-13,607,196.9,320.9,50.44,2132.55
2016-10-14,613.5,201.9,325.7,50.35,2132.98
2016-10-17,612.5,202.5,326,49.94,2126.5
2016-10-18,615,207.2,325,50.29,2139.6
2016-10-19,629.5,209.1,328.6,51.6,2144.29
2016-10-20,629,208.6,337.7,50.43,2141.34
2016-10-21,631,210.4,335.6,50.85,2141.16
2016-10-24,624.5,210.5,337.6,50.52,2151.33
2016-10-25,619.5,211.9,335,49.96,2143.16
2016-10-26,608.5,209.7,332.8,49.18,2139.43
2016-10-27,611.5,212.4,326.8,49.72,2133.04
2016-10-28,611,207.7,324.6,48.7,2126.41
2016-10-31,611,209.2,328.4,46.86,2126.15
2016-11-01,603.5,206.7,318,46.67,2111.72
2016-11-02,605,199.5,317.4,45.34,2097.94
2016-11-03,601.5,201.1,317.6,44.66,2088.66
2016-11-04,595.5,199.1,310.2,44.07,2085.18
2016-11-07,604,202.7,313.5,44.89,2131.52
2016-11-08,612.5,203.6,313.2,44.98,2139.56
2016-11-09,604.5,204.9,302,45.27,2163.26
2016-11-10,592.5,204,290.5,44.66,2167.48
2016-11-11,585.5,205.7,288.5,43.99,2164.45
2016-11-14,576,206.4,285.5,43.32,2164.2
2016-11-15,581,205.4,296.3,45.81,2180.39
2016-11-16,582,203.1,303,45.57,2176.94
2016-11-17,585.5,203.9,307.7,45.42,2187.12
2016-11-18,587.5,205.9,309.5,45.69,2181.9
2016-11-21,592.5,205.6,310,47.49,2198.18
2016-11-22,593,207.5,308.2,48.03,2202.94
2016-11-23,587,205.6,310.3,47.96,2204.72
2016-11-24,584.5,204.3,308.8,47.01,2209.035
2016-11-25,595,205.6,311.2,46.06,2213.35
2016-11-28,592,205.7,312.2,47.08,2201.72
2016-11-29,596,206,314.1,45.23,2204.66
2016-11-30,597,205.1,315.9,49.44,2198.81
2016-12-01,579.5,204,308.3,51.06,2191.08
2016-12-02,580,205,306.8,51.68,2191.95
2016-12-05,584,205.3,305.9,51.79,2204.71
2016-12-06,586.5,208,306.6,50.93,2212.23
2016-12-07,578,208.4,304.4,49.77,2241.35
2016-12-08,577.5,213.7,302.5,50.84,2246.19
2016-12-09,585.5,215,303,51.5,2259.53
2016-12-12,592,213.9,303.1,52.83,2256.96
2016-12-13,604.5,215.6,305.2,52.98,2271.72
2016-12-14,602,215.1,303.5,51.04,2253.28
2016-12-15,593.5,216.9,305.5,50.9,2262.03
2016-12-16,599.5,214.4,311,51.9,2258.07
2016-12-19,597.5,212.7,311.5,52.12,2262.53
2016-12-20,600,213.3,311.6,52.23,2270.76
2016-12-21,602,213.4,310.1,52.49,2265.18
2016-12-22,601.5,213.5,310,52.95,2260.96
2016-12-23,601.5,215,310.7,53.02,2263.79
2016-12-27,606,215.5,312.3,53.9,2268.88
2016-12-28,605.5,214,315.2,54.06,2249.92
2016-12-29,606.5,215.1,315,53.77,2249.26
2016-12-30,609.5,214.2,314.2,53.72,2238.83
2017-01-02,613,217.7,320.1,53.025,2248.33
2017-01-03,612.5,219.8,318.1,52.33,2257.83
2017-01-04,611,217.5,311.6,53.26,2270.75
2017-01-05,612,218.1,318.5,53.76,2269
2017-01-06,614,220.2,323.8,53.99,2276.98
