"Date","MaerskB","FLSmidth","NovoNordisk","OilPrice","SP500"
2014-03-07,11254.87,295.6,254.8,102.58,1878.04
2014-03-10,11132.82,290.8,251.1,101.12,1877.17
2014-03-11,11324.61,289.4,249.8,100.03,1867.63
2014-03-12,10958.46,282.4,246.7,97.99,1868.2
2014-03-13,10880,279,247.2,98.2,1846.34
2014-03-14,10618.46,274.2,244,98.89,1841.13
2014-03-17,10731.79,276.4,245,98.08,1858.83
2014-03-18,10784.1,276.8,248.2,99.7,1872.25
2014-03-19,10749.23,276.1,245.7,100.37,1860.77
2014-03-20,10627.18,270.1,245.8,99.43,1872.01
2014-03-21,10757.95,270.2,239.2,99.46,1866.52
2014-03-24,10662.05,264.2,240,99.6,1857.44
2014-03-25,10696.92,268.5,239.6,99.19,1865.62
2014-03-26,10766.67,276.9,240.4,100.26,1852.56
2014-03-27,10810.25,273.2,243.3,101.28,1849.04
2014-03-28,11158.97,269.9,246.2,101.67,1857.62
2014-03-31,11333.33,273.4,246.8,101.58,1872.34
2014-04-01,11158.97,289,244.5,99.74,1885.52
2014-04-02,11333.33,292.1,246,99.62,1890.9
2014-04-03,11455.38,290.6,244.5,100.29,1888.77
2014-04-04,11403.08,293.8,243.6,101.14,1865.09
2014-04-07,11237.43,294,238.5,100.44,1845.04
2014-04-08,11158.97,287.5,234.6,102.56,1851.96
2014-04-09,11220,290,238.3,103.6,1872.18
2014-04-10,11019.49,285.9,235.5,103.4,1833.08
2014-04-11,10967.18,282.6,231.4,103.74,1815.69
2014-04-14,10635.9,282.8,232.9,104.05,1830.61
2014-04-15,10601.02,276.4,230.7,103.75,1842.98
2014-04-16,10801.54,285.8,235.6,103.76,1862.31
2014-04-22,10984.61,289.4,244.3,102.13,1879.55
2014-04-23,10853.84,287.3,243.3,101.44,1875.39
2014-04-24,10853.84,288.7,241.6,101.94,1878.61
2014-04-25,10749.23,285,240.6,100.6,1863.4
2014-04-28,10897.43,281.5,242.8,100.84,1869.43
2014-04-29,11071.79,283,244.2,101.28,1878.33
2014-04-30,11176.41,287.5,242.7,99.74,1883.95
2014-05-01,11237.43,285.6,238,99.42,1883.68
2014-05-02,11237.43,292.5,238.8,99.76,1881.14
2014-05-05,11228.72,294.6,237,99.48,1884.66
2014-05-06,11202.56,297,236,99.5,1867.72
2014-05-07,11089.23,293.4,233.4,100.77,1878.21
2014-05-08,11141.54,301.6,232.4,100.26,1875.63
2014-05-09,11202.56,305.2,234.5,99.99,1878.48
2014-05-12,11472.82,314.5,236.9,100.59,1896.65
2014-05-13,11481.54,310.9,236.7,101.7,1897.45
2014-05-14,11577.43,333,234,102.37,1888.53
2014-05-15,11507.69,333,230.9,101.5,1870.85
2014-05-19,11437.95,323.5,230.5,102.61,1885.08
2014-05-20,11621.02,318.9,231.6,102.44,1872.83
2014-05-21,12056.92,319.1,233.9,104.07,1888.03
2014-05-22,12117.95,317.7,234.4,103.74,1892.49
2014-05-23,12205.13,320.1,233.5,104.35,1900.53
2014-05-26,12301.02,317.8,235.8,104.23,1906.22
2014-05-27,12379.49,317.4,235.6,104.11,1911.91
2014-05-28,12431.79,318.3,231.8,102.72,1909.78
2014-06-02,12449.23,318.3,231.5,102.47,1924.97
2014-06-03,12327.18,316,233.5,102.66,1924.24
2014-06-04,12335.9,311.7,235.9,102.64,1927.88
2014-06-06,12614.87,313.2,236.6,102.66,1949.44
2014-06-10,12658.46,312.9,244.3,104.35,1950.79
2014-06-11,12457.95,308.7,245,104.4,1943.89
2014-06-12,12431.79,304.1,250.7,106.53,1930.11
2014-06-13,12405.64,308.1,247.3,106.91,1936.16
2014-06-16,12240,309.4,251.4,106.9,1937.78
2014-06-17,11586.15,308.2,255,106.36,1941.99
2014-06-18,11865.13,308.7,253.6,105.97,1956.98
2014-06-19,11838.97,311.8,253,106.43,1959.48
2014-06-20,11621.02,309.3,253.4,107.26,1962.87
2014-06-23,11638.46,318,252,106.17,1962.61
2014-06-24,11594.87,313.9,251,106.03,1949.98
2014-06-25,11490.25,304.1,248.8,106.5,1959.53
2014-06-26,11682.05,305.1,250.3,105.84,1957.22
2014-06-27,11734.36,303,250.3,105.74,1960.96
2014-07-01,11900,302.8,250.8,105.34,1973.32
2014-07-02,12065.64,307,252.6,104.48,1974.62
2014-07-03,12074.36,312,254,104.163333333333,1985.44
2014-07-04,12048.2,313.9,252.7,103.846666666667,1981.545
2014-07-07,11865.13,308.1,251.6,103.53,1977.65
2014-07-08,11699.49,299.4,248.9,103.4,1963.71
2014-07-09,11699.49,295,247.2,102.29,1972.83
2014-07-10,11647.18,291.8,247.8,102.93,1964.68
2014-07-11,11682.05,289.3,247.8,100.83,1967.57
2014-07-14,11734.36,293.5,251,100.91,1977.1
2014-07-15,11673.33,290.1,251.2,99.96,1973.28
2014-07-16,11725.64,298.2,253.4,101.2,1981.57
2014-07-17,11664.61,296.1,253.7,103.19,1958.12
2014-07-18,11542.56,289.2,250.1,103.13,1978.22
2014-07-21,11420.51,287.1,247.7,104.59,1973.63
2014-07-22,11612.31,293.4,255,104.42,1983.53
2014-07-23,11743.08,297.2,256.2,103.12,1987.01
2014-07-24,11655.9,293.8,251.5,102.07,1987.98
2014-07-25,11542.56,293.5,253.9,102.09,1978.34
2014-07-28,11472.82,291.1,254,101.67,1978.91
2014-07-29,11455.38,291.8,256.5,100.97,1969.95
2014-07-30,11472.82,288.8,257.5,100.27,1970.07
2014-07-31,11324.61,286.1,257.9,98.17,1930.67
2014-08-01,11089.23,289.7,251.2,97.88,1925.15
2014-08-04,11089.23,296,251.6,98.29,1938.99
2014-08-05,11246.15,304.2,257,97.38,1920.21
2014-08-06,11185.13,298.2,252.8,96.92,1920.24
2014-08-07,11071.79,288.5,249.3,97.34,1909.57
2014-08-08,11036.92,280.7,245.5,97.65,1931.59
2014-08-11,11263.59,292.7,247.6,98.08,1936.92
2014-08-12,11342.05,292.5,245.5,97.37,1933.75
2014-08-13,11498.97,302.4,246.5,97.59,1946.72
2014-08-14,11516.41,297.9,246.9,95.58,1955.18
2014-08-15,11594.87,294.2,246.6,97.35,1955.06
2014-08-18,11769.23,297.9,250.4,96.41,1971.74
2014-08-19,12344.61,296.2,251.7,94.48,1981.6
2014-08-20,12466.67,292,255.6,96.07,1986.51
2014-08-21,12553.84,295.3,256.3,93.96,1992.37
2014-08-22,12501.54,290.8,254.2,93.65,1988.4
2014-08-25,12606.15,295.8,257,93.35,1997.92
2014-08-26,12641.02,298.4,258.8,93.86,2000.02
2014-08-27,12597.43,305.5,259.4,93.88,2000.12
2014-08-28,12527.69,302.1,258,94.55,1996.74
2014-08-29,12379.49,302.7,259,95.96,2003.37
2014-09-01,12388.2,305.4,259.3,94.42,2002.825
2014-09-02,12545.13,312,258.4,92.88,2002.28
2014-09-03,12632.31,314,259.1,95.54,2000.72
2014-09-04,12745.64,314.7,258,94.45,1997.65
2014-09-05,12815.38,315.2,254.9,93.29,2007.71
2014-09-08,12911.28,312,258.1,92.66,2001.54
2014-09-09,12981.02,313.5,264.4,92.75,1988.44
2014-09-10,12998.46,310.9,264.9,91.67,1995.69
2014-09-11,12928.72,303.1,266.9,92.83,1997.45
2014-09-12,12963.59,299.5,274,92.27,1985.54
2014-09-15,12954.87,304.3,275.4,92.92,1984.13
2014-09-16,12832.82,299.7,272.8,94.88,1998.98
2014-09-17,13251.28,299.4,277.3,94.42,2001.57
2014-09-18,13137.95,295.4,281.6,93.07,2011.36
2014-09-19,13268.72,297,281.7,92.41,2010.4
2014-09-22,13181.54,291.5,279.8,91.52,1994.29
2014-09-23,13059.49,287.1,276.3,91.56,1982.77
2014-09-24,12606.15,286.5,277.3,92.8,1998.3
2014-09-25,12187.69,284.8,279.6,92.53,1965.99
2014-09-26,12580,286,281.5,93.54,1982.85
2014-09-29,12301.02,282.3,284,94.57,1977.8
2014-09-30,12205.13,282,282,91.16,1972.29
2014-10-01,12083.08,275.7,283.8,90.73,1946.16
2014-10-02,11760.51,271.5,279,91.01,1946.17
2014-10-03,12056.92,272.7,281,89.74,1967.9
2014-10-06,12013.33,275.5,278.2,90.34,1964.82
2014-10-07,11786.67,274.5,271.6,88.85,1935.1
2014-10-08,11498.97,270,266.2,87.31,1968.89
2014-10-09,11455.38,272.2,263.9,85.77,1928.21
2014-10-10,11193.84,266.4,258.4,85.82,1906.13
2014-10-13,11167.69,261.6,257.2,85.74,1874.74
2014-10-14,11141.54,263.7,258.9,81.84,1877.7
2014-10-15,10784.1,259.9,252.9,81.78,1862.49
2014-10-16,10583.59,254.5,247,82.7,1862.76
2014-10-17,10810.25,260,258.2,82.75,1886.76
2014-10-20,10897.43,261.1,260.8,82.71,1904.01
2014-10-21,11289.74,268.1,263.7,82.81,1941.28
2014-10-22,11507.69,274.3,268.8,80.52,1927.11
2014-10-23,11594.87,272.5,269.5,82.09,1950.82
2014-10-24,11533.84,267.8,267.1,81.01,1964.58
2014-10-27,11638.46,264.2,267.4,81,1961.63
2014-10-28,11743.08,266.1,254,81.42,1985.05
2014-10-29,12004.61,267.5,255.5,82.2,1982.3
2014-10-30,11917.43,267,271.4,81.12,1994.65
2014-10-31,12065.64,269,268.7,80.54,2018.05
2014-11-03,11943.59,264.9,263.4,78.78,2017.81
2014-11-04,11725.64,262.9,261.2,77.19,2012.1
2014-11-05,11342.05,265.3,262,78.68,2023.57
2014-11-06,11385.64,266.7,262.4,77.91,2031.21
2014-11-07,11324.61,255.3,260.2,78.65,2031.92
2014-11-10,11560,254.1,257.9,77.4,2038.26
2014-11-11,11150.25,255.9,263.5,77.94,2039.68
2014-11-12,10880,252.5,263.6,77.18,2038.25
2014-11-13,10888.72,251.1,263,74.21,2039.33
2014-11-14,10836.41,249.7,261.1,75.82,2039.82
2014-11-17,10757.95,247,261.5,75.64,2041.32
2014-11-18,11019.49,254.5,261.5,74.61,2051.8
2014-11-19,11036.92,252.7,264.5,74.58,2048.72
2014-11-20,10862.56,250.6,263.8,75.58,2052.75
2014-11-21,11019.49,258.2,265.8,76.51,2063.5
2014-11-24,11158.97,262.6,266.5,75.78,2069.41
2014-11-25,11228.72,264,266.5,74.09,2067.03
2014-11-26,11307.18,260.6,267,73.69,2072.83
2014-11-27,10993.33,257.8,269.7,72.1266666666667,2070.195
2014-11-28,10880,253,272.9,70.5633333333333,2067.56
2014-12-01,10688.2,246.9,273.7,69,2053.44
2014-12-02,10662.05,261.5,277.6,66.88,2066.55
2014-12-03,10749.23,271.5,277.7,67.38,2074.33
2014-12-04,10592.31,264,275.8,66.81,2071.92
2014-12-05,10505.13,269,281,65.84,2075.37
2014-12-08,10435.38,270.5,279.3,63.05,2060.31
2014-12-09,10234.87,270,275.7,63.82,2059.82
2014-12-10,10156.41,263.3,276.2,60.94,2026.14
2014-12-11,9711.79,264,275.8,59.95,2035.33
2014-12-12,9921.02,261.6,269.1,57.81,2002.33
2014-12-15,9842.56,260.7,263.5,55.91,1989.63
2014-12-16,9694.36,262.5,260.2,55.93,1972.74
2014-12-17,10025.64,265.1,259.9,56.47,2012.89
2014-12-18,10531.28,272,266.5,54.11,2061.23
2014-12-19,10592.31,274.1,266,56.52,2070.65
2014-12-22,10723.08,269.6,267.2,55.26,2078.54
2014-12-23,10810.25,274.2,260.8,57.12,2082.17
2014-12-29,10810.25,272.9,264.5,53.61,2090.57
2014-12-30,10784.1,272.3,260.3,54.12,2080.35
2015-01-02,10914.87,271.4,263.4,52.69,2058.2
2015-01-05,10513.84,264.2,265.7,50.04,2020.58
2015-01-06,10400.51,264.2,263.9,47.93,2002.61
2015-01-07,10461.54,262,264.6,48.65,2025.9
2015-01-08,10853.84,265,269.8,48.79,2062.14
2015-01-09,10810.25,272.7,270.8,48.36,2044.81
2015-01-12,10810.25,279.9,274.5,46.07,2028.26
2015-01-13,11080.51,276.4,279.4,45.89,2023.03
2015-01-14,10801.54,264.2,277.9,48.48,2011.27
2015-01-15,11063.08,268.6,284.6,46.25,1992.67
2015-01-16,10967.18,264.5,282.1,48.69,2019.42
2015-01-19,11080.51,269.4,292.2,47.54,2020.985
2015-01-20,11141.54,272.7,290.7,46.39,2022.55
2015-01-21,11315.9,275,288.8,47.78,2032.12
2015-01-22,11446.67,280.3,288.1,46.31,2063.15
2015-01-23,11542.56,284,293,45.59,2051.82
2015-01-26,11725.64,289.6,297.2,45.15,2057.09
2015-01-27,11472.82,276,297.4,46.23,2029.55
2015-01-28,11699.49,277,298.4,44.45,2002.16
2015-01-29,11507.69,274.9,299.9,44.53,2021.25
2015-01-30,11664.61,279.2,295.5,48.24,1994.99
2015-02-02,11647.18,279.2,292,49.57,2020.85
2015-02-03,11882.56,288.9,289.8,53.05,2050.03
2015-02-04,11690.77,292.4,282.8,48.45,2041.51
2015-02-05,11743.08,298.5,282.6,50.48,2062.52
2015-02-06,11786.67,295.7,279.4,51.69,2055.47
2015-02-09,11560,298.2,276.3,52.86,2046.74
2015-02-10,11385.64,294.6,281.4,50.02,2068.59
2015-02-11,11115.38,296.8,281,48.84,2068.53
2015-02-12,11298.46,284,281.6,51.21,2088.48
2015-02-13,11664.61,291.9,285.2,52.78,2096.99
2015-02-16,11908.72,289.1,283,53.155,2098.665
2015-02-17,12074.36,286.2,287.8,53.53,2100.34
2015-02-18,12274.87,292.8,293.5,52.14,2099.68
2015-02-19,12292.31,293.5,297.3,51.16,2097.45
2015-02-20,12370.77,295.6,310.4,50.34,2110.3
2015-02-23,12344.61,297.1,313.2,49.45,2109.66
2015-02-24,12152.82,295.7,311.6,49.28,2115.48
2015-02-25,13303.59,301.9,311.7,50.99,2113.86
2015-02-26,13286.15,303.3,316,48.17,2110.74
2015-02-27,13399.49,305,319.7,49.76,2104.5
2015-03-02,13251.28,312,317.5,49.59,2117.39
2015-03-03,13120.51,303.8,315,50.52,2107.78
2015-03-04,13076.92,301.8,315.6,51.53,2098.53
2015-03-05,13233.84,307.7,318,50.76,2101.04
2015-03-06,13164.1,309.9,321.1,49.61,2071.26
2015-03-09,13408.2,311.6,320.6,50,2079.43
2015-03-10,13251.28,305.9,326,48.29,2044.16
2015-03-11,13321.02,312.1,325.1,48.17,2040.24
2015-03-12,13355.9,307.4,326.3,47.05,2065.95
2015-03-13,13260,307.5,337.8,44.84,2053.4
2015-03-16,13408.2,309.5,345.4,43.88,2081.19
2015-03-17,13251.28,305.7,339.4,43.46,2074.28
2015-03-18,13399.49,305.3,339.4,44.66,2099.5
2015-03-19,13565.13,302.8,341.9,43.96,2089.27
2015-03-20,13791.79,306.1,343.3,45.72,2108.1
2015-03-23,13992.31,309.7,339.1,47.45,2104.42
2015-03-24,14027.18,319.3,345.1,47.51,2091.5
2015-03-25,13992.31,317.5,340.7,49.21,2061.05
2015-03-26,13844.1,314,335,51.43,2056.15
2015-03-27,13974.87,308.2,369.7,48.87,2061.02
2015-03-30,14306.15,314.3,376.8,48.68,2086.24
2015-03-31,12675.9,313,372,47.6,2067.89
2015-04-01,12858.97,311.1,377,50.09,2059.69
2015-04-07,12902.56,314.9,380,53.98,2076.33
2015-04-08,13015.9,306.3,381.7,50.42,2081.9
2015-04-09,13015.9,302.1,381.4,50.79,2091.18
2015-04-10,12885.13,308.2,393.3,51.64,2102.06
2015-04-13,12614.87,308.3,389.7,51.91,2092.43
2015-04-14,12213.84,304.3,387,53.29,2095.84
2015-04-15,12431.79,303.9,387.7,56.39,2106.63
2015-04-16,12274.87,303.1,382.4,56.71,2104.99
2015-04-17,12030.77,294.8,376.9,55.74,2081.18
2015-04-20,12022.05,293.4,382.3,56.38,2100.4
2015-04-21,12292.31,295.7,393.1,55.26,2097.29
2015-04-22,12187.69,293.4,391.8,56.16,2107.96
2015-04-23,12048.2,285,385.2,57.74,2112.93
2015-04-24,11891.28,284.4,390.3,57.15,2117.69
2015-04-27,11882.56,290.9,394,56.99,2108.92
2015-04-28,11908.72,286.5,382.2,57.06,2114.76
2015-04-29,11716.92,281.7,373,58.58,2106.85
2015-04-30,11516.41,284.9,378.7,59.63,2085.51
2015-05-04,11682.05,282.2,381.7,58.93,2114.49
2015-05-05,11682.05,280.2,370.6,60.4,2089.46
2015-05-06,11551.28,279.5,366.6,60.93,2080.15
2015-05-07,11542.56,270.9,369,58.94,2088
2015-05-08,11586.15,294.8,373.1,59.39,2116.1
2015-05-11,11978.46,306.9,376.1,59.25,2105.33
2015-05-12,11830.25,308.3,372.4,60.75,2099.12
2015-05-13,11777.95,312.6,368,60.5,2098.48
2015-05-18,11673.33,310.8,373.5,59.43,2129.2
2015-05-19,11682.05,316,382.2,57.26,2127.83
2015-05-20,11682.05,317.5,382.3,58.98,2125.85
2015-05-21,11472.82,324.5,384.5,60.72,2130.82
2015-05-22,11429.23,327.5,388,59.72,2126.06
2015-05-26,11246.15,333.1,390.1,58.03,2104.2
2015-05-27,11490.25,341.3,394.1,57.51,2123.48
2015-05-28,11507.69,338,386.5,57.68,2120.79
2015-05-29,11420.51,337.6,379.3,60.3,2107.39
2015-06-01,11560,335,389.1,60.2,2111.73
2015-06-02,11673.33,335.5,384.6,61.26,2109.6
2015-06-03,11682.05,339.1,382.5,59.64,2114.07
2015-06-04,11490.25,331.6,380.8,58,2095.84
2015-06-08,11158.97,325,371.8,58.14,2079.28
2015-06-09,10923.59,325.9,369.6,60.14,2080.15
2015-06-10,11124.1,341.5,380.1,61.43,2105.2
2015-06-11,10984.61,335,383.1,60.77,2108.86
2015-06-12,10574.87,329.5,379.9,59.96,2094.11
2015-06-15,10391.79,326.1,371.1,59.52,2084.43
2015-06-16,10522.56,330.5,370,59.97,2096.29
2015-06-17,10470.25,330.2,364.8,59.92,2100.44
2015-06-18,10487.69,330.7,363.6,60.45,2121.24
2015-06-19,10513.84,334.2,362.7,59.61,2109.99
2015-06-22,10714.36,340.2,377.1,59.68,2122.85
2015-06-23,10749.23,341.5,376.3,61.01,2124.2
2015-06-24,10757.95,337.3,377.3,60.27,2108.58
2015-06-25,10836.41,334.6,377,59.7,2102.31
2015-06-26,10845.13,334.5,372.6,59.63,2101.49
2015-06-29,10714.36,329.6,365.8,58.33,2057.64
2015-06-30,10566.15,322,364.6,59.47,2063.11
2015-07-01,10339.49,324.9,372.4,56.96,2077.42
2015-07-02,10348.2,322.4,370.9,56.93,2076.78
2015-07-03,10417.95,322.2,368.7,54.73,2072.77
2015-07-06,10182.56,320.9,371,52.53,2068.76
2015-07-07,10121.54,312.9,366.1,52.33,2081.34
2015-07-08,10121.54,309.9,363.7,51.65,2046.68
2015-07-09,10217.43,313.2,373,52.78,2051.31
2015-07-10,10243.59,308.9,384.4,52.74,2076.62
2015-07-13,10374.36,317.3,394,52.2,2099.6
2015-07-14,10383.08,316.7,393.4,53.04,2108.95
2015-07-15,10505.13,313.6,398.5,51.41,2107.4
2015-07-16,10757.95,331.2,402.4,50.91,2124.29
2015-07-17,10757.95,328.1,401.3,50.89,2126.64
2015-07-20,10801.54,335.3,405.9,50.15,2128.28
2015-07-21,10749.23,331.8,399.5,50.36,2119.21
2015-07-22,10487.69,333,399,49.19,2114.15
2015-07-23,10487.69,326.1,396.6,48.45,2102.15
2015-07-24,10287.18,315.5,396.5,48.14,2079.65
2015-07-27,10043.08,303.6,388.6,47.39,2067.64
2015-07-28,9938.46,303.5,393,47.98,2093.25
2015-07-29,9973.33,304,400,48.79,2108.57
2015-07-30,10034.36,302.4,397.2,48.52,2108.63
2015-07-31,10086.67,304,398.4,47.12,2103.84
2015-08-03,10356.92,304.9,409.5,45.17,2098.04
2015-08-04,10505.13,304.8,407,45.74,2093.32
2015-08-05,10592.31,309,410.7,45.15,2099.84
2015-08-06,10644.61,304.8,396.5,44.66,2083.56
2015-08-07,10452.82,300.6,388.5,43.87,2077.57
2015-08-10,10400.51,304.8,392.1,44.96,2104.18
2015-08-11,10348.2,298.6,389.5,43.08,2084.07
2015-08-12,10383.08,290.8,377.3,43.3,2086.05
2015-08-13,10993.33,296.8,382.4,42.23,2083.39
2015-08-14,11002.05,297.4,387.9,42.5,2091.54
2015-08-17,10984.61,299,391.9,41.87,2102.44
2015-08-18,10958.46,305,398,42.62,2096.92
2015-08-19,10749.23,296,392.6,40.8,2079.61
2015-08-20,10513.84,284.3,383.3,41.14,2035.73
2015-08-21,10243.59,276.7,368.8,40.45,1970.89
2015-08-24,9581.02,275.6,349.7,38.24,1893.21
2015-08-25,9851.28,248.2,361,39.31,1867.61
2015-08-26,9694.36,237.3,357.1,38.6,1940.51
2015-08-27,9851.28,243,370.1,42.56,1987.66
2015-08-28,9894.87,252,369.5,45.22,1988.87
2015-08-31,9877.43,251.8,369.2,49.2,1972.18
2015-09-01,9685.64,250.6,358.6,45.41,1913.85
2015-09-02,9746.67,254.4,364.2,46.25,1948.86
2015-09-03,9860,249.1,373.4,46.75,1951.13
2015-09-04,9659.49,242.6,364.8,46.05,1921.22
2015-09-07,9563.59,237.5,365.2,45.995,1945.315
2015-09-08,9502.56,243.2,371.1,45.94,1969.41
2015-09-09,9807.69,246,376.1,44.15,1942.04
2015-09-10,9642.05,240.5,374.8,45.92,1952.29
2015-09-11,9520,238,372.9,44.63,1961.05
2015-09-14,9424.1,235.5,367.3,44,1953.03
2015-09-15,9293.33,233.7,370.1,44.59,1978.09
2015-09-16,9354.36,240.7,370.7,47.15,1995.31
2015-09-17,9371.79,238.5,371.8,46.9,1990.2
2015-09-18,9232.31,229.5,367.5,44.68,1958.03
2015-09-21,9293.33,229.8,378.1,46.68,1966.97
2015-09-22,9136.41,223.4,365.5,45.83,1942.74
2015-09-23,9066.67,220.2,371.3,44.48,1938.76
2015-09-24,8744.1,221.2,361.6,44.91,1932.24
2015-09-25,8796.41,225.4,372.8,45.7,1931.34
2015-09-28,8674.36,218.3,370,44.43,1881.77
2015-09-29,8761.54,219.1,357.3,45.23,1884.09
2015-09-30,8953.33,221.5,358.2,45.09,1920.03
2015-10-01,8988.2,228,362.5,44.74,1923.82
2015-10-02,8935.9,234.7,359.4,45.54,1951.36
2015-10-05,9075.38,244,366.3,46.26,1987.05
2015-10-06,9110.25,243.7,367,48.53,1979.92
2015-10-07,9581.02,253.5,359.7,47.81,1995.83
2015-10-08,9633.33,255.3,358.3,49.43,2013.43
2015-10-09,9921.02,269,357.1,49.63,2014.89
2015-10-12,9711.79,266,363.4,47.1,2017.46
2015-10-13,9624.61,257.9,357,46.66,2003.69
2015-10-14,9502.56,261.5,346,46.64,1994.24
2015-10-15,9328.2,261.8,347,46.38,2023.86
2015-10-16,9284.61,259.4,360.9,47.26,2033.11
2015-10-19,9302.05,255.3,370,45.89,2033.66
2015-10-20,9232.31,257.1,363.5,45.55,2030.77
2015-10-21,9075.38,253.8,357,45.2,2018.94
2015-10-22,9127.69,255,358.9,45.38,2052.51
2015-10-23,8652.56,260.3,373,44.6,2075.15
2015-10-26,8770.25,258.1,372.5,43.98,2071.18
2015-10-27,8574.1,252.8,376.7,43.2,2065.89
2015-10-28,8709.23,256.6,384.4,45.94,2090.35
2015-10-29,8656.92,254,364,46.06,2089.41
2015-10-30,8717.95,256.8,360.3,46.59,2079.36
2015-11-02,8696.15,263.5,363.5,46.14,2104.05
2015-11-03,8822.56,265.6,368.8,47.9,2109.79
2015-11-04,9101.54,272.7,371.6,46.32,2102.31
2015-11-05,8944.61,269,378.5,45.2,2099.93
2015-11-06,9162.56,271.4,380.1,44.29,2099.2
2015-11-09,9031.79,271.7,375.1,43.87,2078.58
2015-11-10,8796.41,261.8,374.4,44.21,2081.72
2015-11-11,8866.15,268.9,377.6,42.93,2075
2015-11-12,8674.36,251.8,375.5,41.75,2045.97
2015-11-13,8604.61,250.9,370.7,40.74,2023.04
2015-11-16,8604.61,249.7,370.7,41.74,2053.19
2015-11-17,8778.97,255.4,379.5,40.67,2050.44
2015-11-18,8761.54,255,378.5,40.75,2083.58
2015-11-19,8848.72,255,379.2,40.54,2081.24
2015-11-20,8717.95,254.3,383.1,40.39,2089.17
2015-11-23,8717.95,256.2,383.1,41.75,2086.59
2015-11-24,8848.72,254.5,375.6,42.87,2089.14
2015-11-25,8935.9,258.6,383.1,43.04,2088.87
2015-11-26,9110.25,257,385.7,42.375,2089.49
2015-11-27,9075.38,256.1,386,41.71,2090.11
2015-11-30,9397.95,256.7,386,41.65,2080.41
2015-12-01,9389.23,257.5,393.7,41.85,2102.63
2015-12-02,9389.23,256,398.8,39.94,2079.51
2015-12-03,8892.31,256,388.5,41.08,2049.62
2015-12-04,8744.1,251.1,389.1,39.97,2091.69
2015-12-07,8665.64,251.6,389.1,37.65,2077.07
2015-12-08,8665.64,243.3,391.5,37.51,2063.59
2015-12-09,8395.38,241.2,389.6,37.16,2047.62
2015-12-10,8282.05,240.4,388.5,36.76,2052.23
2015-12-11,8016.15,234.1,388.5,35.62,2012.37
2015-12-14,8016.15,233.1,378.1,36.31,2021.94
2015-12-15,8033.59,231.8,384.4,37.35,2043.41
2015-12-16,7854.87,234.9,386.9,35.52,2073.07
2015-12-17,7902.82,231,392.3,34.95,2041.89
2015-12-18,7902.82,233.6,390.7,34.73,2005.55
2015-12-21,7676.15,233.3,392.1,34.74,2021.15
2015-12-22,7689.23,235.6,385.6,36.14,2038.97
2015-12-23,7689.23,245,393.8,37.5,2064.29
2015-12-28,7806.92,243.1,396.3,36.81,2056.5
2015-12-29,7802.56,242.8,400.6,37.87,2078.36
2015-12-30,7802.56,242.8,399.9,36.6,2063.36
2016-01-04,7750.26,228.9,393.9,36.76,2012.66
2016-01-05,7750.26,223.9,404.2,35.97,2016.71
2016-01-06,7663.08,223.9,398.8,33.97,1990.26
2016-01-07,7353.59,221.1,387.5,33.27,1943.09
2016-01-08,7057.18,221.1,380.6,33.16,1922.03
2016-01-11,7044.1,226.5,374.4,31.41,1923.67
2016-01-12,6991.79,222.3,381.8,30.44,1938.68
2016-01-13,6983.08,226.9,380,30.48,1890.28
2016-01-14,7083.33,226.8,374.6,31.2,1921.84
2016-01-15,6769.49,218.8,361,29.42,1880.33
2016-01-18,6773.85,214.3,363,28.94,1880.83
2016-01-19,6843.59,218,367.2,28.46,1881.33
2016-01-20,6625.64,215.7,354.8,26.55,1859.33
2016-01-21,6839.23,219.5,367,29.53,1868.99
2016-01-22,7266.41,234,375.6,32.19,1906.9
2016-01-25,7214.1,229.7,380.7,30.34,1877.08
2016-01-26,7283.85,230.6,378.2,31.45,1903.63
2016-01-27,7301.28,235.8,384.7,32.3,1882.95
2016-01-28,7453.85,235,372.2,33.22,1893.36
2016-01-29,7689.23,240.2,379.9,33.62,1940.24
2016-02-01,7737.18,234.9,380.9,31.62,1939.38
2016-02-02,7314.36,228.2,377.7,29.88,1903.03
2016-02-03,7253.33,225.1,349,32.28,1912.53
2016-02-04,7650,232.1,332.4,31.72,1915.45
2016-02-05,7750.26,233.3,329,30.89,1880.05
2016-02-08,7471.28,224,313.7,29.69,1853.44
2016-02-09,7118.2,215,306.4,27.94,1852.21
2016-02-10,6865.38,217.1,326.2,27.45,1851.86
2016-02-11,6460,218.7,318,26.21,1829.08
2016-02-12,6913.33,231.2,321.2,29.44,1864.78
2016-02-15,7440.77,243,339.2,29.24,1880.18
2016-02-16,7170.51,249.7,331.5,29.04,1895.58
2016-02-17,7527.95,257,338.5,30.66,1926.82
2016-02-18,7410.26,255.6,341.5,30.77,1917.83
2016-02-19,7166.15,247.9,340,29.64,1917.78
2016-02-22,7436.41,252.9,348.1,31.48,1945.5
2016-02-23,7314.36,249.8,354.5,31.87,1921.27
2016-02-24,7083.33,241.2,341,32.15,1929.8
2016-02-25,7266.41,243.3,349.6,33.07,1951.7
2016-02-26,7636.92,251.5,356.8,32.78,1948.05
2016-02-29,7876.67,254.5,356,33.75,1932.23
2016-03-01,7824.36,254.2,362.2,34.4,1978.35
2016-03-02,8055.38,250.2,365.9,34.66,1986.45
2016-03-03,8164.36,261,356.4,34.57,1993.4
