"Date","Genmab","Lundbeck","USD","SP500"
2012-06-11,43.15,124.1,5.93,1308.93
2012-06-12,43.2,122.7,5.95,1324.18
2012-06-13,43.01,121.4,5.93,1314.88
2012-06-14,44.59,122.5,5.92,1329.1
2012-06-15,44.15,121.4,5.9,1342.84
2012-06-18,45.6,121.2,5.89,1344.78
2012-06-19,50.05,124,5.89,1357.98
2012-06-20,48.8,122,5.85,1355.69
2012-06-21,51.45,121.7,5.87,1325.51
2012-06-22,53.3,122.2,5.93,1335.02
2012-06-25,54.9,119.2,5.95,1313.72
2012-06-26,54.8,117.8,5.96,1319.99
2012-06-27,55.05,118.4,5.96,1331.85
2012-06-28,58.9,118.2,5.99,1329.04
2012-06-29,58.45,121,5.9,1362.16
2012-07-02,56.5,123.8,5.9,1365.51
2012-07-03,56.25,125,5.91,1374.02
2012-07-04,56.5,125.1,5.92,1370.8
2012-07-05,57,123.3,5.98,1367.58
2012-07-06,56.8,121,6.01,1354.68
2012-07-09,59.2,120.6,6.05,1352.46
2012-07-10,59.45,120.3,6.05,1341.47
2012-07-11,59.5,120,6.07,1341.45
2012-07-12,63,119.6,6.11,1334.76
2012-07-13,64.25,119.8,6.1,1356.78
2012-07-16,63.8,120,6.11,1353.64
2012-07-17,63.1,120.5,6.06,1363.67
2012-07-18,63,123.4,6.08,1372.78
2012-07-19,64.1,125.5,6.05,1376.51
2012-07-20,63,128,6.1,1362.66
2012-07-23,61.7,125,6.15,1350.52
2012-07-24,64.4,122.3,6.15,1338.31
2012-07-25,64.1,118.8,6.13,1337.89
2012-07-26,64.05,120.4,6.07,1360.02
2012-07-27,63.7,121.6,6.04,1385.97
2012-07-30,62.8,121.8,6.07,1385.3
2012-07-31,62.1,120,6.06,1379.32
2012-08-01,62,119.2,6.05,1375.32
2012-08-02,62.2,117.6,6.03,1365
2012-08-03,63.5,118.5,6.08,1390.99
2012-08-06,63.3,118.2,6.01,1394.23
2012-08-07,63.65,118.4,5.99,1401.35
2012-08-08,63.9,111,6.03,1402.22
2012-08-09,63.9,110,6.05,1402.8
2012-08-10,62.4,109.3,6.07,1405.87
2012-08-13,63.8,108.7,6.03,1404.11
2012-08-14,63.3,108.6,6.03,1403.93
2012-08-15,62.7,109.3,6.06,1405.53
2012-08-16,64.2,109.2,6.06,1415.51
2012-08-17,65.1,108.8,6.04,1418.16
2012-08-20,65.05,108.2,6.05,1418.13
2012-08-21,66,108,5.99,1413.17
2012-08-22,69.95,108.2,5.98,1413.49
2012-08-23,69.85,107.7,5.93,1402.08
2012-08-24,69.5,108.3,5.95,1411.13
2012-08-27,69.65,108.2,5.94,1410.44
2012-08-28,68.15,108.5,5.94,1409.3
2012-08-29,67.85,108.8,5.94,1410.49
2012-08-30,78.75,108.6,5.94,1399.48
2012-08-31,78.5,109.2,5.91,1406.58
2012-09-03,83.3,108.9,5.93,1405.76
2012-09-04,79.7,107.9,5.92,1404.94
2012-09-05,80,108,5.92,1403.44
2012-09-06,80.5,108.8,5.9,1432.12
2012-09-07,80,107.3,5.86,1437.92
2012-09-10,79.25,105,5.83,1429.08
2012-09-11,77,106.3,5.83,1433.56
2012-09-12,74.15,103.8,5.78,1436.56
2012-09-13,73.85,103.5,5.77,1459.99
2012-09-14,73.8,103.9,5.69,1465.77
2012-09-17,76.65,103.6,5.7,1461.19
2012-09-18,73.85,103.8,5.71,1459.32
2012-09-19,74,103.3,5.73,1461.05
2012-09-20,72.8,104.6,5.75,1460.26
2012-09-21,73.05,106.4,5.74,1460.15
2012-09-24,74.35,105.9,5.77,1456.89
2012-09-25,73.8,105.4,5.77,1441.59
2012-09-26,72.6,103.2,5.8,1433.32
2012-09-27,72.25,104.9,5.79,1447.15
2012-09-28,72.95,107.8,5.77,1440.67
2012-10-01,73.7,106,5.79,1444.49
2012-10-02,75.15,106.9,5.77,1445.75
2012-10-03,75.95,105.8,5.78,1450.99
2012-10-04,77.75,107.1,5.76,1461.4
2012-10-05,78.9,108.3,5.73,1460.93
2012-10-08,78.2,107.4,5.75,1455.88
2012-10-09,79.25,106.3,5.76,1441.48
2012-10-10,78.5,105.6,5.79,1432.56
2012-10-11,82.05,105.2,5.77,1432.84
2012-10-12,82.05,104.8,5.75,1428.59
2012-10-15,81.9,105.4,5.75,1440.13
2012-10-16,83.55,105.9,5.72,1454.92
2012-10-17,86.85,104.8,5.69,1460.91
2012-10-18,86.2,103.7,5.69,1457.34
2012-10-19,87,104,5.72,1433.19
2012-10-22,84.85,103.5,5.71,1433.82
2012-10-23,82.85,100.6,5.74,1413.11
2012-10-24,83.5,101,5.76,1408.75
2012-10-25,83.4,99.5,5.74,1412.97
2012-10-26,82.95,99.65,5.78,1411.94
2012-10-29,82.5,99.35,5.78,1412.01333333333
2012-10-30,80.6,101.2,5.76,1412.08666666667
2012-10-31,80.2,100.2,5.74,1412.16
2012-11-01,83.9,99.05,5.75,1427.59
2012-11-02,83,99,5.81,1414.2
2012-11-05,81.4,98,5.84,1417.26
2012-11-06,81,96.4,5.83,1428.39
2012-11-07,81.4,101,5.85,1394.53
2012-11-08,81.4,98.25,5.86,1377.51
2012-11-09,79.35,98.75,5.88,1379.85
2012-11-12,78.95,95.75,5.86,1380.03
2012-11-13,75.6,97.25,5.87,1374.53
2012-11-14,74.3,94.25,5.86,1355.49
2012-11-15,70.7,93.85,5.85,1353.33
2012-11-16,69.5,92.35,5.85,1359.88
2012-11-19,70.05,93.1,5.84,1386.89
2012-11-20,71.75,92.55,5.82,1387.81
2012-11-21,71.25,93.2,5.82,1391.03
2012-11-22,72,95,5.78,1400.09
2012-11-23,72.25,96.15,5.78,1409.15
2012-11-26,70.25,96.55,5.75,1406.29
2012-11-27,70.8,96.5,5.75,1398.94
2012-11-28,69,95.45,5.79,1409.93
2012-11-29,70.95,95.05,5.74,1415.95
2012-11-30,76.25,95.9,5.74,1416.18
2012-12-03,75.4,94,5.71,1409.46
2012-12-04,76,95.2,5.7,1407.05
2012-12-05,80.55,97.4,5.71,1409.28
2012-12-06,80.45,99.8,5.71,1413.94
2012-12-07,80.2,99.2,5.78,1418.07
2012-12-10,82.55,99.15,5.77,1418.55
2012-12-11,82,98.2,5.74,1427.84
2012-12-12,81.3,98.85,5.72,1428.48
2012-12-13,82.5,98.95,5.71,1419.45
2012-12-14,83.9,98.2,5.7,1413.58
2012-12-17,82.35,97.45,5.67,1430.36
2012-12-18,80.7,96.65,5.66,1446.79
2012-12-19,82,82.15,5.61,1435.81
2012-12-20,80,82.25,5.63,1443.69
2012-12-21,80.6,81.65,5.65,1430.15
2012-12-27,78.95,82,5.62,1418.1
2012-12-28,77.8,82.9,5.66,1402.43
2013-01-02,78.45,83.5,5.63,1462.42
2013-01-03,78.95,83.9,5.69,1459.37
2013-01-04,78.5,86.1,5.73,1466.47
2013-01-07,81,87.4,5.72,1461.89
2013-01-08,80.45,88,5.7,1457.15
2013-01-09,80.9,88.95,5.71,1461.02
2013-01-10,83.05,89.95,5.69,1472.12
2013-01-11,83.2,90.4,5.62,1472.05
2013-01-14,84.3,90,5.59,1470.68
2013-01-15,84.2,89,5.6,1472.34
2013-01-16,87.45,89,5.62,1472.63
2013-01-17,90.3,88.5,5.58,1480.94
2013-01-18,89.95,88,5.6,1485.98
2013-01-21,95.1,88,5.6,1489.27
2013-01-22,96.9,87.55,5.6,1492.56
2013-01-23,101.8,87.5,5.6,1494.81
2013-01-24,100.6,86.6,5.59,1494.82
2013-01-25,103.6,87.2,5.54,1502.96
2013-01-28,100.8,86.2,5.55,1500.18
2013-01-29,98.65,87.05,5.55,1507.84
2013-01-30,99.3,87.95,5.51,1501.96
2013-01-31,98,86.9,5.51,1498.11
2013-02-01,96.8,89.6,5.47,1513.17
2013-02-04,97.2,89.15,5.5,1495.71
2013-02-05,96.7,88.6,5.51,1511.29
2013-02-06,94.7,89.65,5.52,1512.12
2013-02-07,93.85,89.75,5.51,1509.39
2013-02-08,94.7,90,5.58,1517.93
2013-02-11,95.55,90.15,5.57,1517.01
2013-02-12,99.25,90.25,5.55,1519.43
2013-02-13,97.55,91.9,5.54,1520.33
2013-02-14,97.5,91.5,5.6,1521.38
2013-02-15,102,92.65,5.6,1519.79
2013-02-18,103.9,93,5.59,1525.365
2013-02-19,106.2,93.85,5.59,1530.94
2013-02-20,108,94.05,5.58,1511.95
2013-02-21,105.7,93.5,5.66,1502.42
2013-02-22,103.7,94.35,5.66,1515.6
2013-02-25,102.8,95.75,5.61,1487.85
2013-02-26,100.9,94.95,5.7,1496.94
2013-02-27,100.7,94.5,5.69,1515.99
2013-02-28,102.9,96.85,5.68,1514.68
2013-03-01,104.8,99.95,5.74,1518.2
2013-03-04,104.4,99.75,5.73,1525.2
2013-03-05,103,100.4,5.72,1539.79
2013-03-06,101.5,100.4,5.72,1541.46
2013-03-07,101.9,100.9,5.73,1544.26
2013-03-08,117.1,100.8,5.7,1551.18
2013-03-11,118.9,101.7,5.74,1556.22
2013-03-12,118.6,101,5.71,1552.48
2013-03-13,123.9,102.4,5.74,1554.52
2013-03-14,122.4,102.3,5.76,1563.23
2013-03-15,123.1,103.6,5.7,1560.7
2013-03-18,120,102.3,5.77,1552.1
2013-03-19,120.3,102,5.76,1548.34
2013-03-20,127,103.3,5.76,1558.71
2013-03-21,128.3,101.8,5.77,1545.8
2013-03-22,129,99.9,5.76,1556.89
2013-03-25,133,99.15,5.76,1551.69
2013-03-26,134,108,5.79,1563.77
2013-03-27,134.5,107.1,5.84,1562.85
2013-04-02,139.5,109.3,5.81,1570.25
2013-04-03,144,109.7,5.81,1553.69
2013-04-04,141.8,111,5.81,1559.98
2013-04-05,138.4,111.5,5.76,1553.28
2013-04-08,139.7,113,5.72,1563.07
2013-04-09,146,113.9,5.72,1568.61
2013-04-10,148.4,114,5.7,1587.73
2013-04-11,154.4,114.5,5.68,1593.37
2013-04-12,152.9,114.9,5.71,1588.85
2013-04-15,156.5,115,5.7,1552.36
2013-04-16,155.6,113.7,5.68,1574.57
2013-04-17,147.5,109.3,5.68,1552.01
2013-04-18,148,112.3,5.72,1541.61
2013-04-19,147.4,108.5,5.68,1555.25
2013-04-22,147.5,109.4,5.72,1562.5
2013-04-23,148,112.3,5.74,1578.78
2013-04-24,148.3,112.8,5.73,1578.79
2013-04-25,148.2,114.1,5.7,1585.16
2013-04-29,149.2,113.5,5.69,1593.61
2013-04-30,147.6,113.2,5.7,1597.57
2013-05-01,144.5,113,5.64,1582.7
2013-05-02,157,111.4,5.65,1597.59
2013-05-03,155.7,113.4,5.68,1614.42
2013-05-06,154.7,111.9,5.69,1617.5
2013-05-07,154.6,111,5.69,1625.96
2013-05-08,160.9,111.4,5.67,1632.69
2013-05-13,162.2,112.3,5.75,1633.77
2013-05-14,164.9,113.3,5.74,1650.34
2013-05-15,170,112.8,5.79,1658.78
2013-05-16,180,115.6,5.78,1650.47
2013-05-17,197.6,115.8,5.79,1667.47
2013-05-21,192.7,116,5.79,1669.16
2013-05-22,195.5,115,5.77,1655.35
2013-05-23,185,113,5.78,1650.51
2013-05-24,191.5,112.8,5.76,1649.6
2013-05-27,188,113.2,5.76,1654.83
2013-05-28,197,113.2,5.76,1660.06
2013-05-29,195.2,111.7,5.76,1648.36
2013-05-30,208.5,112,5.76,1654.41
2013-05-31,206,110.7,5.73,1630.74
2013-06-03,202,109.2,5.73,1640.42
2013-06-04,206.3,107,5.69,1631.38
2013-06-06,216.9,107.5,5.68,1622.56
2013-06-07,214.6,107.6,5.62,1643.38
2013-06-10,218.8,106.9,5.64,1642.81
2013-06-11,199,104,5.62,1626.13
2013-06-12,199,104.2,5.62,1612.52
2013-06-13,190.6,103.4,5.6,1636.36
2013-06-14,184.5,103.5,5.61,1626.73
2013-06-17,186.5,103.3,5.59,1639.04
2013-06-18,188.8,101.2,5.58,1651.81
2013-06-19,184.1,102.1,5.56,1628.93
2013-06-20,180,101.2,5.65,1588.19
2013-06-21,177,100.7,5.66,1592.43
2013-06-24,165,97.8,5.7,1573.09
2013-06-25,168.6,100.6,5.68,1588.03
2013-06-26,179,101.5,5.73,1603.26
2013-06-27,185.6,103.5,5.72,1613.2
2013-06-28,174,102.2,5.7,1606.28
2013-07-01,178.5,102,5.72,1614.96
2013-07-02,177,101.9,5.73,1614.08
2013-07-03,176.4,102.2,5.76,1615.41
2013-07-04,177.5,103.9,5.75,1623.65
2013-07-05,175.9,104.6,5.79,1631.89
2013-07-08,178.5,104.8,5.8,1640.46
2013-07-09,179,105.2,5.8,1652.32
2013-07-10,179.7,107.5,5.82,1652.62
2013-07-11,178.4,108.4,5.72,1675.02
2013-07-12,178.7,112,5.72,1680.19
2013-07-15,179,111.8,5.73,1682.5
2013-07-16,180,112.9,5.68,1676.26
2013-07-17,180.4,111.8,5.68,1680.91
2013-07-18,185.7,111.5,5.7,1689.37
2013-07-19,182.4,112.3,5.68,1692.09
2013-07-22,181.4,112.4,5.66,1695.53
2013-07-23,177.1,114,5.66,1692.39
2013-07-24,173.8,114.8,5.63,1685.94
2013-07-25,167.5,114.3,5.65,1690.25
2013-07-26,166,114,5.62,1691.65
2013-07-29,165,114.1,5.62,1685.33
2013-07-30,164.9,114,5.61,1685.96
2013-07-31,162,113,5.62,1685.73
2013-08-01,161.4,113.8,5.63,1706.87
2013-08-02,158.8,113,5.65,1709.67
2013-08-05,159.6,114.5,5.62,1707.14
2013-08-06,160.1,115,5.62,1697.37
2013-08-07,160.8,115,5.6,1690.91
2013-08-08,166.7,112.2,5.58,1697.48
2013-08-09,169,114.6,5.58,1691.42
2013-08-12,169.7,113.6,5.62,1689.47
2013-08-13,168.7,113.5,5.61,1694.16
2013-08-14,170.3,113,5.63,1685.39
2013-08-15,177.1,112.5,5.61,1661.32
2013-08-16,171.8,112,5.59,1655.83
2013-08-19,169,112.7,5.59,1646.06
2013-08-20,169,114,5.57,1652.35
2013-08-21,168.5,114,5.57,1642.8
2013-08-22,169,113.7,5.6,1656.96
2013-08-23,170.5,109.5,5.58,1663.5
2013-08-26,176,113.4,5.58,1656.78
2013-08-27,170.3,111.8,5.59,1630.48
2013-08-28,165.7,111.4,5.59,1634.96
2013-08-29,168,113,5.62,1638.17
2013-08-30,166.9,113.8,5.64,1632.97
2013-09-02,168,113.8,5.65,1636.37
2013-09-03,168.9,115.1,5.66,1639.77
2013-09-04,169,115.2,5.66,1653.08
2013-09-05,170.8,115,5.65,1655.08
2013-09-06,170.1,115.1,5.69,1655.17
2013-09-09,170.2,115.4,5.65,1671.71
2013-09-10,181.6,116.7,5.63,1683.99
2013-09-11,187,116.3,5.62,1689.13
2013-09-12,185,116.3,5.61,1683.42
2013-09-13,184.3,116.9,5.61,1687.99
2013-09-16,201,118.2,5.58,1697.6
2013-09-17,198.5,118.5,5.58,1704.76
2013-09-18,199.8,117.4,5.59,1725.52
2013-09-19,202,118,5.51,1722.34
2013-09-20,218,119.5,5.52,1709.91
2013-09-23,212.5,119.1,5.52,1701.84
2013-09-24,213.7,119.8,5.53,1697.42
2013-09-25,218.1,118.7,5.52,1692.77
2013-09-26,224.6,119.7,5.52,1698.67
2013-09-27,231.6,120,5.51,1691.75
2013-09-30,226,120.2,5.52,1681.55
2013-10-01,229.3,123.3,5.5,1695
2013-10-02,233.5,122,5.52,1693.87
2013-10-03,233.7,120.7,5.49,1678.66
2013-10-04,234.9,119.5,5.49,1690.5
2013-10-07,235,118.7,5.5,1676.12
2013-10-08,232,114,5.49,1655.45
2013-10-09,227,112.5,5.52,1656.4
2013-10-10,231.5,114,5.51,1692.56
2013-10-11,236.9,114.7,5.5,1703.2
2013-10-14,235.6,113.2,5.5,1710.14
2013-10-15,237.9,114,5.53,1698.06
2013-10-16,239,113.6,5.5,1721.54
2013-10-17,239,114.8,5.46,1733.15
2013-10-18,242.1,117.4,5.45,1744.5
2013-10-21,250,117.5,5.46,1744.66
2013-10-22,250.6,117,5.46,1754.67
2013-10-23,247.8,117,5.42,1746.38
2013-10-24,250,116.5,5.4,1752.07
2013-10-25,251,118.4,5.41,1759.77
2013-10-28,246,118.7,5.41,1762.11
2013-10-29,246.6,119.5,5.42,1771.95
2013-10-30,244.7,118.9,5.42,1763.31
2013-10-31,238.5,118.1,5.47,1756.54
2013-11-01,238,119.6,5.52,1761.64
2013-11-04,236.7,120.8,5.52,1767.93
2013-11-05,230.7,121.3,5.53,1762.97
2013-11-06,239.1,126.5,5.52,1770.49
2013-11-07,225.7,117.9,5.58,1747.15
2013-11-08,214,117.9,5.55,1770.61
2013-11-11,218,118.9,5.57,1771.89
2013-11-12,214,118.9,5.55,1767.69
2013-11-13,207.5,119.6,5.56,1782
2013-11-14,207.7,121.3,5.55,1790.62
2013-11-15,210.8,120.3,5.54,1798.18
2013-11-18,210,119.6,5.52,1791.53
2013-11-19,209.9,118.1,5.52,1787.87
2013-11-20,209.6,117,5.51,1781.37
2013-11-21,210.1,117.4,5.54,1795.85
2013-11-22,213.2,117,5.52,1804.76
2013-11-25,215.6,118.2,5.52,1802.48
2013-11-26,224.7,117.3,5.51,1802.75
2013-11-27,221.2,118.9,5.49,1807.23
2013-11-28,229.4,118.4,5.49,1806.52
2013-11-29,227.5,120,5.48,1805.81
2013-12-02,227,120.1,5.51,1800.9
2013-12-03,222.7,122.1,5.49,1795.15
2013-12-04,220.5,121.3,5.49,1792.81
2013-12-05,218.2,121.6,5.49,1785.03
2013-12-06,225.9,122.9,5.46,1805.09
2013-12-09,235.8,123.7,5.44,1808.37
2013-12-10,231,125.7,5.43,1802.62
2013-12-11,221.3,131,5.42,1782.22
2013-12-12,221.4,130.5,5.42,1775.5
2013-12-13,216.2,129,5.44,1775.32
2013-12-16,219.5,128,5.42,1786.54
2013-12-17,215,127.6,5.43,1781
2013-12-18,216.7,128.4,5.43,1810.65
2013-12-19,221.6,130,5.46,1809.6
2013-12-20,222.5,133.5,5.46,1818.32
2013-12-23,217.4,134.3,5.45,1827.99
2013-12-27,214.9,135.5,5.4,1841.4
2013-12-30,212,137,5.41,1841.07
2014-01-02,217.5,137.5,5.46,1831.98
2014-01-03,229.1,137.3,5.47,1831.37
2014-01-06,235.2,139.1,5.48,1826.77
2014-01-07,230,138.6,5.47,1837.88
2014-01-08,224.9,136.6,5.49,1837.49
2014-01-09,233.8,138.8,5.48,1838.13
2014-01-10,242.5,138.2,5.49,1842.37
2014-01-13,235.2,137,5.47,1819.2
2014-01-14,236.3,136.2,5.46,1838.88
2014-01-15,233.1,136.4,5.48,1848.38
2014-01-16,236.4,136,5.49,1845.89
2014-01-17,235.5,136.5,5.49,1838.7
2014-01-20,231.5,137.2,5.5,1841.25
2014-01-21,233.6,136.6,5.52,1843.8
2014-01-22,232.5,136.6,5.5,1844.86
2014-01-23,228.5,136,5.47,1828.46
2014-01-24,220,136.5,5.45,1790.29
2014-01-27,212.1,134.6,5.46,1781.56
2014-01-28,212,134.1,5.47,1792.5
2014-01-29,209.5,134.7,5.48,1774.2
2014-01-30,216,134.3,5.5,1794.19
2014-01-31,219.6,137.1,5.52,1782.59
2014-02-03,210.5,137.4,5.53,1741.89
2014-02-04,206.7,136,5.52,1755.2
2014-02-05,205.7,136.2,5.51,1751.64
2014-02-06,205.8,132.3,5.53,1773.43
2014-02-07,211,133.7,5.5,1797.02
2014-02-10,210,136.5,5.47,1799.84
2014-02-11,215.5,138.1,5.46,1819.75
2014-02-12,214.5,140.2,5.5,1819.26
2014-02-13,215,140,5.46,1829.83
2014-02-14,233.2,141.5,5.44,1838.63
2014-02-17,239,143.3,5.45,1839.695
2014-02-18,238.9,143.5,5.43,1840.76
2014-02-19,243.5,146.4,5.43,1828.75
2014-02-20,241.9,147.3,5.44,1839.78
2014-02-21,244.4,148,5.44,1836.25
2014-02-24,245.3,153.4,5.43,1847.61
2014-02-25,243.5,155.3,5.43,1845.12
2014-02-26,243,154.8,5.44,1845.16
2014-02-27,242.8,155.1,5.46,1854.29
2014-02-28,244.2,157.6,5.4,1859.45
2014-03-03,233.2,156,5.42,1845.73
2014-03-04,240,161.4,5.42,1873.91
2014-03-05,253.1,161.5,5.43,1873.81
2014-03-06,250.4,162.7,5.43,1877.03
2014-03-07,242.5,161.6,5.37,1878.04
2014-03-10,246.3,161.6,5.38,1877.17
2014-03-11,246.5,165,5.39,1867.63
2014-03-12,241,163.9,5.37,1868.2
2014-03-13,241,163.8,5.35,1846.34
2014-03-14,237.5,163.5,5.38,1841.13
2014-03-17,242.6,165.1,5.37,1858.83
2014-03-18,242.7,167.5,5.37,1872.25
2014-03-19,242.8,171,5.36,1860.77
2014-03-20,237.5,168.7,5.42,1872.01
2014-03-21,233.3,172.2,5.42,1866.52
2014-03-24,220.2,172.2,5.42,1857.44
2014-03-25,218.7,171.9,5.41,1865.62
2014-03-26,218,172.6,5.41,1852.56
2014-03-27,227.2,168,5.43,1849.04
2014-03-28,225,167.9,5.43,1857.62
2014-03-31,220.3,167,5.41,1872.34
2014-04-01,221.8,168.5,5.41,1885.52
2014-04-02,218.8,167.5,5.41,1890.9
2014-04-03,218.2,162.1,5.42,1888.77
2014-04-04,220.5,163,5.45,1865.09
2014-04-07,212.5,157.5,5.44,1845.04
2014-04-08,208.4,152.5,5.42,1851.96
2014-04-09,215.6,153.9,5.41,1872.18
2014-04-10,211,156,5.38,1833.08
2014-04-11,200,152,5.38,1815.69
2014-04-14,187.7,152.8,5.4,1830.61
2014-04-15,183,151.4,5.41,1842.98
2014-04-16,192,152.9,5.39,1862.31
2014-04-22,208,157,5.4,1879.55
2014-04-23,203.4,159.6,5.4,1875.39
2014-04-24,200.5,159.2,5.4,1878.61
2014-04-25,198.5,158.9,5.4,1863.4
2014-04-28,199.5,158.7,5.39,1869.43
2014-04-29,199.4,158.5,5.4,1878.33
2014-04-30,199.9,156.8,5.39,1883.95
2014-05-01,206,158,5.38,1883.68
2014-05-02,214,158.6,5.38,1881.14
2014-05-05,212,159,5.38,1884.66
2014-05-06,213.1,154.1,5.35,1867.72
2014-05-07,214.4,151.1,5.36,1878.21
2014-05-08,213.1,153.5,5.35,1875.63
2014-05-09,214.2,155.5,5.42,1878.48
2014-05-12,217.2,156.8,5.42,1896.65
2014-05-13,218.3,156.8,5.45,1897.45
2014-05-14,217.5,156,5.44,1888.53
2014-05-15,211.5,155.3,5.46,1870.85
2014-05-19,208.9,153,5.44,1885.08
2014-05-20,205,149.9,5.45,1872.83
2014-05-21,205.8,146.5,5.46,1888.03
2014-05-22,206,148.9,5.46,1892.49
2014-05-23,205.8,147.9,5.48,1900.53
2014-05-26,209.5,150,5.47,1906.22
2014-05-27,217.1,148.8,5.47,1911.91
2014-05-28,220.5,147.4,5.48,1909.78
2014-06-02,219.5,145.8,5.48,1924.97
2014-06-03,215.6,142,5.47,1924.24
2014-06-04,229.6,142.5,5.48,1927.88
2014-06-06,227.2,140.8,5.47,1949.44
2014-06-10,230.6,145,5.51,1950.79
2014-06-11,224.4,142.4,5.51,1943.89
2014-06-12,225.3,140.6,5.51,1930.11
2014-06-13,221.3,137.2,5.51,1936.16
2014-06-16,218.9,138.3,5.51,1937.78
2014-06-17,219.7,142.6,5.5,1941.99
2014-06-18,219.9,145.9,5.5,1956.98
2014-06-19,227.1,145.8,5.47,1959.48
2014-06-20,233.4,145.1,5.49,1962.87
2014-06-23,233.6,142.3,5.48,1962.61
2014-06-24,232.8,143.5,5.47,1949.98
2014-06-25,230.2,142.7,5.48,1959.53
2014-06-26,234.5,143.9,5.48,1957.22
2014-06-27,236.8,147.4,5.48,1960.96
2014-07-01,227.9,136,5.45,1973.32
2014-07-02,230.5,132.5,5.46,1974.62
2014-07-03,228.6,135.2,5.46,1985.44
2014-07-04,227.7,132.4,5.49,1981.545
2014-07-07,225.3,131.5,5.49,1977.65
2014-07-08,219,130.2,5.49,1963.71
2014-07-09,214.3,126,5.48,1972.83
2014-07-10,209.6,126,5.48,1964.68
2014-07-11,211.3,125,5.48,1967.57
2014-07-14,214.4,130.4,5.47,1977.1
2014-07-15,211.8,131.5,5.48,1973.28
2014-07-16,212.1,129.9,5.51,1981.57
2014-07-17,209,128.6,5.51,1958.12
2014-07-18,208.5,123.5,5.51,1978.22
2014-07-21,207.8,124,5.52,1973.63
2014-07-22,209,126.5,5.53,1983.53
2014-07-23,210.5,126.9,5.54,1987.01
2014-07-24,214.7,127.5,5.54,1987.98
2014-07-25,219.5,126.6,5.55,1978.34
2014-07-28,215.7,126.8,5.55,1978.91
2014-07-29,221.1,127.6,5.55,1969.95
2014-07-30,224.8,128,5.56,1970.07
2014-07-31,223.3,127.6,5.57,1930.67
2014-08-01,221.5,125,5.57,1925.15
2014-08-04,218.8,122.8,5.55,1938.99
2014-08-05,229.1,123,5.57,1920.21
2014-08-06,221.2,120,5.59,1920.24
2014-08-07,224.9,122.5,5.58,1909.57
2014-08-08,223.2,120.8,5.57,1931.59
2014-08-11,231.7,120.1,5.57,1936.92
2014-08-12,228.3,119.8,5.59,1933.75
2014-08-13,228.2,119.8,5.58,1946.72
2014-08-14,232.4,119.3,5.58,1955.18
2014-08-15,227.6,118.9,5.57,1955.06
2014-08-18,226.5,118.6,5.57,1971.74
2014-08-19,228.1,119.2,5.58,1981.6
2014-08-20,229.4,119.4,5.61,1986.51
2014-08-21,225.5,119.2,5.62,1992.37
2014-08-22,224.8,118.3,5.62,1988.4
2014-08-25,230.8,119.6,5.65,1997.92
2014-08-26,230.5,120.4,5.65,2000.02
2014-08-27,232.5,120.4,5.66,2000.12
2014-08-28,229.8,119.7,5.65,1996.74
2014-08-29,226.3,119.2,5.65,2003.37
2014-09-01,224.6,117,5.67,2002.825
2014-09-02,223.5,118.3,5.68,2002.28
2014-09-03,226.3,119.6,5.66,2000.72
2014-09-04,224.6,119.2,5.72,1997.65
2014-09-05,223,118.9,5.75,2007.71
2014-09-08,224,119.5,5.75,2001.54
2014-09-09,226.2,120.1,5.77,1988.44
2014-09-10,225.8,120.2,5.76,1995.69
2014-09-11,232.2,120.8,5.76,1997.45
2014-09-12,234.7,122,5.76,1985.54
2014-09-15,235.1,122.3,5.77,1984.13
2014-09-16,231.7,122,5.75,1998.98
2014-09-17,234,123.8,5.75,2001.57
2014-09-18,233.8,125.3,5.78,2011.36
2014-09-19,237.8,128.1,5.79,2010.4
2014-09-22,239,130.7,5.8,1994.29
2014-09-23,235.5,129.1,5.77,1982.77
2014-09-24,236.3,129.8,5.8,1998.3
2014-09-25,244.5,131.3,5.86,1965.99
2014-09-26,251.8,131.7,5.85,1982.85
2014-09-29,252,131.5,5.86,1977.8
2014-09-30,250,131.6,5.92,1972.29
2014-10-01,251.1,131.3,5.91,1946.16
2014-10-02,250.5,130.5,5.89,1946.17
2014-10-03,256.5,131.3,5.9,1967.9
2014-10-06,255,131.1,5.92,1964.82
2014-10-07,251.3,128.5,5.9,1935.1
2014-10-08,248,124.2,5.89,1968.89
2014-10-09,247,122.5,5.83,1928.21
2014-10-10,236.5,119,5.89,1906.13
2014-10-13,233.5,116,5.87,1874.74
2014-10-14,230.1,113.3,5.89,1877.7
2014-10-15,220.4,115.7,5.88,1862.49
2014-10-16,218.2,115.1,5.84,1862.76
2014-10-17,232.4,119.6,5.81,1886.76
2014-10-20,235.4,116.7,5.83,1904.01
2014-10-21,240,117.8,5.84,1941.28
2014-10-22,249.2,119.1,5.87,1927.11
2014-10-23,252.4,121.9,5.88,1950.82
2014-10-24,248.5,123.1,5.88,1964.58
2014-10-27,248.9,124.6,5.87,1961.63
2014-10-28,245.1,124.6,5.84,1985.05
2014-10-29,247.9,126,5.84,1982.3
2014-10-30,254,129.1,5.91,1994.65
2014-10-31,258.9,126,5.94,2018.05
2014-11-03,261.2,125.1,5.96,2017.81
2014-11-04,269.4,125.7,5.95,2012.1
2014-11-05,269.9,125,5.96,2023.57
2014-11-06,273.1,128.9,5.94,2031.21
