"Date","SimCorp","DSV","Genmab","SydBank","WilliamDemant","SP500"
2014-11-07,174.5,179,269,183.1,89.62,2031.92
2014-11-10,175.5,180.5,274.5,182.7,91.08,2038.26
2014-11-11,175.5,182.1,279,184.1,92.18,2039.68
2014-11-12,174,179.4,275.7,182.4,91.96,2038.25
2014-11-13,175.5,181,273.7,183.2,83.86,2039.33
2014-11-14,174.5,179.6,273.7,183.2,83.7,2039.82
2014-11-17,174.5,179.5,271.1,183.8,83.44,2041.32
2014-11-18,175.5,183.5,276.2,186.9,84.68,2051.8
2014-11-19,172,181.7,279.5,185.3,84.5,2048.72
2014-11-20,170,183.1,278.7,182.9,84.56,2052.75
2014-11-21,169,186.1,280.5,186.1,85.82,2063.5
2014-11-24,169.5,185.7,284.6,188.9,85.88,2069.41
2014-11-25,169.5,187.1,295.8,188.9,85.58,2067.03
2014-11-26,171.5,186.1,295.4,188.8,85.5,2072.83
2014-11-27,163,186.4,295.9,188.5,85.6,2070.195
2014-11-28,164,187.4,295.7,187.3,85.84,2067.56
2014-12-01,163.5,188.7,301.3,182.8,85.78,2053.44
2014-12-02,161.5,189.6,296.4,188.4,86.64,2066.55
2014-12-03,165.5,187,302,189.8,87.7,2074.33
2014-12-04,167.5,185.6,306,188.2,86.5,2071.92
2014-12-05,170.5,187.7,301.9,190.3,87.78,2075.37
2014-12-08,173.5,187.7,323,190,87.08,2060.31
2014-12-09,168.5,184.5,317.6,186.4,87.6,2059.82
2014-12-10,168.5,183.9,332,186.9,87.46,2026.14
2014-12-11,167.5,183.8,341.7,187.6,88,2035.33
2014-12-12,165.5,181.6,341,183.5,87.3,2002.33
2014-12-15,162,180.9,337.4,181.1,86.04,1989.63
2014-12-16,162,180.6,339.9,179.6,85.36,1972.74
2014-12-17,163,184.9,345.1,180.5,91.14,2012.89
2014-12-18,162.5,185.5,354.1,183.2,92.26,2061.23
2014-12-19,160,188.5,352.7,186.2,92.66,2070.65
2014-12-22,158,190,360.4,187.9,94.38,2078.54
2014-12-23,160,189.4,354.3,186.9,94.12,2082.17
2014-12-29,163.5,188.6,359,189,93.92,2090.57
2014-12-30,162.5,188.2,360.3,190.2,93.64,2080.35
2015-01-02,163.5,190.3,371.5,193.1,95.44,2058.2
2015-01-05,170,189.2,371.8,195.8,94.14,2020.58
2015-01-06,169,187.5,363.4,191.5,92.42,2002.61
2015-01-07,168,188.1,358,188.6,92.3,2025.9
2015-01-08,169,193.2,371,189.8,94.48,2062.14
2015-01-09,169,193.4,375,186.8,94.76,2044.81
2015-01-12,171,196,389,186,94.82,2028.26
2015-01-13,172.5,198.7,386.3,185.5,94.72,2023.03
2015-01-14,175,196.4,387,182,95.42,2011.27
2015-01-15,185,196.2,386,183.2,95.22,1992.67
2015-01-16,183.5,197.3,392.7,183.1,94.8,2019.42
2015-01-19,185.5,197.6,403.2,182.4,97.06,2020.985
2015-01-20,187,196.3,411.7,181.6,99.12,2022.55
2015-01-21,188,198.3,413.5,179.8,99.4,2032.12
2015-01-22,188,199.3,402.8,186,98.04,2063.15
2015-01-23,192.5,200.5,413.4,187.1,98.1,2051.82
2015-01-26,191,205.3,431.2,190.8,101.4,2057.09
2015-01-27,191,200.8,436.7,186.1,99.76,2029.55
2015-01-28,190,205,443,186.9,100.4,2002.16
2015-01-29,186,205.5,441.3,186.4,100.4,2021.25
2015-01-30,191.5,207.8,442.8,186,99.98,1994.99
2015-02-02,190,206.3,435.5,185,99.18,2020.85
2015-02-03,189.5,209.3,425,187.7,98.72,2050.03
2015-02-04,189,208.5,471,188.4,98.04,2041.51
2015-02-05,188,208.1,446,189.1,99.2,2062.52
2015-02-06,189.5,199.4,462.6,189.2,99.1,2055.47
2015-02-09,190,199,466.8,186.1,99.94,2046.74
2015-02-10,196.5,201.4,476,189,100.5,2068.59
2015-02-11,195.5,201.8,477.5,185.1,99.2,2068.53
2015-02-12,196,208,482.6,194.9,99.58,2088.48
2015-02-13,194.5,205.9,486,197.4,98.02,2096.99
2015-02-16,194,206.2,481.5,198,98.24,2098.665
2015-02-17,207.5,205.2,480,198.7,99.42,2100.34
2015-02-18,222.5,208.4,480.5,200,98.9,2099.68
2015-02-19,218,209.9,478.5,204,99,2097.45
2015-02-20,222,211,475,204.9,99.04,2110.3
2015-02-23,221,213.5,486.9,212.6,99.94,2109.66
2015-02-24,218.5,214.2,482.5,212.7,99.66,2115.48
2015-02-25,223.5,215.6,487.3,211.1,100.4,2113.86
2015-02-26,226.5,216.1,498.8,210.2,105.1,2110.74
2015-02-27,235,215.4,493,208,109.4,2104.5
2015-03-02,235,217.7,485,208,111.4,2117.39
2015-03-03,236,216,518.5,206.9,110.9,2107.78
2015-03-04,228,213.5,521,205.8,110.9,2098.53
2015-03-05,234,217.5,546.5,209.6,112.1,2101.04
2015-03-06,240.5,217.1,544.5,209.7,111.6,2071.26
2015-03-09,235.5,217.2,547,209.1,111.3,2079.43
2015-03-10,235.5,218.4,540.5,208,111.2,2044.16
2015-03-11,234.5,219.9,548,210,113.4,2040.24
2015-03-12,236,219.2,541,209.4,113.4,2065.95
2015-03-13,230,218.1,547,205.3,114.6,2053.4
2015-03-16,239.5,220.1,545.5,207,114.8,2081.19
2015-03-17,234.5,216.1,533,202.9,113.6,2074.28
2015-03-18,234,216.5,531,203,116.5,2099.5
2015-03-19,234,217.5,533.5,204.8,115.9,2089.27
2015-03-20,230.5,217.1,535,206.4,115.6,2108.1
2015-03-23,231,217,529,207.6,117.2,2104.42
2015-03-24,223,217,533.5,209.9,117,2091.5
2015-03-25,224,216.5,497.2,211.4,117.4,2061.05
2015-03-26,222.5,212.6,466.2,207.3,116,2056.15
2015-03-27,222.5,213.6,516,209.2,117,2061.02
2015-03-30,229,216.8,532.5,213,119,2086.24
2015-03-31,228,216.3,523,218.1,118,2067.89
2015-04-01,230,219,518,223,115,2059.69
2015-04-07,233,224.1,526.5,228.6,115.8,2076.33
2015-04-08,234.5,225.7,525,230.5,114.7,2081.9
2015-04-09,238,226.4,531,230.1,113.7,2091.18
2015-04-10,235,232.1,538,230.6,115.4,2102.06
2015-04-13,237,231.6,542,243.4,117.4,2092.43
2015-04-14,239,227.7,522.5,244.3,116.8,2095.84
2015-04-15,243,228.6,523,244.7,116.4,2106.63
2015-04-16,241.5,228.5,517.5,241.5,115.9,2104.99
2015-04-17,231.5,225.1,514.5,243.2,114.1,2081.18
2015-04-20,227.5,225.7,528.5,246.7,113.7,2100.4
2015-04-21,225.5,227.4,536,256.7,116,2097.29
2015-04-22,220.5,219.6,531.5,257.9,114.3,2107.96
2015-04-23,222.5,221.2,524.5,255.4,112.2,2112.93
2015-04-24,225,224.8,545.5,258.3,113.2,2117.69
2015-04-27,224,229.3,560,262,114.6,2108.92
2015-04-28,222,223.3,540,255.2,112.7,2114.76
2015-04-29,226.5,220,514,247.5,110.6,2106.85
2015-04-30,230,231.3,514,250.3,109.4,2085.51
2015-05-04,229.5,232.6,531,253.9,109.4,2114.49
2015-05-05,231.5,229,534,252,109.1,2089.46
2015-05-06,226.5,225.5,522.5,248.8,106.8,2080.15
2015-05-07,226.5,228.2,528.5,254.1,109.7,2088
2015-05-08,225.5,229,537,255,109.2,2116.1
2015-05-11,236,231.4,539,258.2,110.5,2105.33
2015-05-12,237.5,228.2,529.5,252,109.2,2099.12
2015-05-13,238,227.2,559.5,254,110.7,2098.48
2015-05-18,248.5,229,561.5,256,111.9,2129.2
2015-05-19,249,232.4,587.5,259.8,114.7,2127.83
2015-05-20,248.5,232.9,588,261.2,115.2,2125.85
2015-05-21,251.5,233,575,257,114.4,2130.82
2015-05-22,246,233.2,577.5,257.8,114.9,2126.06
2015-05-26,250.5,232.6,582,259,113.7,2104.2
2015-05-27,250,235.5,582,260,113.8,2123.48
2015-05-28,251,234.4,598.5,260.3,113.4,2120.79
2015-05-29,255,236.2,596.5,263.3,111.9,2107.39
2015-06-01,253.5,236.1,597.5,262.1,112,2111.73
2015-06-02,255,235.2,595.5,261.8,111,2109.6
2015-06-03,253,236.3,596.5,263.4,112.7,2114.07
2015-06-04,253,232.2,593,261.4,112.6,2095.84
2015-06-08,245,229.1,606.5,264.6,113.7,2079.28
2015-06-09,241,227.9,599,259.5,112.2,2080.15
2015-06-10,243.5,231.2,617,262.9,113.4,2105.2
2015-06-11,241.5,230.1,623.5,263.3,114.6,2108.86
2015-06-12,242.5,227.7,609,259.7,113.2,2094.11
2015-06-15,239,223.5,585.5,251.3,107.2,2084.43
2015-06-16,239,224,596,253.1,107.8,2096.29
2015-06-17,237,221.3,581,252,106.4,2100.44
2015-06-18,233,222.9,586,250.6,107.2,2121.24
2015-06-19,233,223,577.5,252.4,107.1,2109.99
2015-06-22,240.5,226.9,596.5,261.4,108.4,2122.85
2015-06-23,249.5,227.2,600,262.5,106,2124.2
2015-06-24,248,224.7,592.5,261.8,105.4,2108.58
2015-06-25,255,224.4,593.5,266.3,105.1,2102.31
2015-06-26,267.5,222.5,595,265.3,104.4,2101.49
2015-06-29,269.5,219.5,575,256.6,103.9,2057.64
2015-06-30,266.5,216.8,582,255.8,102.1,2063.11
2015-07-01,264,221.8,595,259.3,102.7,2077.42
2015-07-02,264,219.7,581.5,250.2,101.5,2076.78
2015-07-03,261.5,219,579.5,247.9,101.7,2072.77
2015-07-06,264,217,583,243.1,100.3,2068.76
2015-07-07,257,216,585.5,238.4,100.7,2081.34
2015-07-08,253,218.4,571,236.7,99.8,2046.68
2015-07-09,261.5,222.2,593.5,238.4,100.3,2051.31
2015-07-10,268.5,226,609.5,245.6,103.1,2076.62
2015-07-13,273,230,629,253.7,104.3,2099.6
2015-07-14,276.5,231.4,632,250,104.1,2108.95
2015-07-15,286.5,235.5,651,251.8,104.3,2107.4
2015-07-16,289,236.9,669,255.2,104.6,2124.29
2015-07-17,280.5,237.2,683.5,252.4,105.2,2126.64
2015-07-20,285.5,238.9,684.5,252.1,106.2,2128.28
2015-07-21,287,237.8,666,249.4,104.8,2119.21
2015-07-22,294.5,237.8,675,250.4,104.7,2114.15
2015-07-23,292,236,670.5,251,105.9,2102.15
2015-07-24,291,234.3,672.5,250.8,105,2079.65
2015-07-27,283,229.9,640,247.3,102.7,2067.64
2015-07-28,283.5,229.4,646.5,250,103,2093.25
2015-07-29,282.5,230.9,658,250.1,103.2,2108.57
2015-07-30,286.5,230.5,638,249,102.4,2108.63
2015-07-31,289.5,232.2,639.5,256.9,103.5,2103.84
2015-08-03,289.5,234.5,655,266.7,104,2098.04
2015-08-04,287,243,650.5,265.6,103.3,2093.32
2015-08-05,289,249.9,652,272,105.1,2099.84
2015-08-06,286.5,252.9,650,268.3,106.6,2083.56
2015-08-07,283,252.5,626,262.6,107.3,2077.57
2015-08-10,283,257.3,642,264.1,108.6,2104.18
2015-08-11,285,253.8,643.5,264.7,107.2,2084.07
2015-08-12,275.5,251,615.5,256.1,104.9,2086.05
2015-08-13,276,254,625.5,259.2,106.2,2083.39
2015-08-14,285,253,639,265.1,105.4,2091.54
2015-08-17,293.5,255.1,629.5,264,111.2,2102.44
2015-08-18,293,256.8,638.5,266,114.4,2096.92
2015-08-19,325,255.2,622,252.1,112.4,2079.61
2015-08-20,320,245.4,583,245.9,111.7,2035.73
2015-08-21,315.5,238.6,575,243,108.5,1970.89
2015-08-24,294,230.7,548,235,107.2,1893.21
2015-08-25,302,238.2,569,251.1,108,1867.61
2015-08-26,301.5,234,560.5,247.7,108.1,1940.51
2015-08-27,305,238.9,610,255.7,108.8,1987.66
2015-08-28,313,238.7,591.5,253.3,107.8,1988.87
2015-08-31,319,237.6,597.5,253.2,108.1,1972.18
2015-09-01,327.5,232.8,577,248.5,106.5,1913.85
2015-09-02,334.5,234.9,603,253.7,108.7,1948.86
2015-09-03,339.5,240.7,628,259.9,110.5,1951.13
2015-09-04,333.5,237.2,612.5,252.1,110,1921.22
2015-09-07,331.5,236.8,637,252.1,109.5,1945.315
2015-09-08,334,240.8,642,255,110.5,1969.41
2015-09-09,337.5,243.6,644,255.8,111.1,1942.04
2015-09-10,338,241.1,647.5,255.5,110.3,1952.29
2015-09-11,335,241.1,649,255.2,110.3,1961.05
2015-09-14,333,238.2,645,250.8,109.2,1953.03
2015-09-15,340,241.1,645,251,110.3,1978.09
2015-09-16,340.5,240.1,637.5,250,110.7,1995.31
2015-09-17,340,241.4,638,255.6,111.6,1990.2
2015-09-18,340.5,240.7,646.5,254.8,112.4,1958.03
2015-09-21,343,249,662,257.3,112.3,1966.97
2015-09-22,343.5,245.5,650,253.2,111.7,1942.74
2015-09-23,346.5,245.4,650.5,250.9,112.4,1938.76
2015-09-24,344.5,240.7,640,251.8,111.8,1932.24
2015-09-25,349.5,244.6,654,261.9,112.5,1931.34
2015-09-28,349,244.7,627,258.7,111.2,1881.77
2015-09-29,337.5,242.9,601.5,255,108.9,1884.09
2015-09-30,336,249.3,611.5,253.9,111,1920.03
2015-10-01,341.5,250.4,619,251.9,111.5,1923.82
2015-10-02,340,248.5,623,250.1,110.6,1951.36
2015-10-05,341.5,252.9,635,248.8,112.2,1987.05
2015-10-06,349.5,257.9,632.5,253.9,112.3,1979.92
2015-10-07,351,255,636.5,253.6,112,1995.83
2015-10-08,337.5,251.9,625,250.8,113.6,2013.43
2015-10-09,332,270,622,244.7,114.2,2014.89
2015-10-12,321,274.5,611.5,240.7,115.8,2017.46
2015-10-13,320.5,276.1,613,238,114.7,2003.69
2015-10-14,324,270,593.5,236.5,112.1,1994.24
2015-10-15,325.5,269.9,613,238.2,115.1,2023.86
2015-10-16,327,271.2,628,243.2,119.6,2033.11
2015-10-19,334,274.1,634.5,244.8,122,2033.66
2015-10-20,337,269.5,636.5,243.8,119,2030.77
2015-10-21,335,272,634,240.7,117.4,2018.94
2015-10-22,329.5,267.1,636.5,236.7,118.4,2052.51
2015-10-23,334,274,646,238,118.1,2075.15
2015-10-26,326.5,273.8,668.5,242.9,119.5,2071.18
2015-10-27,328,272.7,663,221,117,2065.89
2015-10-28,326.5,281.7,667,224.3,119.5,2090.35
2015-10-29,330.5,280,670,222.7,120,2089.41
2015-10-30,332.5,275,669,223.1,117.8,2079.36
2015-11-02,338.5,273.8,680,223.4,118.8,2104.05
2015-11-03,340,278.8,672.5,223.7,124,2109.79
2015-11-04,338.5,280.8,707.5,223.5,126.5,2102.31
2015-11-05,349.5,282.5,697.5,222.7,127,2099.93
2015-11-06,359,287.7,705,229.9,127,2099.2
2015-11-09,384.5,281.7,711.5,228,125.7,2078.58
2015-11-10,364.5,280.5,720,226.9,125.9,2081.72
2015-11-11,373.5,283,738.5,228.9,126.9,2075
2015-11-12,372,282.1,728,228.5,126.6,2045.97
2015-11-13,365,278.3,734.5,227.9,123.7,2023.04
2015-11-16,368.5,278.3,744,227.3,125.4,2053.19
2015-11-17,371,283.5,744,227.3,127.1,2050.44
2015-11-18,374.5,282,827,229.1,127.9,2083.58
2015-11-19,378.5,277.1,840,230.3,128.3,2081.24
2015-11-20,380.5,275.8,840,226.2,130.5,2089.17
2015-11-23,382,277.3,840.5,226.2,132.1,2086.59
2015-11-24,379.5,271.2,836.5,227.2,131.9,2089.14
2015-11-25,381.5,271.2,860,228.6,134.5,2088.87
2015-11-26,381.5,274.5,875.5,225.2,135.3,2089.49
2015-11-27,383,275.1,892.5,226.8,134.1,2090.11
2015-11-30,380.5,275.1,892.5,226.8,135.6,2080.41
2015-12-01,385.5,272.6,891.5,233.1,136.1,2102.63
2015-12-02,401,272.6,909.5,229.5,134.7,2079.51
2015-12-03,397,272.2,917.5,229.8,130.5,2049.62
2015-12-04,400,272.2,926,227,131.5,2091.69
2015-12-07,395,271.5,926,229.8,132.2,2077.07
2015-12-08,394,275,938,223.8,133.2,2063.59
2015-12-09,389,272.5,954,221.8,133.6,2047.62
2015-12-10,385,271.6,939.5,219.7,133.8,2052.23
2015-12-11,376,271.6,939.5,213.2,132.6,2012.37
2015-12-14,378,261.1,911,211.6,133,2021.94
2015-12-15,383,262.4,919.5,211.6,134.4,2043.41
2015-12-16,381,263.9,919.5,213.3,134.5,2073.07
2015-12-17,386,266.9,925.5,213.3,134.1,2041.89
2015-12-18,382,264.2,915.5,214.4,131.5,2005.55
2015-12-21,377,264.2,915.5,214.8,129.4,2021.15
2015-12-22,370.5,264.8,910,212.9,127.4,2038.97
2015-12-23,366.5,265.7,919.5,218.7,131.2,2064.29
2015-12-28,371,267.5,919.5,218.5,128.7,2056.5
2015-12-29,381.5,267.5,924,222.1,130.8,2078.36
2015-12-30,388,271.7,917.5,221.8,131.4,2063.36
2016-01-04,374.5,271.7,925,216.4,128.2,2012.66
2016-01-05,364.4,267.6,925,214.4,130.7,2016.71
2016-01-06,365.1,270.1,913,212.4,130.5,1990.26
2016-01-07,365.6,265.2,913,211.8,130,1943.09
2016-01-08,365.4,264.6,878.5,208.4,124.1,1922.03
2016-01-11,354.1,261.9,844.5,205.5,123.6,1923.67
2016-01-12,360,267,874,207,125.7,1938.68
2016-01-13,360,263.7,877,204.3,124.8,1890.28
2016-01-14,350,257,863,201.4,121.9,1921.84
2016-01-15,336.4,250.3,819,193.7,120.2,1880.33
2016-01-18,327.6,247.2,801.5,189.7,119.2,1880.83
2016-01-19,333,250.8,839,191.9,120.5,1881.33
2016-01-20,330,244.5,802.5,184.7,119.2,1859.33
2016-01-21,334.2,248.7,816.5,187.6,119.9,1868.99
2016-01-22,339.1,257.5,841.5,194.4,121,1906.9
2016-01-25,341,259.3,866.5,196.9,124.1,1877.08
2016-01-26,339,259.2,871.5,199.5,120.9,1903.63
2016-01-27,337,262.4,866,197.1,121.6,1882.95
2016-01-28,330.4,256.8,841,194.9,119.2,1893.36
2016-01-29,336.6,267.1,859,200.5,121,1940.24
2016-02-01,338,269.5,851.5,197.8,123.2,1939.38
2016-02-02,328,263.5,849,191.6,120.9,1903.03
2016-02-03,323,259.2,826.5,187.7,118.7,1912.53
2016-02-04,318.1,256.5,801,192.7,117.9,1915.45
2016-02-05,303.6,254.6,750,190,115.2,1880.05
2016-02-08,278.8,235,663.5,180.7,111.5,1853.44
2016-02-09,280.3,230.7,638,172.6,107.5,1852.21
2016-02-10,288,252.2,674,183.4,111.6,1851.86
2016-02-11,280,251.4,653.5,176.9,107.8,1829.08
2016-02-12,285.9,259.4,649,181.2,108.8,1864.78
2016-02-15,304,267.7,691,190.8,112.1,1880.18
2016-02-16,297.1,264.9,695,190.2,113.2,1895.58
2016-02-17,290.7,275.7,717,194,113.8,1926.82
2016-02-18,290.1,277.1,746.5,192.3,114.8,1917.83
2016-02-19,293.5,271.9,763.5,190.1,114.1,1917.78
2016-02-22,299,284.1,785.5,193.6,115.1,1945.5
2016-02-23,277.5,282,794.5,195.8,114.1,1921.27
2016-02-24,270,273.8,779,179.3,113.6,1929.8
2016-02-25,294.8,283.2,822.5,184.6,116.1,1951.7
2016-02-26,305.4,281.3,845,187.3,119.3,1948.05
2016-02-29,310.7,281.2,843.5,186.8,119.4,1932.23
2016-03-01,314.8,283.9,858,187.1,121,1978.35
2016-03-02,315.1,279.5,856,191.8,120.6,1986.45
2016-03-03,302.8,280,832,193.9,121.1,1993.4
2016-03-04,314.3,282.5,820,197.7,121,1999.99
2016-03-07,311.7,279.3,821,197.1,123.7,2001.76
2016-03-08,304.8,275.4,808.5,195.7,123.8,1979.26
2016-03-09,306.5,282.6,805.5,197.5,125.4,1989.26
2016-03-10,300,278.9,801,196.3,125.3,1989.57
2016-03-11,304.2,282.5,808.5,199.3,127,2022.19
2016-03-14,303.9,284,834,200.9,128.7,2019.64
2016-03-15,299.3,284,826,201.1,127.7,2015.93
2016-03-16,297.9,284.7,830,204.9,127.1,2027.22
2016-03-17,295.4,281.5,815.5,203.5,129.3,2040.59
2016-03-18,300.1,283,819,192.5,127.1,2049.58
2016-03-21,299.1,274.1,816.5,192.9,126.7,2051.6
2016-03-22,302,275.1,842.5,190.9,126.1,2049.8
2016-03-23,301.2,274.8,856,189.3,127.6,2036.71
2016-03-29,298.5,272.6,850,186.5,127.3,2055.01
2016-03-30,308.5,275.4,858.5,190,130.9,2063.95
2016-03-31,302.2,272.6,907.5,187.7,131.7,2059.74
2016-04-01,305.5,273.6,923.5,187.7,132.5,2072.78
2016-04-04,292.5,280,925,188.2,133.7,2066.13
2016-04-05,291.6,277.8,913,182.9,133.4,2045.17
2016-04-06,291,278.2,913,184.1,133.1,2066.66
2016-04-07,290,276.5,923,181.4,133.8,2041.91
2016-04-08,290,278.1,944.5,184.5,133.5,2047.6
2016-04-11,290.2,276.9,941.5,184.2,132.2,2041.99
2016-04-12,285,274,925,180.5,131.5,2061.72
2016-04-13,292,269.7,912.5,181.2,131.5,2082.42
2016-04-14,292.2,274.2,936.5,181,137.8,2082.78
2016-04-15,289.1,272.6,930,181,136,2080.73
2016-04-18,295.5,269.7,951,181.6,137,2094.34
2016-04-19,295.6,273.7,967,180.2,139.7,2100.8
2016-04-20,300.7,270.5,943,179.5,135.8,2102.4
2016-04-21,294.7,270.7,970.5,181.6,136.2,2091.48
2016-04-25,298.5,269.5,970,178.8,135.2,2087.79
2016-04-26,292.9,272.8,960.5,181.6,133.7,2091.7
2016-04-27,294.9,275.9,969,186.6,136.3,2095.15
2016-04-28,296,275.3,971,186.1,135.5,2075.81
2016-04-29,292.2,273.5,963,183.8,133.6,2065.3
2016-05-02,291.8,272.2,963,183.2,135.8,2081.43
2016-05-03,291.5,271.3,960.5,177.9,136.1,2063.37
2016-05-04,291.6,272.9,950.5,176.7,134.5,2051.12
2016-05-09,299.8,269.5,987.5,175.9,138,2058.69
2016-05-10,311,275.8,998,177.7,132.8,2084.39
2016-05-11,321.5,282.3,1000,176.4,132.6,2064.46
2016-05-12,321.1,293.3,1003,175.1,132.6,2064.11
2016-05-13,329,294.4,1009,175.4,131.8,2046.61
2016-05-17,329.5,295,1014,172.8,133.4,2047.21
2016-05-18,330.2,293.5,1016,176.3,133.4,2047.63
2016-05-19,335.9,294.9,1067,177.5,133.2,2040.04
2016-05-20,338.1,298.2,1130,180.7,137,2052.32
2016-05-23,347.6,301.2,1205,182.2,137.7,2048.04
2016-05-24,348.5,305.5,1229,186.3,139.6,2076.06
2016-05-25,350.4,300.5,1205,189.6,142.3,2090.54
2016-05-26,348.6,300.9,1183,190,143.3,2090.1
2016-05-27,350.5,301.6,1177,190.9,143.2,2099.06
2016-05-30,351.5,302,1194,192.9,142.3,2098.005
2016-05-31,354,304.9,1208,190.6,141,2096.95
2016-06-01,353,304.4,1219,190,140.1,2099.33
2016-06-02,351.3,302.6,1230,191,139.6,2105.26
2016-06-03,351.8,300.2,1241,187,139.2,2099.13
2016-06-06,355.5,298,1250,186.9,139.7,2109.41
2016-06-07,357.5,302.3,1266,188.9,139.4,2112.13
2016-06-08,348.7,302,1233,185.9,139.7,2119.12
2016-06-09,346.3,297.6,1233,181.7,137.2,2115.48
2016-06-10,340,288,1161,175,134.7,2096.07
2016-06-13,330.6,283.4,1131,173.2,134.3,2079.06
2016-06-14,327.3,276.5,1093,170.4,131.3,2075.32
2016-06-15,328.4,276.6,1108,172.4,131.4,2071.5
2016-06-16,319.9,271.6,1045,168.2,129.5,2077.99
2016-06-17,329.7,272.7,1097,173.9,127.9,2071.22
2016-06-20,332.5,280,1139,178.9,129.3,2083.25
2016-06-21,330,279.6,1137,179.8,130.8,2088.9
2016-06-22,328.7,282.6,1158,180.2,130,2085.45
2016-06-23,343.7,289.6,1177,182.5,129.5,2113.32
2016-06-24,325,274.5,1127,169.8,125.5,2037.41
2016-06-27,308.2,263.1,1078,157.7,121.7,2000.54
2016-06-28,315,271.1,1114,164,127,2036.09
2016-06-29,320,276,1170,163.9,131.1,2070.77
2016-06-30,327.6,280.2,1210,167.2,130,2098.86
2016-07-01,337.9,285.1,1237,168,131,2102.95
2016-07-04,339.7,282,1230,166.6,130.4,2095.75
2016-07-05,325.5,275.7,1210,161.3,129.2,2088.55
2016-07-06,319,268.2,1189,156.8,128.1,2099.73
2016-07-07,322.3,273.2,1191,163.8,129,2097.9
2016-07-08,330.2,275,1202,169.2,130.4,2129.9
2016-07-11,334.3,281.1,1224,172.6,133.2,2137.16
2016-07-12,329.1,282.2,1202,175.7,133.8,2152.14
2016-07-13,329.4,281.7,1183,174.7,133.6,2152.43
2016-07-14,331.5,280.3,1170,176.1,133.1,2163.75
2016-07-15,328,277.3,1142,174.7,132.3,2161.74
2016-07-18,330.8,279.2,1142,174.2,133.3,2166.89
2016-07-19,337,280.9,1160,173.9,132.6,2163.78
2016-07-20,339.9,286.1,1159,176.7,135.2,2173.02
2016-07-21,338.2,284.6,1157,177.1,135.1,2165.17
2016-07-22,340,286.8,1148,176.9,134.6,2175.03
2016-07-25,341,288,1145,177.2,135.6,2168.48
2016-07-26,348.6,290.6,1210,178.3,136.8,2169.18
2016-07-27,348.6,290.8,1193,179.7,135.5,2166.58
2016-07-28,348.4,295.9,1213,178,136.1,2170.06
2016-07-29,344.4,296.2,1206,178.7,135.8,2173.6
2016-08-01,343.8,295.5,1218,176.5,135.9,2170.84
2016-08-02,339.3,292.1,1198,174.4,136.8,2157.03
2016-08-03,336.5,290.5,1202,174.7,135.5,2163.79
2016-08-04,339,294.6,1228,177.1,136.8,2164.25
2016-08-05,338.5,316.2,1223,180.1,140.2,2182.87
2016-08-08,337.9,316.5,1198,180.6,140.4,2180.89
2016-08-09,345.6,327.5,1233,183.3,140,2181.74
2016-08-10,348,325.5,1167,182.5,138.9,2175.49
2016-08-11,349.9,327.8,1170,182.2,139.7,2185.79
2016-08-12,348.2,325.9,1132,184,140,2184.05
2016-08-15,350.2,326.2,1133,185,140.6,2190.15
2016-08-16,347.4,323.2,1116,184.8,138.8,2178.15
2016-08-17,343.7,327.5,1113,184.8,138.3,2182.22
2016-08-18,347,328.9,1092,185.8,138.7,2187.02
2016-08-19,343.4,332.2,1109,185.6,136.1,2183.87
2016-08-22,359.4,334.4,1150,187,137,2182.64
2016-08-23,360.7,334,1156,191,137.5,2186.9
2016-08-24,360,336.2,1126,196,137.4,2175.44
2016-08-25,356.7,334.3,1103,201,136.9,2172.47
2016-08-26,351,334.2,1094,206.9,137,2169.04
2016-08-29,350,330,1085,204.6,137.3,2180.38
2016-08-30,352.1,330.1,1095,208,137.2,2176.12
2016-08-31,350,330.9,1066,211.4,139.4,2170.95
2016-09-01,354.9,332.1,1059,212.7,137.2,2170.86
2016-09-02,356.8,333.7,1049,215.3,139.2,2179.98
2016-09-05,357,335.9,1055,215.1,139.1,2183.23
2016-09-06,358.9,331,1058,212.2,138.6,2186.48
2016-09-07,359.5,334.3,1045,212.3,138.1,2186.16
2016-09-08,357,331.2,1029,211.8,138.7,2181.3
2016-09-09,348.8,320,1000,209.8,135.1,2127.81
2016-09-12,348.9,320.9,985.5,208.5,134.1,2159.04
2016-09-13,351.1,322.8,1025,206.6,135.1,2127.02
2016-09-14,350.1,324.8,1080,206.6,136.5,2125.77
2016-09-15,350.5,326.4,1080,208.6,136.6,2147.26
2016-09-16,349.3,326.4,1103,205.1,138.5,2139.16
2016-09-19,355,330.4,1098,205.7,138.7,2139.12
2016-09-20,349.6,330.3,1123,205.3,139.8,2139.76
2016-09-21,354,329.1,1152,206.7,138.8,2163.12
2016-09-22,353.5,332.8,1146,206.9,138.2,2177.18
2016-09-23,350,329.7,1143,204.3,138.5,2164.69
2016-09-26,374,324.9,1134,201.6,137.9,2146.1
2016-09-27,386.2,324.5,1128,200,136.3,2159.93
2016-09-28,383.7,324.5,1142,202.3,136.8,2171.37
2016-09-29,385.2,323.2,1128,203,135.7,2151.13
2016-09-30,385,330,1130,201.4,135.3,2168.27
2016-10-03,393.7,329.5,1142,202.3,136.9,2161.2
2016-10-04,387.4,328.6,1132,203.7,136,2150.49
2016-10-05,386.7,324.3,1130,206.3,134.6,2159.73
