"Date","SimCorp","DSV","Genmab","SydBank","WilliamDemant","SP500"
2016-10-06,383,322.6,1136,211,134.5,2160.77
2016-10-07,380.4,317.7,1136,209.3,134.1,2153.74
2016-10-10,381.4,320.9,1147,208.7,135.7,2163.66
2016-10-11,377.8,322.2,1136,206.2,135.8,2136.73
2016-10-12,378.9,323.3,1127,206,134.3,2139.18
2016-10-13,374.1,320.9,1105,202.8,134.2,2132.55
2016-10-14,375.2,325.7,1123,207.4,134.3,2132.98
2016-10-17,374.8,326,1117,206.8,133.5,2126.5
2016-10-18,380.1,325,1137,208.5,133,2139.6
2016-10-19,380.5,328.6,1145,210,134,2144.29
2016-10-20,380,337.7,1156,212.1,131.8,2141.34
2016-10-21,382.2,335.6,1135,215.3,131.4,2141.16
2016-10-24,379.8,337.6,1144,216.8,129.8,2151.33
2016-10-25,377.8,335,1114,216.6,129.4,2143.16
2016-10-26,375.3,332.8,1104,212.2,127.6,2139.43
2016-10-27,375.7,326.8,1142,214.2,127.2,2133.04
2016-10-28,376,324.6,1130,213.5,126.7,2126.41
2016-10-31,374.5,328.4,1118,211.9,126.2,2126.15
2016-11-01,366.2,318,1064,208.9,125.5,2111.72
2016-11-02,356.5,317.4,1067,199.8,124.6,2097.94
2016-11-03,352,317.6,1189,202.3,124.8,2088.66
2016-11-04,346,310.2,1158,198.5,124.1,2085.18
2016-11-07,352.8,313.5,1189,203.9,124.1,2131.52
2016-11-08,350.4,313.2,1174,204.4,122.3,2139.56
2016-11-09,348.3,302,1226,205.5,124,2163.26
2016-11-10,334,290.5,1211,210.5,118.9,2167.48
2016-11-11,332.5,288.5,1200,209.3,118.1,2164.45
2016-11-14,333,285.5,1202,210.5,117.4,2164.2
2016-11-15,336,296.3,1217,209.3,115,2180.39
2016-11-16,344.5,303,1229,208.2,114.4,2176.94
2016-11-17,344.7,307.7,1249,207.9,114.1,2187.12
2016-11-18,345.9,309.5,1246,210.5,116.2,2181.9
2016-11-21,341,310,1245,210.5,116.1,2198.18
2016-11-22,336.7,308.2,1251,215.3,114.8,2202.94
2016-11-23,332.3,310.3,1233,208.9,114.2,2204.72
2016-11-24,333.7,308.8,1227,207.8,116,2209.035
2016-11-25,328.5,311.2,1252,207.9,116.5,2213.35
2016-11-28,325,312.2,1229,205.8,116.9,2201.72
2016-11-29,332.9,314.1,1237,208.1,116,2204.66
2016-11-30,333.7,315.9,1216,206.5,118.8,2198.81
2016-12-01,325.7,308.3,1186,208.8,115.9,2191.08
2016-12-02,318,306.8,1180,205.5,115,2191.95
2016-12-05,319.5,305.9,1193,207,115.6,2204.71
2016-12-06,314.7,306.6,1155,209.9,114.9,2212.23
2016-12-07,312.2,304.4,1160,210.6,114.3,2241.35
2016-12-08,323,302.5,1165,217.5,113.3,2246.19
2016-12-09,321.5,303,1200,219,121,2259.53
2016-12-12,316.9,303.1,1175,217,122.1,2256.96
2016-12-13,319,305.2,1172,221.1,122.9,2271.72
2016-12-14,317.5,303.5,1147,222.7,122.4,2253.28
2016-12-15,330,305.5,1145,223.2,124.3,2262.03
2016-12-16,321.7,311,1139,220.5,124.5,2258.07
2016-12-19,325.5,311.5,1150,220.4,122.8,2262.53
2016-12-20,324.6,311.6,1160,220,122.9,2270.76
2016-12-21,323.7,310.1,1151,219.9,121.2,2265.18
2016-12-22,324.2,310,1136,219.4,122.8,2260.96
2016-12-23,329.4,310.7,1141,218.3,123,2263.79
2016-12-27,346.2,312.3,1167,219.7,124.3,2268.88
2016-12-28,350,315.2,1174,219,124.3,2249.92
2016-12-29,345.7,315,1177,218.6,124,2249.26
2016-12-30,344.2,314.2,1173,219.2,122.8,2238.83
2017-01-02,346.8,320.1,1192,223.7,124.5,2248.33
2017-01-03,347,318.1,1204,223.9,123.7,2257.83
2017-01-04,344.8,311.6,1236,221.2,124.3,2270.75
2017-01-05,348.1,318.5,1291,222.7,124.7,2269
2017-01-06,346.9,323.8,1300,222.7,124.6,2276.98
2017-01-09,349.1,320,1290,217.4,124.7,2268.9
2017-01-10,349.9,321.1,1287,218.8,124.6,2268.9
2017-01-11,359.8,321.2,1291,219.1,124.8,2275.32
2017-01-12,354.1,325.7,1250,221.1,122.8,2270.44
2017-01-13,358.4,326.4,1286,224.2,123.9,2274.64
2017-01-16,356.4,325.4,1263,224.4,124.4,2271.265
2017-01-17,352.7,324.8,1264,222.8,124.3,2267.89
2017-01-18,352.2,328.8,1275,220.6,125,2271.89
2017-01-19,355.8,328.2,1262,223.5,125.4,2263.69
2017-01-20,352.8,327.1,1250,224.2,125.4,2271.31
2017-01-23,349,325.1,1273,220.6,124.4,2265.2
2017-01-24,349.1,324.9,1288,222.8,124.1,2280.07
2017-01-25,353.7,330,1298,231,123.5,2298.37
2017-01-26,353.8,327.8,1314,232.1,124.6,2296.68
2017-01-27,354.2,332.4,1327,232.2,129.2,2294.69
2017-01-30,351.9,331.7,1333,228.2,128.4,2280.9
2017-01-31,352.6,334.4,1328,228,128.8,2278.87
2017-02-01,359.3,335.2,1349,232.9,129.5,2279.55
2017-02-02,366.4,335.4,1362,235,129.5,2280.85
2017-02-03,366.6,338.1,1377,238.1,130.1,2297.42
2017-02-06,360,334.9,1402,233.9,130.9,2292.56
2017-02-07,360.7,338.8,1402,236.3,131.3,2293.08
2017-02-08,359,337.6,1379,234.8,132.6,2294.67
2017-02-09,358.9,339,1418,236.1,133.3,2307.87
2017-02-10,360,342.3,1424,236.5,132.9,2316.1
2017-02-13,360,351.5,1435,239,133.9,2328.25
2017-02-14,360,352.3,1428,240.8,132.4,2337.58
2017-02-15,358.4,350,1430,249,132.4,2349.25
2017-02-16,359.9,347.1,1433,246.9,132.6,2347.22
2017-02-17,354.3,347.8,1407,245.2,133,2351.16
2017-02-20,356.7,347.5,1395,244,132.3,2358.27
2017-02-21,363.7,344.8,1422,246.4,134.3,2365.38
2017-02-22,367.8,345.5,1415,244.5,134.8,2362.82
2017-02-23,368.1,348,1424,244.4,143.2,2363.81
2017-02-24,375.8,342.3,1371,240.8,141.5,2367.34
2017-02-27,380.8,344.5,1347,241.5,141.7,2369.75
2017-02-28,390.5,345.4,1390,242.8,143.7,2363.64
2017-03-01,392.1,348.6,1375,250,142.7,2395.96
2017-03-02,394.3,347.8,1394,248.2,144,2381.92
2017-03-03,393.6,342.8,1385,250,144.2,2383.12
2017-03-06,393.3,343.9,1370,249.2,143.3,2375.31
2017-03-07,395,344.5,1362,250.3,142.7,2368.39
2017-03-08,395.1,345.6,1352,250.4,143.7,2362.98
2017-03-09,395,343.8,1367,252.8,144.9,2364.87
2017-03-10,396.3,346,1392,253.5,145.8,2372.6
2017-03-13,404.8,347.7,1420,253.9,145.9,2373.47
2017-03-14,406,350.5,1443,252.3,144.3,2365.45
2017-03-15,410.1,355.7,1454,253.8,144.8,2385.26
2017-03-16,412.4,361.4,1482,256.1,145.1,2381.38
2017-03-17,411.4,363.3,1475,256.4,146,2378.25
2017-03-20,409.9,364.8,1448,258,145.5,2373.47
2017-03-21,403,360,1415,254.8,144.6,2344.02
2017-03-22,400.7,357.5,1395,254.4,144,2348.45
2017-03-23,406.2,361,1394,254.2,145.5,2345.96
2017-03-24,411.8,358.9,1406,242.6,145,2343.98
2017-03-27,409.4,356.8,1383,239.1,144.8,2341.59
2017-03-28,416,357.1,1402,242.9,144.5,2358.57
2017-03-29,416.5,359.4,1427,240.6,143.7,2361.13
2017-03-30,416,358.8,1413,239.6,144.9,2368.06
2017-03-31,420,361,1343,241.7,145.7,2362.72
2017-04-03,418.9,361.1,1264,242.6,145.1,2358.84
2017-04-04,427,361.1,1289,243.5,146.9,2360.16
2017-04-05,427.7,361.2,1257,246.6,145.6,2352.95
2017-04-06,423.4,360.9,1255,245.8,144.6,2357.49
2017-04-07,424.1,360.2,1240,243.2,145.3,2355.54
2017-04-10,426.5,361.8,1278,242.4,150.4,2357.16
2017-04-11,425,360,1270,240,149.7,2353.78
2017-04-12,429.1,364.1,1255,238.7,150.9,2344.93
2017-04-18,438.1,365.5,1278,235.9,150.6,2342.19
2017-04-19,436,365.1,1299,238.7,152.5,2338.17
2017-04-20,436.2,371.1,1313,243.1,154.2,2355.84
2017-04-21,435,367.6,1305,242,151.8,2348.69
2017-04-24,438.5,375.7,1316,249.1,153.9,2374.15
2017-04-25,436.2,381.2,1317,249.4,153.6,2388.61
2017-04-26,436,377,1367,249.7,152.9,2387.45
2017-04-27,429,377,1371,248.4,152.7,2388.77
2017-04-28,428.1,380.4,1358,248.4,156.3,2384.2
2017-05-01,420,382.5,1372,250.2,156.3,2388.33
2017-05-02,434.1,393.7,1381,247.5,159,2391.17
2017-05-03,433.5,390,1370,236,156.7,2388.13
2017-05-04,440,388.2,1371,235,157.5,2389.52
2017-05-05,443.4,391.1,1367,238.8,160.1,2399.29
2017-05-08,445,393.6,1372,241.6,159.7,2399.38
2017-05-09,445.6,391.3,1344,244.9,163.1,2396.92
2017-05-10,444,389.5,1403,244.7,168.8,2399.63
2017-05-11,441.5,386.9,1357,243,167.1,2394.44
2017-05-15,443,387.7,1383,245,167.6,2402.32
2017-05-16,435,384.7,1389,242.7,167.4,2400.67
2017-05-17,405.7,381.2,1340,237.7,164.5,2357.03
2017-05-18,397,388.5,1405,236.9,163.3,2365.72
2017-05-19,401.2,394.7,1418,238.5,163.2,2381.73
2017-05-22,396.7,394.7,1401,238.5,163.1,2394.02
2017-05-23,397.2,393,1382,240.7,164.3,2398.42
2017-05-24,402.2,395.3,1387,240.6,170,2404.39
2017-05-29,409,393.5,1363,238.8,168,2408.65
2017-05-30,407.5,392.3,1362,237.5,169.4,2412.91
2017-05-31,411.5,403.1,1413,237.5,173.7,2411.8
2017-06-01,421.2,403.1,1440,236,174.7,2430.06
2017-06-02,418,406.1,1453,238.6,175.2,2439.07
2017-06-06,412.4,408.4,1454,236.8,173.9,2429.33
2017-06-07,405.1,408.3,1417,240.8,172.9,2433.14
2017-06-08,406.3,407.1,1408,238.2,172.7,2433.79
2017-06-09,411.1,408.3,1404,242.5,172.3,2431.77
2017-06-12,392.1,400,1371,240.5,169.1,2429.39
2017-06-13,401.3,403.7,1423,243.3,170.5,2440.35
2017-06-14,402.1,408.5,1413,244,171.1,2437.92
2017-06-15,395.5,404.3,1395,243.1,170.4,2432.46
2017-06-16,400.5,410,1402,245.9,173.2,2433.15
2017-06-19,408.5,411,1424,250.6,175.2,2453.46
2017-06-20,408,408.4,1417,249.5,175.3,2437.03
2017-06-21,406,406.7,1441,248.9,175.4,2435.61
2017-06-22,406,404,1476,241.2,175.4,2434.5
2017-06-23,405.2,404.9,1478,240,175,2438.3
2017-06-26,403.5,404.4,1456,239.6,174.7,2439.07
2017-06-27,395.5,403.9,1428,239.4,172.5,2419.38
2017-06-28,394.6,404.4,1396,242.4,170.1,2440.69
2017-06-29,390.3,396,1397,244.4,166.7,2419.7
2017-06-30,394.4,400,1389,245.4,168.5,2423.41
2017-07-03,390.1,400.2,1381,250,167.9,2429.01
2017-07-04,388.5,398,1375,249.8,166.3,2430.775
2017-07-05,390.9,398.4,1389,251.1,167.8,2432.54
2017-07-06,385.3,394,1376,251.3,169,2409.75
2017-07-07,387.2,393.9,1382,250.2,168.7,2425.18
2017-07-10,390.2,396.3,1386,252.2,169,2427.43
2017-07-11,386,396.5,1380,252.1,167.8,2425.53
2017-07-12,390.3,402,1414,250.7,169.7,2443.25
2017-07-13,388.5,400.3,1412,251.8,168.9,2447.83
2017-07-14,392.7,414.4,1430,252.1,170.5,2459.27
2017-07-17,397.6,416.5,1434,252.4,171.9,2459.14
2017-07-18,397.5,418,1450,251.7,170.7,2460.61
2017-07-19,399.2,421.1,1438,256.4,171.4,2473.83
2017-07-20,402.3,411.4,1432,257.3,168.3,2473.45
2017-07-21,396.9,404.5,1438,255.9,167.4,2472.54
2017-07-24,391.2,402.3,1411,256.6,166.2,2469.91
2017-07-25,391.7,398,1417,261.5,166.8,2477.13
2017-07-26,391.1,401.9,1428,262.1,166.8,2477.83
2017-07-27,396.8,405.2,1437,264.9,168.8,2475.42
2017-07-28,390,403,1429,262.9,165.8,2472.1
2017-07-31,392.9,405.6,1429,262,167.1,2470.3
2017-08-01,401.5,415.2,1411,262,166.9,2476.35
2017-08-02,398.1,427.5,1398,261,166,2477.57
2017-08-03,392.4,431,1399,259.4,165.3,2472.16
2017-08-04,397.8,443.8,1389,261.4,163.4,2476.83
2017-08-07,394.9,444.9,1408,261.5,163.5,2480.91
2017-08-08,400.5,445.6,1395,260.6,164.4,2474.92
2017-08-09,396.7,442,1386,258.5,165,2474.02
2017-08-10,396,438.6,1333,256.6,165,2438.21
2017-08-11,390.4,435.1,1359,252.3,166.4,2441.32
2017-08-14,394.3,439.3,1358,257.9,161.1,2465.84
2017-08-15,402.2,439.4,1360,257.7,159.9,2464.61
2017-08-16,406.4,441.1,1366,258,160,2468.11
2017-08-17,405,439.4,1360,252.6,163.5,2430.01
2017-08-18,400,438.6,1324,254.3,164.1,2425.55
2017-08-21,397.3,437.1,1310,253.9,163.4,2428.37
2017-08-22,401,439.8,1339,258.4,167.6,2452.51
2017-08-23,403.8,437.3,1301,257.4,168.5,2444.04
2017-08-24,364.1,438.8,1448,259.5,170,2438.97
2017-08-25,381.8,437.3,1401,263.1,168.3,2443.05
2017-08-28,371,437.2,1425,260.8,167.3,2444.24
2017-08-29,371.8,432.4,1440,245,164.2,2446.3
2017-08-30,366.2,435.4,1429,242,165,2457.59
2017-08-31,370,443,1458,243.7,165.3,2471.65
2017-09-01,382.2,446.9,1460,247.7,166.4,2476.55
2017-09-04,375,446.3,1447,244.9,165.4,2467.2
2017-09-05,377.9,446,1446,242.9,165.2,2457.85
2017-09-06,376.3,443.8,1425,240.9,164.4,2465.54
2017-09-07,382,447.9,1442,241.9,166.5,2465.1
2017-09-08,378.5,457,1454,243.6,168.8,2461.43
2017-09-11,391.5,458.6,1455,246.8,170.3,2488.11
2017-09-12,392.5,459.5,1438,246.4,169.9,2496.48
2017-09-13,394.2,463,1445,246.6,169.3,2498.37
2017-09-14,394,461.5,1453,247,165.3,2495.62
2017-09-15,387.6,455.4,1416,244.2,165.6,2500.23
2017-09-18,389.6,456.1,1426,246,166.8,2503.87
2017-09-19,390.5,458.1,1431,254.9,168.5,2506.65
2017-09-20,385.5,464,1427,255.2,168.6,2508.24
2017-09-21,382.1,460.8,1414,257.4,167.8,2500.6
2017-09-22,381.5,463.8,1428,256.1,168.7,2502.22
2017-09-25,386.1,464.9,1435,255.5,169.2,2496.66
2017-09-26,382.1,464.9,1398,254.2,168.8,2496.84
2017-09-27,382.5,467.7,1392,259,166.3,2507.04
2017-09-28,384.5,478.2,1402,259.2,166.8,2510.06
2017-09-29,384.5,476.3,1390,261.3,166.2,2519.36
2017-10-02,386.5,482.7,1418,262,170.3,2529.12
2017-10-03,386.6,485,1431,262,176.2,2534.58
2017-10-04,388.8,479.5,1434,262.4,179.7,2537.74
2017-10-05,390.7,473.4,1432,263.7,178.3,2552.07
2017-10-06,391.5,460.5,1390,262.3,179.4,2549.33
2017-10-09,394.6,462.4,1390,261.1,177.9,2544.73
2017-10-10,386.5,466.5,1421,262.9,178.2,2550.64
2017-10-11,383.6,469.2,1420,255.7,177.5,2555.24
2017-10-12,385,469,1424,254.1,177.4,2550.93
2017-10-13,386.1,468.4,1432,249.5,177.9,2553.17
2017-10-16,379.9,462.8,1435,247.9,177.7,2557.64
2017-10-17,375,464.7,1346,249.3,177,2559.36
2017-10-18,378.3,469.4,1332,252.6,179.4,2561.26
2017-10-19,372,463.5,1320,248.6,177,2562.1
2017-10-20,368.1,455.3,1328,252.5,178.5,2575.21
2017-10-23,375.1,461.3,1323,251,178.6,2564.98
2017-10-24,368,461.6,1280,251.2,176.1,2569.13
2017-10-25,375.1,463.8,1291,247.7,178.3,2557.15
2017-10-26,379.3,485.2,1265,249.8,179.7,2560.4
2017-10-27,386.8,492.2,1297,247.6,184.8,2581.07
2017-10-30,383.6,494.9,1281,247.4,184.8,2572.83
2017-10-31,390.2,494,1290,249.2,184.3,2575.26
2017-11-01,391,495.6,1261,252,183.1,2579.36
2017-11-02,376.6,496.2,1223,249.9,178.2,2579.85
2017-11-03,380.2,496.6,1206,244.5,183,2587.84
2017-11-06,378.6,495.7,1240,248.1,186.3,2591.13
2017-11-07,379.7,493,1233,247.8,187.5,2590.64
2017-11-08,373.9,495.5,1230,248.3,187.3,2594.38
2017-11-09,357.1,493.4,1181,245.8,179.5,2584.62
2017-11-10,353.8,491,1149,246.9,180.5,2582.3
2017-11-13,347.5,487,1130,245.2,179.3,2584.84
2017-11-14,382.2,490.8,1125,245.7,178.2,2578.87
2017-11-15,387,488.3,1133,244.7,175.7,2564.62
2017-11-16,382.7,492.4,1210,245.8,178.9,2585.64
2017-11-17,377.9,485,1225,243.6,178.1,2578.85
2017-11-20,375.1,480.9,1195,243.4,180.4,2582.14
2017-11-21,380,480.5,1231,243.2,180.8,2599.03
2017-11-22,384,479.4,1202,244.1,181.6,2597.08
2017-11-23,378.6,481,1198,243.4,180.2,2599.75
2017-11-24,379.5,484.1,1195,245.1,177.7,2602.42
2017-11-27,379.1,482.3,1190,242.8,178.9,2601.42
2017-11-28,383.6,482.4,1213,244.7,178.4,2627.04
2017-11-29,376.9,478,1200,250.3,172.9,2626.07
2017-11-30,376.1,481.2,1230,244.5,171.9,2647.58
2017-12-01,374,482.7,1212,243,173,2642.22
2017-12-04,372.5,486.3,1195,243.4,173.5,2639.44
2017-12-05,366.8,487.8,1164,239,173.1,2629.57
2017-12-06,359.5,484.7,1192,236.3,173.4,2629.27
2017-12-07,360.2,486,1165,239.8,172.8,2636.98
2017-12-08,362.5,486.6,1194,244,176.2,2651.5
2017-12-11,357,486,1183,246,174.8,2659.99
2017-12-12,357.3,486,1110,246,175.3,2664.11
2017-12-13,359,489,1052,246,173.8,2662.85
2017-12-14,358.8,488.3,1034,246.7,174.4,2652.01
2017-12-15,355,485.6,1032,244.6,173,2675.81
2017-12-18,356.6,491.1,1031,249.7,176.8,2690.16
2017-12-19,353.1,492.7,1023,248.1,174.6,2681.47
2017-12-20,354.7,488.2,1031,251.3,172.8,2679.25
2017-12-21,352.6,485.2,1053,252.6,171.2,2684.57
2017-12-22,355.9,485.8,1046,251.6,173.7,2683.34
2017-12-27,357.7,487.6,1053,251.9,173.1,2682.62
2017-12-28,354,487,1040,251.4,173.1,2687.54
2017-12-29,353.3,488.6,1029,249.9,173.5,2673.61
2018-01-02,351,487.7,1058,250.6,170.5,2695.81
2018-01-03,350,494.4,1057.5,250,174.3,2713.06
2018-01-04,350.4,497,1035,252,175,2723.99
2018-01-05,353,496.3,1100,251.6,177.3,2743.15
2018-01-08,360.4,502.2,1151.5,251.2,178.4,2747.71
2018-01-09,358.8,507.8,1152.5,251,177.9,2751.29
2018-01-10,372.4,508.4,1172,256,174.3,2748.23
2018-01-11,371.6,506.4,1150,257.2,170.3,2767.56
2018-01-12,370.4,499,1145,255.6,171.3,2786.24
2018-01-15,366.2,490.7,1145,253.6,172.9,2781.33
2018-01-16,366.8,487.3,1146.5,252.2,173.2,2776.42
2018-01-17,364,484.4,1155.5,250.8,175.5,2802.56
2018-01-18,365.8,487.3,1137,251,177.1,2798.03
2018-01-19,371.2,498.5,1170.5,251.4,183.6,2810.3
2018-01-22,373.2,494.8,1170.5,253,183.5,2832.97
2018-01-23,382.4,490.8,1133,250.8,183.4,2839.13
2018-01-24,378.2,492.8,1114.5,249.2,184.7,2837.54
2018-01-25,380.2,487.4,1099,243.2,185.3,2839.25
2018-01-26,380.2,492.3,1132,245.6,188.9,2872.87
2018-01-29,375.4,493.8,1136,246,188.9,2853.53
2018-01-30,375,493.5,1101,243.4,188.8,2822.43
2018-01-31,380.8,493,1098,245,189.4,2823.81
2018-02-01,386,483.2,1095,245.6,188.6,2821.98
2018-02-02,371,473,1066,245.8,182.5,2762.13
2018-02-05,363,471.6,1063.5,244.2,181.9,2648.94
2018-02-06,355.4,467.7,1046,241,178.9,2695.14
2018-02-07,365.4,478,1072,247.2,182.8,2681.66
2018-02-08,360.6,459,1055,245.2,180.8,2581
2018-02-09,357.2,461,1037,243.4,179.5,2619.55
2018-02-12,363.4,470.5,1055,247.2,183.6,2656
2018-02-13,365.6,469.4,1041.5,247,183.3,2662.94
2018-02-14,363.6,473.2,1074.5,253.2,187.2,2698.63
2018-02-15,360.8,480.7,1073,253.4,191.8,2731.2
2018-02-16,370.4,492.7,1088,257.6,196.4,2732.22
2018-02-19,368.4,481.4,1047,257,193,2724.24
2018-02-20,413.2,482,1050,243,195.1,2716.26
2018-02-21,407,480,1019,239,197,2701.33
2018-02-22,383,478.5,1200,236.4,210.6,2703.96
2018-02-23,380.8,482.2,1241,244,220,2747.3
2018-02-26,387.4,482.9,1260.5,240.8,219,2779.6
2018-02-27,386.8,475.5,1230,240,218,2744.28
2018-02-28,383.4,480.4,1247,239.4,219.2,2713.83
2018-03-01,376,467.2,1233,238,218,2677.67
2018-03-02,377.8,458.4,1216,232.8,217.8,2691.25
2018-03-05,383.6,460.8,1244,235.6,219.6,2720.94
2018-03-06,389.4,459.8,1253,236.8,222.2,2728.12
2018-03-07,388,463.6,1250,236.8,229.8,2726.8
2018-03-08,391.8,477.7,1260.5,239,229.8,2738.97
2018-03-09,394.4,477.2,1261.5,237,231.4,2786.57
2018-03-12,410,477,1260,236.2,231.6,2783.02
2018-03-13,415,471.1,1255,240.2,230.6,2765.31
2018-03-14,414.6,465.3,1263,236,232,2749.48
2018-03-15,419,472,1269.5,228.4,235,2747.33
2018-03-16,413,474.9,1265,228,231.6,2752.01
2018-03-19,411.6,476,1266,229,229,2712.92
2018-03-20,416.2,482.5,1270,231.2,230,2716.94
2018-03-21,417.2,481.7,1272,229.6,234.8,2711.93
2018-03-22,410.8,479,1264,226.2,228.6,2643.69
2018-03-23,413.4,474.9,1262,227.8,222,2588.26
2018-03-26,408.8,471.1,1242,226.6,221,2658.55
2018-03-27,414,475.8,1280,224,222.8,2612.62
2018-03-28,419.8,474.3,1298,222.2,224.2,2605
2018-04-03,410,474,1256,222.6,226,2614.45
2018-04-04,400.2,464.6,1219,220,220.4,2644.69
2018-04-05,409.6,474.7,1243.5,223.2,225.4,2662.84
2018-04-06,406,473.5,1230,222.2,225.2,2604.47
2018-04-09,407.4,478.2,1217,225.6,226.2,2613.16
2018-04-10,415,478.1,1210,225.2,230,2656.87
2018-04-11,413.2,473.6,1203.5,225.6,227,2642.19
2018-04-12,414,478.9,1215,230,227,2663.99
2018-04-13,418.2,481.7,1202,227.4,226.8,2656.3
2018-04-16,417.4,479.8,1190,227,229.4,2677.84
2018-04-17,425.2,492.7,1294,229.6,234.6,2706.39
2018-04-18,431.2,495.2,1264,234.6,238,2708.64
2018-04-19,431.8,488,1277.5,235.6,234.8,2693.13
2018-04-20,431,488.5,1267,237,235.8,2670.14
2018-04-23,436,496.9,1253.5,240.6,236.2,2670.29
2018-04-24,438.6,498.8,1236.5,242.8,235.4,2634.56
2018-04-25,433.2,492.1,1221.5,234,233.4,2639.4
2018-04-26,443.2,495.9,1255.5,232.4,242.2,2666.94
2018-04-30,449.2,490.3,1252,228.8,241.2,2648.05
2018-05-01,447.4,491.3,1236,226.6,246,2654.8
2018-05-02,454.6,497.4,1248.5,230.4,243.6,2635.67
2018-05-03,454.8,493.9,1264.5,227,243.8,2629.73
2018-05-04,456.4,493.4,1248,228.8,245.2,2663.42
2018-05-07,461.6,507.2,1293.5,229.8,257.4,2672.63
2018-05-08,452.4,509.6,1305,233.4,233,2671.92
2018-05-09,457.6,514.4,1244,233.2,237.6,2697.79
2018-05-14,453.8,539,1263.5,232.8,234,2730.13
2018-05-15,452.6,532.6,1251,232,231,2711.45
2018-05-16,456,532.6,1226,229,231.4,2722.46
2018-05-17,462,529.2,1255,231,233.6,2720.13
2018-05-18,491.6,528,1268,229.6,231.6,2712.97
2018-05-22,504,528,1232.5,231.2,227,2724.44
2018-05-23,494,529,1227,230.8,229.6,2733.29
2018-05-24,499.8,528,1219,227.8,230.8,2727.76
2018-05-25,539,535,1192.5,226.6,234.2,2721.33
2018-05-28,530,536,953.2,225.8,232.2,2705.595
2018-05-29,523,533.2,956.2,218.2,232.2,2689.86
2018-05-30,509.5,528.6,987.8,219.2,233.2,2724.01
2018-05-31,515.5,529.4,958,216,231.8,2705.27
2018-06-01,513.5,533.2,977.8,222.4,231.2,2734.62
2018-06-04,524,541,977.8,223.2,234.4,2746.87
2018-06-06,522,540.4,981.6,222,240.4,2772.35
2018-06-07,516,530,962,221.4,240,2770.37
2018-06-08,525,531,952,219.2,241.8,2779.03
2018-06-11,522,536.2,946.8,220.8,244,2782
2018-06-12,524.5,539,968,221,244.2,2786.85
2018-06-13,526.5,539.4,968,221.2,252.8,2775.63
2018-06-14,542.5,542.2,987.8,222.8,258.4,2782.49
2018-06-15,547,556.8,960.4,221.8,256.6,2779.66
2018-06-18,532.5,536.2,951.2,219.4,252.6,2773.75
2018-06-19,527.5,517,960.2,218.4,246.8,2762.59
2018-06-20,529.5,532,1014,218.8,253,2767.32
2018-06-21,524.5,531,988.2,216,254,2749.76
2018-06-22,533,523.6,994.8,217.4,256.4,2754.88
2018-06-25,528.5,516,1004,217.4,253.4,2717.07
2018-06-26,523,512,967,216.8,253,2723.06
2018-06-27,524,521.6,984.6,216.6,257.6,2699.63
2018-06-28,507,515.8,966.4,217.6,254.2,2716.31
2018-06-29,517,515.6,984.8,219.4,256.8,2718.37
2018-07-02,509,509.4,979.6,218.8,253.6,2726.71
2018-07-03,508.5,511.8,1002.5,221.4,253.8,2713.22
2018-07-04,495,507,1016,223.6,254.4,2724.915
2018-07-05,500,506.4,1029.5,221.4,255.4,2736.61
2018-07-06,503,505.4,1026,221.6,268,2759.82
2018-07-09,507.5,508.4,1030,224.8,267.6,2784.17
2018-07-10,517.5,512.8,1063.5,227.2,278,2793.84
2018-07-11,518,502,1055.5,227.2,277.2,2774.02
2018-07-12,533,503,1082.5,229.2,288.2,2798.29
2018-07-13,531.5,513.2,1085.5,227.2,291,2801.31
2018-07-16,537.5,507,1090,227,288.6,2798.43
2018-07-17,542,510.8,1115,225.4,293,2809.55
2018-07-18,545,511.4,1127.5,221.6,294.6,2815.62
2018-07-19,541,514,1125,224.2,295.8,2804.49
2018-07-20,540.5,513.8,1136.5,225,302.4,2801.83
2018-07-23,539,512.4,1123,226.6,302.4,2806.98
2018-07-24,542,516.4,1128.5,230.8,305.6,2820.4
2018-07-25,542,517,1130,231.4,311.4,2846.07
2018-07-26,549,534.2,1144,232.4,315.2,2837.44
2018-07-27,556,532,1129.5,235.2,316.2,2818.82
2018-07-30,546.5,531,1136.5,236.8,315,2802.6
2018-07-31,544,534.4,1092,236.4,304.6,2816.29
2018-08-01,548.5,570,1104.5,234.6,303.8,2813.36
2018-08-02,557.5,569.2,1101.5,230,309.4,2827.22
2018-08-03,553,578.2,1094.5,230.8,305.2,2840.35
2018-08-06,563.5,575.4,1069.5,221,303.4,2850.4
2018-08-07,565,569.8,1080,225,303.8,2858.45
2018-08-08,563.5,575.6,1060.5,222.2,292,2857.7
2018-08-09,568,581,1045,223.6,292,2853.58
2018-08-10,567,579,1058.5,221.4,290,2833.28
2018-08-13,579,582.4,1085.5,222.4,292,2821.93
2018-08-14,578.5,578.4,1066,220.2,293.2,2839.96
2018-08-15,570,573.2,1044,216,259.8,2818.37
2018-08-16,550,586.6,1052,219.8,265.8,2840.69
2018-08-17,549,586.2,1052.5,218.4,260.8,2850.13
2018-08-20,544.5,592,1045.5,219.2,259,2857.05
2018-08-21,545.5,591,1039.5,221.6,256.2,2862.96
2018-08-22,542.5,588.6,1053.5,219.6,259.8,2861.82
2018-08-23,560,591.2,1069,219.4,257.8,2856.98
